,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,junction,tunnel,ref,access,service,bridge,width
3100,444619078,False,Chaussée d'Anvers - Antwerpsesteenweg,residential,30,115.264,"LINESTRING (4.357651 50.8645428, 4.3577848 50.8647575, 4.3580731 50.8654459, 4.3581118 50.8655365)",,,,,,,,
3101,404612261,False,Chaussée d'Anvers - Antwerpsesteenweg,residential,30,107.336,"LINESTRING (4.3602346 50.8702643, 4.3602754 50.8703273, 4.3606117 50.8708367, 4.3607197 50.8711753)",,,,,,,,
3102,404612261,False,Chaussée d'Anvers - Antwerpsesteenweg,residential,30,68.631,"LINESTRING (4.3602346 50.8702643, 4.3602115 50.87023, 4.3598889 50.8697488, 4.3598502 50.8696968)",,,,,,,,
3103,32759223,True,Boulevard du Roi Albert II - Koning Albert II-laan,tertiary,30,14.679,"LINESTRING (4.3581952 50.8624275, 4.3581313 50.8623018)",2,,,,,,,
3104,233831367,True,Rue Haute - Hoogstraat,tertiary,30,59.776,"LINESTRING (4.3511583 50.840175, 4.3511975 50.8402309, 4.3513042 50.8404295, 4.3514497 50.8406799)",,,,,,,,
3105,22329713,True,Rue Notre-Seigneur - Ons-Heerstraat,living_street,20,68.202,"LINESTRING (4.3493544 50.8407936, 4.3501803 50.8404708)",,,,,,,,
3106,32470839,False,Rue des Visitandines - Visitandinenstraat,pedestrian,,47.855,"LINESTRING (4.3493544 50.8407936, 4.3493202 50.8407627, 4.3492708 50.8407182, 4.3490326 50.840503, 4.3489316 50.8404621)",,,,,,,,
3107,22369930,False,Rue des Visitandines - Visitandinenstraat,living_street,20,15.996,"LINESTRING (4.3481863 50.8398209, 4.3483312 50.8399319)",,,,,,,,
3108,30123330,True,Rue du Miroir - Spiegelstraat,living_street,20,80.43599999999999,"LINESTRING (4.3481863 50.8398209, 4.3488197 50.8395039, 4.3490241 50.8394046, 4.3490882 50.839375)",,,,,,,,
3109,249528323,False,Chaussée Romaine - Romeinsesteenweg,secondary,50,116.223,"LINESTRING (4.3527805 50.9012689, 4.3532239 50.9012673, 4.3536527 50.9012736, 4.354437 50.901295)",,,,,,,,
3110,249528323,False,Chaussée Romaine - Romeinsesteenweg,secondary,50,76.595,"LINESTRING (4.3527805 50.9012689, 4.3525317 50.9012746, 4.352285 50.9012837, 4.3520474 50.9012942, 4.3516908 50.9013139)",,,,,,,,
3111,29029340,True,Avenue de la Forêt - Woudlaan,tertiary,30,36.235,"LINESTRING (4.3958615 50.7976815, 4.3958505 50.7976522, 4.3956839 50.7975727, 4.3954303 50.7975389)",,,,,,,,
3112,308074792,False,Avenue de la Forêt - Woudlaan,tertiary,30,74.506,"LINESTRING (4.3958615 50.7976815, 4.3956921 50.7982232, 4.3956557 50.7983388)",,,,,,,,
3113,35420174,True,,trunk_link,50,10.863,"LINESTRING (4.3853108 50.8397537, 4.3853624 50.8398458)",,,,,no,,,
3114,40353885,False,Avenue d'Auderghem - Oudergemselaan,secondary,30,20.4,"LINESTRING (4.3853108 50.8397537, 4.3852221 50.8399284)",3,,,,,,,
3115,40353885,False,Avenue d'Auderghem - Oudergemselaan,secondary,30,4.542,"LINESTRING (4.3853108 50.8397537, 4.3853203 50.839736, 4.3853315 50.839715)",3,,,,,,,
3116,"[183108272, 12332350]",True,Tunnel Loi - Wettunnel,trunk,50,457.468,"LINESTRING (4.3854267 50.8420585, 4.3841749 50.8423187, 4.3824413 50.8426793, 4.3800411 50.8431884, 4.3792424 50.8433531)","['3', '2']",,yes,N3,,,,
3117,40353784,True,Rond-Point Robert Schuman - Robert Schumanplein,secondary,30,26.668,"LINESTRING (4.3844612 50.8423433, 4.3844578 50.8424232, 4.3844394 50.8424662, 4.3844247 50.8425004, 4.3843639 50.8425705)",3,,,,,,,
3118,22794988,False,Rue de la Loi - Wetstraat,residential,30,20.909,"LINESTRING (4.38014 50.8428742, 4.3802111 50.8429315, 4.3803237 50.8430222)",,,,,,,,
3119,563402697,False,Avenue d'Auderghem - Oudergemselaan,secondary,30,67.53,"LINESTRING (4.3844011 50.8414772, 4.3841624 50.8419481, 4.3841483 50.8419782, 4.3841115 50.8420563)",2,,,,,,,
3120,"[563402697, 571773983]",False,Avenue d'Auderghem - Oudergemselaan,secondary,30,111.163,"LINESTRING (4.3844011 50.8414772, 4.384458 50.8413699, 4.3844769 50.8413357, 4.3845672 50.8411628, 4.3847069 50.8408998, 4.3849003 50.8405285)",2,,,,,,,
3121,26223633,False,,unclassified,50,5.754,"LINESTRING (4.4021155 50.9053803, 4.4020583 50.9054174)",,,,,,,,
3122,896620756,False,,cycleway,,4.372,"LINESTRING (4.4021155 50.9053803, 4.4021576 50.9053513)",,,,,,,,
3123,22876385,True,Rue de Ransbeek - Ransbeekstraat,tertiary,50,26.232,"LINESTRING (4.4021155 50.9053803, 4.4022781 50.905447, 4.4023166 50.9054622, 4.4024287 50.9055093)",,,,,,,,
3124,465680892,False,Rue de Ransbeek - Ransbeekstraat,tertiary,50,24.45799999999999,"LINESTRING (4.4021155 50.9053803, 4.4021047 50.9053741, 4.4020272 50.9053296, 4.4020217 50.9053265, 4.4019242 50.9052721, 4.4018886 50.9052522, 4.4018801 50.9052475, 4.4018555 50.9052337)",,,,,,,,
3125,435652745,False,Rue de Ransbeek - Ransbeekstraat,tertiary,50,8.438,"LINESTRING (4.3989038 50.8998447, 4.398939 50.8998137, 4.3989692 50.8997811)",3,,,,,,,
3126,"[435652745, 408635417]",False,Rue de Ransbeek - Ransbeekstraat,tertiary,50,127.488,"LINESTRING (4.3989038 50.8998447, 4.3988541 50.8998817, 4.3988003 50.8999195, 4.3986901 50.8999942, 4.398542 50.9000901, 4.3985318 50.9000961, 4.3984058 50.9001726, 4.3982757 50.9002491, 4.3980087 50.900402, 4.3978479 50.9004938, 4.3977507 50.9005516, 4.3976453 50.9006129, 4.3975975 50.9006409)",3,,,,,,,
3127,435652749,True,Rue de Ransbeek - Ransbeekstraat,unclassified,,7.853,"LINESTRING (4.399002 50.8996207, 4.3991058 50.8995942)",,,,,,,,
3128,435652746,True,Rue de Ransbeek - Ransbeekstraat,tertiary,30,37.251,"LINESTRING (4.399002 50.8996207, 4.3990125 50.8995895, 4.3990183 50.8995699, 4.3990246 50.8995431, 4.3990278 50.8995183, 4.3990273 50.8994795, 4.3990205 50.8994128, 4.3990137 50.8993716, 4.3990064 50.8992876)",,,,,,,,
3129,435652743,True,Rue de Ransbeek - Ransbeekstraat,tertiary,30,35.543,"LINESTRING (4.3990064 50.8992876, 4.3990736 50.8993658, 4.3990869 50.8993969, 4.3990966 50.8994281, 4.3991037 50.8994602, 4.399109 50.8994934, 4.3991109 50.8995446, 4.3991058 50.8995942)",,,,,,,,
3130,"[435652744, 728176996]",False,Rue de Ransbeek - Ransbeekstraat,tertiary,30,27.92,"LINESTRING (4.3990064 50.8992876, 4.3989939 50.8992628, 4.3989327 50.8991415, 4.3989251 50.8991254, 4.3989075 50.8990882, 4.3988869 50.8990481)",,,,,,,,
3131,688618445,True,Avenue de Tyras - de Tyraslaan,secondary,50,23.465,"LINESTRING (4.3911689 50.9099563, 4.3912829 50.9098783, 4.3914046 50.9098067)",2,,,,,,,
3132,727475411,True,Rue Bruyn - Bruynstraat,tertiary,30,7.489000000000001,"LINESTRING (4.3911689 50.9099563, 4.3911257 50.909933, 4.3910953 50.909908)",1,,,,,,,
3133,22913423,False,Rue Claessens - Claessensstraat,residential,30,10.506,"LINESTRING (4.3548568 50.8716818, 4.3549573 50.8717236, 4.3549818 50.8717338)",,,,,,,,
3134,22913423,False,Rue Claessens - Claessensstraat,residential,30,149.676,"LINESTRING (4.3548568 50.8716818, 4.3547631 50.8716464, 4.353904 50.8712773, 4.3530799 50.8709374)",,,,,,,,
3135,"[1035099653, 151162982]",False,Rue du Tivoli - Tivolistraat,residential,30,138.268,"LINESTRING (4.3548568 50.8716818, 4.3542275 50.8722032, 4.3538431 50.8725126, 4.3537053 50.8726284, 4.3536565 50.8726679)",,,,,,,,
3136,"[828822867, 828822868]",False,,"['cycleway', 'path']",,20.449,"LINESTRING (4.3548568 50.8716818, 4.3548547 50.8716053, 4.3548923 50.8715759, 4.3549842 50.8715374)",,,,,,,,
3137,23598099,True,Avenue Houba-de Strooper - Houba-de Strooperlaan,primary,50,70.271,"LINESTRING (4.3249882 50.8987858, 4.3254514 50.8985153, 4.3254988 50.8984943, 4.3257613 50.898387)",,,,,,,,
3138,23084263,False,Rue De Crayer - De Crayerstraat,residential,30,94.649,"LINESTRING (4.3687486 50.8207616, 4.3675428 50.8203818)",,,,,,,,
3139,23084263,False,Rue De Crayer - De Crayerstraat,residential,30,57.152,"LINESTRING (4.3687486 50.8207616, 4.3693876 50.8209495, 4.3694862 50.8209785)",,,,,,,,
3140,"[251891706, 559913941, 23092869]",False,,service,10,50.517,"LINESTRING (4.3803068 50.8142274, 4.3802566 50.8141987, 4.379961 50.8140296, 4.3799573 50.8139731, 4.3799749 50.8139467, 4.3800547 50.813892)",,,,,destination,,,
3141,8511786,True,Rue d'Arenberg - Arenbergstraat,residential,30,42.52200000000001,"LINESTRING (4.3567685 50.8480096, 4.3568049 50.8479837, 4.3570438 50.8478135, 4.3571144 50.8477747, 4.3571879 50.8477347)",2,,,,,,,
3142,"[445887818, 445919821, 23093742]",False,Rue t'Serclaes - t'Serclaesstraat,service,30,82.966,"LINESTRING (4.3567685 50.8480096, 4.3570319 50.8481664, 4.3571227 50.8481807, 4.3572236 50.8482324, 4.3575069 50.8484393, 4.3575381 50.8484656, 4.3575501 50.848476, 4.3576035 50.8485222)",,,building_passage,,,alley,,
3143,8511784,True,Rue d'Assaut - Stormstraat,tertiary,30,71.435,"LINESTRING (4.3576035 50.8485222, 4.3569109 50.8488324, 4.3568698 50.8488587, 4.3568029 50.8489137)",2,,,,,,,
3144,"[445887818, 445919821, 23093742]",False,Rue t'Serclaes - t'Serclaesstraat,service,30,82.966,"LINESTRING (4.3576035 50.8485222, 4.3575501 50.848476, 4.3575381 50.8484656, 4.3575069 50.8484393, 4.3572236 50.8482324, 4.3571227 50.8481807, 4.3570319 50.8481664, 4.3567685 50.8480096)",,,building_passage,,,alley,,
3145,258270305,False,Avenue de Diane - Dianalaan,tertiary,50,8.728,"LINESTRING (4.371764 50.8138565, 4.3716978 50.8138414, 4.371646 50.8138321)",,,,,,,,
3146,258270305,False,Avenue de Diane - Dianalaan,tertiary,50,41.596,"LINESTRING (4.371764 50.8138565, 4.3719531 50.8139252, 4.3721514 50.8140116, 4.3722495 50.8140684)",,,,,,,,
3147,23192771,False,Font Saint Landry - Sint Lendriksborre,unclassified,30,355.2520000000001,"LINESTRING (4.3994493 50.9101367, 4.3992536 50.910114, 4.3991757 50.9101108, 4.3987661 50.9101087, 4.3981757 50.9101056, 4.3978693 50.910104, 4.397607 50.9101027, 4.3975459 50.9101024, 4.3973653 50.9101014, 4.3972466 50.9101, 4.3971924 50.9100942, 4.3971399 50.9100828, 4.3970944 50.9100705, 4.3970506 50.9100549, 4.3970168 50.9100371, 4.3969865 50.9100192, 4.3969469 50.9099889, 4.3969119 50.9099557, 4.3968717 50.9099016, 4.3968527 50.9098672, 4.3968457 50.9098523, 4.3968319 50.9098227, 4.3968289 50.9098129, 4.3967682 50.9096235, 4.3967094 50.909435, 4.3964406 50.9085962, 4.3963996 50.9084678, 4.3963948 50.9084547)",,,,,,,,
3148,23192771,False,Font Saint Landry - Sint Lendriksborre,unclassified,30,9.528,"LINESTRING (4.3963784 50.9084033, 4.3963516 50.9083193)",,,,,,,,
3149,12831747,True,Avenue de Tyras - de Tyraslaan,secondary,50,15.128,"LINESTRING (4.3963784 50.9084033, 4.396211 50.9084254, 4.3961672 50.9084311)",2,,,,,,,
3150,23192771,False,Font Saint Landry - Sint Lendriksborre,unclassified,30,5.83,"LINESTRING (4.3963784 50.9084033, 4.3963899 50.9084394, 4.3963948 50.9084547)",,,,,,,,
3151,45456545,True,Avenue Franklin Roosevelt - Franklin Rooseveltlaan,primary,50,79.863,"LINESTRING (4.3910673 50.8003183, 4.390677 50.8006537, 4.3904015 50.8009003)",2,,,,,,,
3152,147764353,False,Avenue du Chili - Chililaan,residential,30,8.151,"LINESTRING (4.3910673 50.8003183, 4.3911038 50.8003378, 4.3911559 50.8003656)",,,,,,,,
3153,147759781,False,Val de la Futaie - Hogebomendaal,residential,30,58.238,"LINESTRING (4.3952649 50.7991974, 4.3952843 50.7992029, 4.3955919 50.7992772, 4.3960586 50.7993428)",,,,,,,,
3154,147759801,False,Avenue de la Forêt - Woudlaan,tertiary,30,154.019,"LINESTRING (4.3952649 50.7991974, 4.3952122 50.7992662, 4.3950739 50.799451, 4.3949621 50.7995732, 4.3948842 50.7996695, 4.3947273 50.7998734, 4.3944007 50.8003223, 4.3943635 50.8003752, 4.3943154 50.8004451)",,,,,,,,
3155,308074792,False,Avenue de la Forêt - Woudlaan,tertiary,30,99.86700000000002,"LINESTRING (4.3952649 50.7991974, 4.3954235 50.7989783, 4.395461 50.7989156, 4.3954916 50.7988554, 4.3955108 50.7988021, 4.3955675 50.7986223, 4.3956557 50.7983388)",,,,,,,,
3156,147759781,False,Val de la Futaie - Hogebomendaal,residential,30,58.238,"LINESTRING (4.3960586 50.7993428, 4.3955919 50.7992772, 4.3952843 50.7992029, 4.3952649 50.7991974)",,,,,,,,
3157,147759783,False,Val de la Futaie - Hogebomendaal,residential,30,50.838,"LINESTRING (4.3960586 50.7993428, 4.3963334 50.7993733, 4.3963806 50.799389, 4.3963987 50.7994193, 4.3963502 50.7996072, 4.3963343 50.7996294)",,,,,,,,
3158,147759783,False,Val de la Futaie - Hogebomendaal,residential,30,51.777,"LINESTRING (4.3960586 50.7993428, 4.3959894 50.7995585, 4.3960161 50.7995936, 4.3960895 50.7996119, 4.3962774 50.7996329, 4.3963343 50.7996294)",,,,,,,,
3159,69211228,False,Rue Drootbeek - Drootbeekstraat,residential,30,9.117,"LINESTRING (4.3449124 50.8720395, 4.3447949 50.8720745)",,,,,,,,
3160,69211227,True,Boulevard Émile Bockstael - Emile Bockstaellaan,secondary,30,304.856,"LINESTRING (4.3449124 50.8720395, 4.3454188 50.872577, 4.3461966 50.873425, 4.34689 50.8741793, 4.3469567 50.8742539, 4.3470961 50.8744096)",,,,,,,,
3161,249386310,False,Boulevard Émile Bockstael - Emile Bockstaellaan,tertiary,30,12.566,"LINESTRING (4.3481143 50.8770922, 4.3482921 50.8771058)",,,,,,,,
3162,404614547,True,Boulevard Émile Bockstael - Emile Bockstaellaan,secondary,30,35.533,"LINESTRING (4.3481143 50.8770922, 4.3481268 50.8769835, 4.3481648 50.8767743)",,,,,,,,
3163,170278169,True,Rue Léopold I - Leopold I-straat,residential,30,186.186,"LINESTRING (4.3481263 50.8779298, 4.3482386 50.8779426, 4.3482653 50.8779484, 4.3499614 50.8783416, 4.3504478 50.8786029, 4.3505004 50.8786276)",,,,,,,,
3164,249374552,True,Boulevard Émile Bockstael - Emile Bockstaellaan,secondary,50,52.33600000000001,"LINESTRING (4.3481263 50.8779298, 4.348097 50.8780278, 4.3480528 50.8782848, 4.3479847 50.8783887)",,,,,,,,
3165,24826013,False,Boulevard Émile Bockstael - Emile Bockstaellaan,secondary,50,93.488,"LINESTRING (4.3478882 50.8789905, 4.347869 50.8791148, 4.3478661 50.8791334, 4.34786 50.8791732, 4.347771 50.8797011, 4.3477548 50.879827)",,,,,,,,
3166,24826013,False,Boulevard Émile Bockstael - Emile Bockstaellaan,secondary,50,67.259,"LINESTRING (4.3478882 50.8789905, 4.3479088 50.8788576, 4.347912 50.8788367, 4.3479183 50.8787962, 4.3479847 50.8783887)",,,,,,,,
3167,31420008,True,Rue Jan Bollen - Jan Bollenstraat,residential,30,192.411,"LINESTRING (4.3478882 50.8789905, 4.348048 50.8789828, 4.3480872 50.8789809, 4.3494683 50.8789423, 4.3496324 50.8789088, 4.3504203 50.8786882, 4.3504639 50.8786626, 4.3505004 50.8786276)",,,,,,,,
3168,31465668,False,Square des Combattants - Strijderssquare,residential,30,11.775,"LINESTRING (4.3482287 50.8763978, 4.3483961 50.8764053)",,,,,,,,
3169,404614547,True,Boulevard Émile Bockstael - Emile Bockstaellaan,secondary,30,144.802,"LINESTRING (4.3482287 50.8763978, 4.348262 50.8762019, 4.3482883 50.8759729, 4.3482867 50.8759018, 4.3482623 50.8758429, 4.3482189 50.8757698, 4.3478029 50.8753256, 4.3476823 50.8751968)",,,,,,,,
3170,13552541,False,Chaussée d'Etterbeek - Etterbeeksesteenweg,tertiary,30,95.232,"LINESTRING (4.3790149 50.8414082, 4.3789366 50.8415108, 4.3789189 50.8415337, 4.3788909 50.8415703, 4.3784791 50.8420769, 4.3784018 50.8421721)",,,,,,,,
3171,410526320,False,Chaussée d'Etterbeek - Etterbeeksesteenweg,tertiary,30,65.562,"LINESTRING (4.3790149 50.8414082, 4.3790584 50.8413514, 4.379123 50.841267, 4.3792031 50.8411662, 4.3792223 50.8411436, 4.3792527 50.8411079, 4.3793219 50.8410398, 4.3793989 50.8409837, 4.3795222 50.8409231)",,,,,,,,
3172,661448814,True,Boulevard du Régent - Regentlaan,residential,30,7.218,"LINESTRING (4.3663353 50.8419913, 4.3663024 50.8419298)",,,,,,,,
3173,654745622,False,Rue Montoyer - Montoyerstraat,residential,30,12.368,"LINESTRING (4.3663353 50.8419913, 4.3663752 50.8419828, 4.3664507 50.8419677, 4.366503 50.8419573)",2,,,,,,,
3174,183454205,True,Boulevard du Régent - Regentlaan,primary,50,27.303,"LINESTRING (4.3673216 50.8436206, 4.3671863 50.8433904)",2,,,R20a,,,,
3175,996854810,False,Boulevard du Régent - Regentlaan,residential,30,8.982,"LINESTRING (4.3673216 50.8436206, 4.3671998 50.8436453)",,,,,,,,
3176,183454207,True,Boulevard du Régent - Regentlaan,primary,50,49.982,"LINESTRING (4.3671863 50.8433904, 4.3670027 50.8430456, 4.3669827 50.8430166, 4.3669652 50.8429897, 4.3669482 50.8429671)",4,,,R20a,,,,
3177,996854808,True,Boulevard du Régent - Regentlaan,residential,30,14.231,"LINESTRING (4.367132 50.8435137, 4.3671863 50.8433904)",,,,,,,,
3178,23226817,False,Boulevard du Régent - Regentlaan,cycleway,30,61.772,"LINESTRING (4.367132 50.8435137, 4.3668723 50.8430421, 4.3668569 50.8430133, 4.3668444 50.8429887)",1,,,,,,,
3179,5451451,True,Boulevard du Régent - Regentlaan,primary,50,8.033999999999999,"LINESTRING (4.3682962 50.8455213, 4.368277 50.8454825, 4.3682468 50.8454573)",2,,,R20a,,,,
3180,30324841,True,,cycleway,,21.838,"LINESTRING (4.3682962 50.8455213, 4.3685224 50.8454739, 4.3685918 50.8454602)",,,,,,,,
3181,44097427,True,Boulevard du Régent - Regentlaan,residential,30,70.948,"LINESTRING (4.3681205 50.8454076, 4.3678086 50.8448007)",1,,,,,,,
3182,649334102,True,Boulevard du Régent - Regentlaan,residential,30,9.303,"LINESTRING (4.3684279 50.845977, 4.3684614 50.8459383, 4.3684915 50.8459036)",,,,,,,,
3183,959782914,False,Boulevard du Régent - Regentlaan,cycleway,30,32.553,"LINESTRING (4.3684279 50.845977, 4.3683181 50.8457756, 4.3682927 50.8457291, 4.368276 50.8457004)",,,,,,,,
3184,959782911,False,Boulevard du Régent - Regentlaan,cycleway,30,10.964,"LINESTRING (4.369029 50.8481527, 4.3689977 50.8482493)",,,,,,,,
3185,41497248,True,Boulevard du Régent - Regentlaan,residential,30,250.478,"LINESTRING (4.369029 50.8481527, 4.3691556 50.8476541, 4.3691515 50.8474283, 4.3690733 50.8472375, 4.3688637 50.8468249, 4.3684279 50.845977)",,,,,,,,
3186,959782911,False,Boulevard du Régent - Regentlaan,cycleway,30,10.964,"LINESTRING (4.3689977 50.8482493, 4.369029 50.8481527)",,,,,,,,
3187,56645285,True,Rue de Louvain - Leuvenseweg,residential,30,49.248,"LINESTRING (4.3689977 50.8482493, 4.3689219 50.8482402, 4.3684218 50.8481215, 4.368341 50.8480964)",,,,,,,,
3188,477169149,True,Place Surlet de Chokier - Surlet de Chokierplein,residential,30,8.255,"LINESTRING (4.3688197 50.8489002, 4.3689335 50.8489189)",2,,,,,,,
3189,828209753,False,Boulevard Bischoffsheim - Bischoffsheimlaan,cycleway,30,17.838,"LINESTRING (4.3688197 50.8489002, 4.3687815 50.8490588)",,,,R20a,,,,
3190,914797956,False,Boulevard du Régent - Regentlaan,cycleway,30,4.886,"LINESTRING (4.3688197 50.8489002, 4.3688306 50.8488568)",,,,,,,,
3191,257037148,True,Rue Pannenhuis - Pannenhuisstraat,residential,30,103.748,"LINESTRING (4.3395336 50.8737415, 4.3394796 50.8738642, 4.3391472 50.8746421)",,,,,,,,
3192,944785308,True,Porte d’Anvers - Antwerpsepoort,tertiary,30,16.824,"LINESTRING (4.3531748 50.8566682, 4.3532571 50.8568103)",,,,,,,,
3193,944785309,True,Boulevard d'Anvers - Antwerpselaan,primary,50,13.425,"LINESTRING (4.3531748 50.8566682, 4.353359 50.8567007)",2,,,R20a,,,,
3194,678278181,True,,cycleway,,27.942,"LINESTRING (4.3531748 50.8566682, 4.3532314 50.8565992, 4.3534819 50.8565276)",,,,,,,,
3195,944785310,True,Boulevard Baudouin - Boudewijnlaan,primary,50,14.131,"LINESTRING (4.353359 50.8567007, 4.3532571 50.8568103)",2,,,R20a,,,,
3196,23262815,False,Boulevard Baudouin - Boudewijnlaan,primary,50,10.01,"LINESTRING (4.353359 50.8567007, 4.3533906 50.8566906, 4.3534216 50.8566813, 4.3534738 50.8566665, 4.3534881 50.8566625)",2,,,R20a,,,,
3197,236145788,True,Avenue Lloyd George - Lloyd Georgelaan,secondary,50,36.402,"LINESTRING (4.3731836 50.8149098, 4.3728294 50.8148637, 4.3727552 50.8148632, 4.3726744 50.8148731)",,,,,,,,
3198,23566650,True,Avenue Louise - Louizalaan,residential,30,52.175,"LINESTRING (4.3726579 50.8150408, 4.3726806 50.81506, 4.3727568 50.8150788, 4.3728126 50.8150848, 4.3728755 50.8150859, 4.3729369 50.8150824, 4.3730131 50.8150678, 4.3730796 50.8150452, 4.3731507 50.8150136, 4.3732029 50.8149785, 4.3732162 50.8149637, 4.3732187 50.8149536, 4.3732141 50.814934, 4.3731836 50.8149098)",,,,,,,,
3199,"[32922276, 162611854]",True,Avenue Louise - Louizalaan,secondary,30,70.008,"LINESTRING (4.3726579 50.8150408, 4.3726578 50.8150743, 4.3726464 50.8151084, 4.3724608 50.8156239, 4.3724489 50.8156556)",,,,,,,,
3200,4731082,True,Avenue Louise - Louizalaan,secondary,30,14.575,"LINESTRING (4.372129 50.814966, 4.3721507 50.8149467, 4.3722088 50.8149091, 4.3722514 50.8148613)",1,,,,,,,
3201,119180317,True,,secondary,50,5.183,"LINESTRING (4.3726744 50.8148731, 4.372634 50.8149121)",2,roundabout,,,,,,
3202,13223740,True,Avenue Houba-de Strooper - Houba-de Strooperlaan,primary,50,128.052,"LINESTRING (4.3284255 50.896914, 4.3283129 50.8970067, 4.3280129 50.8972455, 4.3278519 50.8973737, 4.3273665 50.8977363, 4.3273253 50.8977626, 4.3272646 50.8978022)",,,,,,,,
3203,23598099,True,Avenue Houba-de Strooper - Houba-de Strooperlaan,primary,50,46.466,"LINESTRING (4.3282955 50.8968536, 4.3284117 50.8967767, 4.3285069 50.8967094, 4.3285446 50.8966827, 4.3285646 50.8966685, 4.3286103 50.8966499, 4.3286775 50.896628, 4.3288061 50.8966036)",,,,,,,,
3204,117841284,True,Avenue Houba-de Strooper - Houba-de Strooperlaan,primary_link,30,11.324,"LINESTRING (4.3282955 50.8968536, 4.3284004 50.8969024, 4.3284255 50.896914)",,,,,,,,
3205,23647079,False,,cycleway,,7.366,"LINESTRING (4.3502402 50.8340597, 4.3502622 50.8340385, 4.3502977 50.8340043)",,,,,,,,
3206,23647079,False,,cycleway,,75.98100000000001,"LINESTRING (4.3502402 50.8340597, 4.3509589 50.8343668, 4.3509793 50.8343824, 4.3509878 50.8343946, 4.3509918 50.8344066, 4.350992 50.8344183, 4.3509907 50.8344331, 4.3509844 50.8344959)",,,,,,,,
3207,68830079,True,,cycleway,,15.189,"LINESTRING (4.3502402 50.8340597, 4.3502058 50.8340459, 4.3500577 50.8339864)",,,,,,,,
3208,4690640,True,Boulevard de Waterloo - Waterloolaan,primary,50,12.171,"LINESTRING (4.3502977 50.8340043, 4.3502659 50.8339904, 4.3501552 50.833942)",,,,,,,,
3209,23647079,False,,cycleway,,33.914,"LINESTRING (4.3502977 50.8340043, 4.3503446 50.8339604, 4.3505681 50.8337516)",,,,,,,,
3210,23647079,False,,cycleway,,7.366,"LINESTRING (4.3502977 50.8340043, 4.3502622 50.8340385, 4.3502402 50.8340597)",,,,,,,,
3211,13429406,True,Rue du Commerce - Handelsstraat,residential,30,6.431,"LINESTRING (4.3701994 50.8453017, 4.3701683 50.8452473)",,,,,,,,
3212,893326003,True,,cycleway,30,99.979,"LINESTRING (4.3701994 50.8453017, 4.3700662 50.8453291, 4.3699098 50.8453619, 4.3697749 50.8454159, 4.3696297 50.8454641, 4.369283 50.8455415, 4.369055 50.8455902, 4.3689988 50.8456004, 4.3688769 50.8456259)",,,,,,,,
3213,14185025,False,Rue des Deux Églises - Tweekerkenstraat,residential,30,6.209,"LINESTRING (4.3719445 50.8449372, 4.3719162 50.8448843)",,,,,,,,
3214,14185025,False,Rue des Deux Églises - Tweekerkenstraat,residential,30,97.29899999999999,"LINESTRING (4.3719445 50.8449372, 4.3719555 50.8449578, 4.3719689 50.8449828, 4.3721188 50.8452626, 4.3723631 50.8456973, 4.3723971 50.8457642)",,,,,,,,
3215,448532965,True,,cycleway,50,45.90799999999999,"LINESTRING (4.3719445 50.8449372, 4.371816 50.8449638, 4.3713237 50.8450668)",,,,,,,,
3216,14185031,True,Rue de Spa - Spastraat,residential,30,5.884,"LINESTRING (4.3736612 50.8445775, 4.3736383 50.8445266)",,,,,,,,
3217,448532965,True,,cycleway,50,81.613,"LINESTRING (4.3736612 50.8445775, 4.3725917 50.8447994, 4.372557 50.8448068)",,,,,,,,
3218,23678070,False,,cycleway,30,53.89,"LINESTRING (4.3786238 50.8435522, 4.3791573 50.8434365, 4.3792994 50.8434219, 4.3793582 50.8434163)",,,,,,,,
3219,"[30324842, 507420343]",True,,cycleway,30,209.124,"LINESTRING (4.3786238 50.8435522, 4.3785296 50.8435654, 4.3785126 50.8435682, 4.3776141 50.8437602, 4.3773211 50.8438202, 4.3765205 50.8439837, 4.3757924 50.8441347)",,,,,,,yes,
3220,225814279,False,,cycleway,,7.669,"LINESTRING (4.3786238 50.8435522, 4.3786188 50.8435426, 4.3785896 50.8434867)",,,,,,,,
3221,510453080,True,Boulevard Charlemagne - Karel de Grotelaan,residential,30,12.495,"LINESTRING (4.3804859 50.8432348, 4.3803279 50.8431831)",,,,,,,,
3222,848385668,False,,cycleway,,3.696,"LINESTRING (4.3804859 50.8432348, 4.3804403 50.8432514)",,,,,,,,
3223,448532964,False,,cycleway,,9.883000000000001,"LINESTRING (4.3804859 50.8432348, 4.3805141 50.8432148, 4.3806009 50.8431856)",,,,,,,,
3224,22794988,False,Rue de la Loi - Wetstraat,residential,30,20.909,"LINESTRING (4.3803237 50.8430222, 4.3802111 50.8429315, 4.38014 50.8428742)",,,,,,,,
3225,"[23678115, 448532956, 654749205]",False,,cycleway,30,134.763,"LINESTRING (4.3803237 50.8430222, 4.380186 50.843079, 4.3801936 50.8431052, 4.3793511 50.8432707, 4.3792008 50.8433033, 4.3786162 50.8434212, 4.3785612 50.8434323)",,,,,,,,
