,osmid,lanes,highway,junction,oneway,length,geometry,ref,name,maxspeed,service,bridge,tunnel,access,width
0,4519539,2,primary,roundabout,True,11.371,"LINESTRING (4.4826983 50.4656535, 4.4826243 50.4656325, 4.4825623 50.4656007)",,,,,,,,
1,8425377,2,primary,,True,1652.877,"LINESTRING (4.4824811 50.4654319, 4.4822554 50.4653657, 4.4799395 50.4646865, 4.4782148 50.4641875, 4.4764596 50.4637034, 4.4752869 50.4633651, 4.4741922 50.4630492, 4.4719533 50.4623717, 4.4699254 50.4617811, 4.4678518 50.4611774, 4.4636968 50.4599696, 4.4612359 50.4592646)",N568,Rue des Fusillés,,,,,,
2,297313305,2,primary,roundabout,True,14.01,"LINESTRING (4.4824811 50.4654319, 4.4825101 50.4653759, 4.4825729 50.4653221)",,,,,,,,
3,297313319,2,primary,roundabout,True,11.799,"LINESTRING (4.4825729 50.4653221, 4.4826654 50.4652835, 4.482718 50.4652711)",,,,,,,,
4,1031967941,2,primary,roundabout,True,12.117,"LINESTRING (4.4830951 50.465464, 4.4830839 50.4655174, 4.4830493 50.4655679)",,,,,,,,
5,1031967941,2,primary,roundabout,True,10.619,"LINESTRING (4.4830493 50.4655679, 4.4829995 50.4656057, 4.4829427 50.4656344)",,,,,,,,
6,103310782,,residential,,False,9.628,"LINESTRING (4.440923 50.4352466, 4.4408805 50.4352339, 4.4408437 50.435223, 4.4407998 50.43521)",,Rue de la Marine (Nord) - Rue du Château d'Eau (Sud),50,,,,,
7,204395564,,tertiary,,True,91.554,"LINESTRING (4.440923 50.4352466, 4.4410098 50.435281, 4.4415557 50.4355628, 4.4418134 50.4357103, 4.4419406 50.4357495)",,Rue Remoncheval (Nord) - Rue Paul Pastur (Sud),50,,,,,
8,975061055,,primary,,True,163.182,"LINESTRING (4.440923 50.4352466, 4.4408313 50.4353289, 4.4407531 50.4354415, 4.4403581 50.4357747, 4.4400215 50.436084, 4.439889 50.4362092, 4.4398189 50.4363454, 4.4397496 50.4364943)",N5,Chaussée de Bruxelles,50,,,,,
9,975054648,,primary,,True,39.246,"LINESTRING (4.4405131 50.4236019, 4.4405292 50.4239547)",N5,Chaussée de Bruxelles,,,,,,
10,185094563,,service,,False,78.27900000000001,"LINESTRING (4.4405131 50.4236019, 4.4405453 50.4236015, 4.4407341 50.4236591, 4.4413385 50.4237583, 4.4412385 50.4238968)",,,,parking_aisle,,,,
11,"[22717969, 57899209, 57899207]",2,primary,,True,962.7649999999998,"LINESTRING (4.447664 50.4553121, 4.4471112 50.4551548, 4.4459877 50.4548398, 4.4444159 50.454383, 4.4439279 50.4542292, 4.443619 50.4541187, 4.4433149 50.4539891, 4.4428384 50.4537539, 4.4424858 50.4535438, 4.4418521 50.4531311, 4.441256 50.4527682, 4.4409177 50.4525607, 4.4402359 50.4521195, 4.4398843 50.4518976, 4.43975 50.451832, 4.4396158 50.4517789, 4.4394603 50.4517391, 4.439307 50.4517207, 4.4391295 50.4517263, 4.4389487 50.4517656, 4.4388025 50.4518183, 4.4386598 50.4518995, 4.4385132 50.4520233, 4.4381404 50.4524378, 4.4379893 50.4525681, 4.4377955 50.4527014, 4.4376234 50.4527918, 4.4374247 50.4528812, 4.437172 50.4529645, 4.4370005 50.453006, 4.4368352 50.4530367)",N568,Rue des Fusillés,70,,yes,,,
12,23135622,,unclassified,,False,522.225,"LINESTRING (4.447664 50.4553121, 4.4475886 50.455423, 4.4483541 50.4556282, 4.448479 50.4556776, 4.4493238 50.4559243, 4.4501677 50.4561688, 4.4531443 50.4570301, 4.453505 50.4571257, 4.4537892 50.457236, 4.4538865 50.4572696, 4.4539866 50.457272, 4.4540145 50.4572607, 4.4541121 50.4572213)",,,,,,,,
13,823823027,,primary,roundabout,True,15.214,"LINESTRING (4.438396 50.41641, 4.4384524 50.4164059, 4.4385087 50.4164109, 4.4385557 50.4164228, 4.4385975 50.4164409)",,Chaussée de Bruxelles,,,,,,
14,"[180769621, 823823029]",,primary,,False,314.742,"LINESTRING (4.438396 50.41641, 4.4379105 50.4153091, 4.4378788 50.4152371, 4.4378389 50.4151433, 4.4378166 50.4150918, 4.4372056 50.413683)",N5,Chaussée de Bruxelles,50,,,,,
15,63657759,,tertiary,,False,104.356,"LINESTRING (4.425778 50.4003102, 4.4259903 50.4002641, 4.4267444 50.4001309, 4.427193 50.4000516)",,Rue Jules Bordet,50,,,,,
16,264951447,,residential,,False,127.92,"LINESTRING (4.425778 50.4003102, 4.4256597 50.4003642, 4.4243111 50.4009804)",,Rue Chapelle Beaussart,50,,,,,
17,"[845207366, 952082095]","['3', '2']",primary,,False,135.157,"LINESTRING (4.425778 50.4003102, 4.4258661 50.4003596, 4.4259531 50.4004075, 4.4263095 50.4006037, 4.4265036 50.4007105, 4.4272206 50.4011051)",N53,Avenue Paul Pastur,50,,,,,
18,"[952082096, 952082097]","['3', '4']",primary,,False,94.48400000000001,"LINESTRING (4.425778 50.4003102, 4.4256832 50.4002577, 4.4252982 50.4000398, 4.4252357 50.4000044, 4.4247804 50.3997466)",N53,Avenue Paul Pastur,50,,,,,
19,70601610,,unclassified,,False,333.5959999999999,"LINESTRING (4.4288859 50.402013, 4.428738 50.4020645, 4.427375 50.4023327, 4.4270275 50.4024342, 4.4267649 50.4025844, 4.4254922 50.4038237, 4.4254463 50.4038069)",,Avenue Emile Rousseaux,50,,,,,
20,845207366,2,primary,,False,98.095,"LINESTRING (4.4288859 50.402013, 4.4286039 50.4018666, 4.4282379 50.4016651, 4.4280921 50.4015848, 4.4278317 50.4014415)",N53,Avenue Paul Pastur,50,,,,,
21,845207366,2,primary,,False,43.859,"LINESTRING (4.4288859 50.402013, 4.4290499 50.4020977, 4.4293666 50.4022614)",N53,Avenue Paul Pastur,50,,,,,
22,975061055,,primary,,True,123.061,"LINESTRING (4.4397496 50.4364943, 4.4396366 50.436737, 4.4393149 50.4375134, 4.4392986 50.4375629)",N5,Chaussée de Bruxelles,50,,,,,
23,31870158,,trunk_link,,True,113.168,"LINESTRING (4.4859423 50.42201, 4.4853568 50.4220274, 4.4845945 50.4220707, 4.4843486 50.4220734)",,,50,,,,,
24,613705277,2,trunk,,True,958.4280000000001,"LINESTRING (4.4859423 50.42201, 4.4852685 50.4219813, 4.4834423 50.4219832, 4.4829528 50.4219578, 4.4825408 50.4219142, 4.4821646 50.4218505, 4.4818058 50.42178, 4.4813559 50.4216504, 4.480951 50.4215056, 4.4806021 50.4213422, 4.4800971 50.4211087, 4.4795966 50.420914, 4.4789661 50.420725, 4.4784306 50.4206052, 4.477885 50.4205036, 4.477367 50.4204337, 4.4768071 50.4203757, 4.476511 50.4203536, 4.4759059 50.4203322, 4.4753292 50.4203422, 4.4746167 50.4203864, 4.4738776 50.4204829, 4.4730406 50.4206359)",N90,Route de la Basse Sambre,70,,,,,
25,62087814,,trunk_link,,True,244.137,"LINESTRING (4.4654192 50.4207391, 4.4651755 50.420759, 4.4644584 50.4207374, 4.4639362 50.4206593, 4.4635028 50.4205552, 4.4629194 50.4203826, 4.4621687 50.4201431)",,,50,,,,,
26,613705277,2,trunk,,True,473.899,"LINESTRING (4.4654192 50.4207391, 4.4642923 50.4206318, 4.463729 50.4205283, 4.4629682 50.4203215, 4.4625804 50.4201981, 4.462328 50.4200923, 4.4619631 50.419899, 4.4615812 50.4196403, 4.4611316 50.4192506, 4.4607038 50.4188637, 4.4601484 50.4184398)",N90,Route de la Basse Sambre,70,,,,,
27,333324603,,trunk,,True,37.621,"LINESTRING (4.4977769 50.4212202, 4.4978203 50.4211883, 4.4978741 50.4211637, 4.4979354 50.4211477, 4.4980009 50.4211413, 4.4980669 50.4211448, 4.4981301 50.4211581, 4.4981867 50.4211805, 4.4982335 50.4212107)",,,50,,,,,
28,333324603,,trunk,,True,25.736,"LINESTRING (4.4982335 50.4212107, 4.4982707 50.4212511, 4.4982902 50.4212963, 4.4982908 50.4213432, 4.4982724 50.4213885, 4.4982388 50.421427)",,,50,,,,,
29,"[20854627, 980141639]",2,trunk,,True,159.998,"LINESTRING (4.4977745 50.4214197, 4.4976875 50.4213906, 4.4975864 50.4213763, 4.4957521 50.4213819, 4.4956259 50.4213932, 4.4955399 50.4214186)",N90,Route de la Basse Sambre,50,,yes,,,
30,333324603,,trunk,,True,23.462,"LINESTRING (4.4977745 50.4214197, 4.4977449 50.421382, 4.49773 50.4213408, 4.4977305 50.4212986, 4.4977464 50.4212577, 4.4977769 50.4212202)",,,50,,,,,
31,20802364,2,trunk,roundabout,True,52.661,"LINESTRING (4.4955399 50.4214186, 4.4955033 50.4214574, 4.4954554 50.4214908, 4.4953979 50.4215174, 4.4953333 50.4215361, 4.4952641 50.4215463, 4.4951671 50.4215456, 4.4950739 50.4215282, 4.4949917 50.4214954, 4.4949266 50.4214495)",,,,,,,,
32,67588327,,tertiary_link,,True,47.989,"LINESTRING (4.4354534 50.3961759, 4.4361 50.3963038)",,,50,,,,,
33,52887330,2,secondary_link,,True,84.219,"LINESTRING (4.4341024 50.4076286, 4.4340815 50.4070971, 4.4340512 50.4068722)",,,50,,yes,,,
34,22392356,2,secondary,,True,10.046,"LINESTRING (4.4340577 50.4063458, 4.4340088 50.406261)",N579a,,50,,yes,,,
35,"[845535171, 256618150]",1,tertiary_link,,True,45.30800000000001,"LINESTRING (4.4340577 50.4063458, 4.4340838 50.4062692, 4.4340825 50.406233, 4.4340752 50.4060251, 4.4340748 50.4060145, 4.434075 50.4060002, 4.4340841 50.405985, 4.4341126 50.4059452)",N579a,,50,,yes,,,
36,22717969,2,primary,,True,496.46,"LINESTRING (4.4540675 50.457131, 4.4538937 50.4570854, 4.4537246 50.457041, 4.4533404 50.4569449, 4.4525471 50.4567264, 4.4510129 50.4562878, 4.447664 50.4553121)",N568,Rue des Fusillés,70,,,,,
37,297313318,2,primary,roundabout,True,14.837,"LINESTRING (4.4540675 50.457131, 4.4540764 50.4570869, 4.4541039 50.457046, 4.4541478 50.4570114)",,,,,,,,
38,297313304,2,primary,roundabout,True,7.781000000000001,"LINESTRING (4.4541478 50.4570114, 4.4541917 50.4569904, 4.4542417 50.4569758)",,,,,,,,
39,22717970,2,primary,,True,504.816,"LINESTRING (4.4545759 50.4571412, 4.4547381 50.4572509, 4.4547583 50.4572646, 4.4553636 50.4574625, 4.4577195 50.458135, 4.4610029 50.4590788)",N568,Rue des Fusillés,70,,,,,
40,297313315,2,primary,roundabout,True,17.22,"LINESTRING (4.4545759 50.4571412, 4.4545573 50.4571914, 4.4545148 50.4572354, 4.4544527 50.4572686)",,,,,,,,
41,297313331,2,primary,roundabout,True,18.538,"LINESTRING (4.4544527 50.4572686, 4.4543712 50.4572886, 4.454284 50.4572898, 4.4542012 50.4572722)",,,,,,,,
42,297313323,2,primary,roundabout,True,27.39,"LINESTRING (4.4542417 50.4569758, 4.454318 50.4569675, 4.4543946 50.4569743, 4.4544646 50.4569953, 4.4545213 50.4570288, 4.4545597 50.4570716)",,,,,,,,
43,1019104609,,unclassified,,True,24.577,"LINESTRING (4.4542417 50.4569758, 4.4543302 50.4568504, 4.454384 50.4567742)",,,,,,,,
44,98274688,2,primary,roundabout,True,7.879,"LINESTRING (4.4545597 50.4570716, 4.4545704 50.4570942, 4.4545758 50.4571176, 4.4545759 50.4571412)",,,,,,,,
45,23135579,,service,,True,54.695,"LINESTRING (4.4542012 50.4572722, 4.4541342 50.4573741, 4.4539567 50.4576438, 4.4539518 50.4576901, 4.453978 50.4577293)",,,,,,,,
46,297313331,2,primary,roundabout,True,8.547,"LINESTRING (4.4542012 50.4572722, 4.4541674 50.4572583, 4.4541374 50.4572412, 4.4541121 50.4572213)",,,,,,,,
47,23135622,,unclassified,,False,522.225,"LINESTRING (4.4541121 50.4572213, 4.4540145 50.4572607, 4.4539866 50.457272, 4.4538865 50.4572696, 4.4537892 50.457236, 4.453505 50.4571257, 4.4531443 50.4570301, 4.4501677 50.4561688, 4.4493238 50.4559243, 4.448479 50.4556776, 4.4483541 50.4556282, 4.4475886 50.455423, 4.447664 50.4553121)",,,,,,,,
48,297313331,2,primary,roundabout,True,10.641,"LINESTRING (4.4541121 50.4572213, 4.4540792 50.4571782, 4.4540675 50.457131)",,,,,,,,
49,98278126,,secondary,,True,40.166,"LINESTRING (4.4828421 50.4660025, 4.4827788 50.4658656, 4.4827407 50.4657406, 4.4826983 50.4656535)",,Rue d'Heppignies,,,,,,
50,355244770,,secondary,,False,70.50999999999999,"LINESTRING (4.4828421 50.4660025, 4.482886 50.4660847, 4.4829666 50.4661726, 4.4831305 50.4662818, 4.4833014 50.4663908, 4.4833907 50.466461, 4.4834252 50.4665061)",N568a,Rue d'Heppignies,90,,,,,
51,355244770,,secondary,,False,70.50999999999999,"LINESTRING (4.4834252 50.4665061, 4.4833907 50.466461, 4.4833014 50.4663908, 4.4831305 50.4662818, 4.4829666 50.4661726, 4.482886 50.4660847, 4.4828421 50.4660025)",N568a,Rue d'Heppignies,90,,,,,
52,395529966,,secondary,,False,48.307,"LINESTRING (4.4834252 50.4665061, 4.4835408 50.4667971, 4.4835778 50.4669293)",N568a,Rue d'Heppignies,90,,,,,
53,208922155,4,primary,,False,139.496,"LINESTRING (4.3934029 50.4106705, 4.3915729 50.4102082)",N90,Rue de Mons,50,,,,,
54,208922155,4,primary,,False,39.299,"LINESTRING (4.3934029 50.4106705, 4.3939211 50.4107964)",N90,Rue de Mons,50,,,,,
55,292544431,,primary,roundabout,True,12.066,"LINESTRING (4.4363224 50.4121034, 4.4363476 50.4120553, 4.4364104 50.4120136)",,,,,,,,
56,180769621,,primary,,False,43.63,"LINESTRING (4.4367026 50.4125196, 4.4368554 50.4128997)",N5,Chaussée de Bruxelles,50,,,,,
57,32426077,,primary,,True,33.402,"LINESTRING (4.4367026 50.4125196, 4.4365225 50.4123317, 4.4365026 50.4122525)",N5,Chaussée de Bruxelles,,,,,,
58,115672125,,path,,False,18.065,"LINESTRING (4.4221021 50.3784603, 4.4218474 50.3784567)",,,,,,,,
59,136727304,,secondary,,False,8.079,"LINESTRING (4.4221021 50.3784603, 4.4221855 50.3785098)",,Chaussée de Thuin,,,,,,
60,136727304,,secondary,,False,27.031,"LINESTRING (4.4221021 50.3784603, 4.4220159 50.3784185, 4.4217985 50.3783133)",,Chaussée de Thuin,,,,,,
61,115672122,,path,,False,21.459,"LINESTRING (4.4221855 50.3785098, 4.4222419 50.3786994)",,,,,,,,
62,136727304,,secondary,,False,8.079,"LINESTRING (4.4221855 50.3785098, 4.4221021 50.3784603)",,Chaussée de Thuin,,,,,,
63,297287019,,secondary,,False,65.607,"LINESTRING (4.4221855 50.3785098, 4.4228955 50.3788881)",N577,Avenue Eugène Mascaux,,,,,,
64,734540219,2,secondary_link,,True,35.977,"LINESTRING (4.4221855 50.3785098, 4.4219038 50.3787789)",A503,,50,,,,,
65,23078219,,residential,,False,172.087,"LINESTRING (4.4197344 50.3806257, 4.4179312 50.3795899)",,Rue Séraphin Anthoine,,,,,,
66,115672125,,path,,False,286.509,"LINESTRING (4.4197344 50.3806257, 4.4213961 50.3788367, 4.421769 50.3784578, 4.4218474 50.3784567)",,,,,,,,
67,115672125,,path,,False,666.035,"LINESTRING (4.4197344 50.3806257, 4.4188748 50.3817068, 4.4175551 50.3821138, 4.4165681 50.3822199, 4.4160224 50.3821633, 4.4143098 50.3816348, 4.4133254 50.3813329, 4.4132986 50.3812448, 4.4137868 50.3805667, 4.4138015 50.3804607)",,,,,,,,
68,23078219,,residential,,False,4.889,"LINESTRING (4.4179312 50.3795899, 4.4178831 50.3795584)",,Rue Séraphin Anthoine,,,,,,
69,23078219,,residential,,False,172.087,"LINESTRING (4.4179312 50.3795899, 4.4197344 50.3806257)",,Rue Séraphin Anthoine,,,,,,
70,88222557,,residential,,False,299.453,"LINESTRING (4.4179312 50.3795899, 4.418833 50.3789598, 4.4200161 50.3785895, 4.4201852 50.3784205, 4.4206617 50.3776815)",,Rue du Cerisier,,,,,,
71,953383524,,secondary,,False,106.929,"LINESTRING (4.4206617 50.3776815, 4.4217985 50.3783133)",,Chaussée de Thuin,,,,,,
72,88222557,,residential,,False,299.453,"LINESTRING (4.4206617 50.3776815, 4.4201852 50.3784205, 4.4200161 50.3785895, 4.418833 50.3789598, 4.4179312 50.3795899)",,Rue du Cerisier,,,,,,
73,"[848557156, 953383524]",,secondary,,False,179.921,"LINESTRING (4.4206617 50.3776815, 4.419053 50.3768508, 4.4187835 50.3767116, 4.4186927 50.3766611)",,Chaussée de Thuin,,,,,,
74,88222542,,residential,,False,73.882,"LINESTRING (4.426577 50.3810012, 4.4274457 50.3806343)",,Avenue des Oiseaux,,,,,,
75,"[952781925, 848557158]",,secondary,,False,28.315,"LINESTRING (4.426577 50.3810012, 4.4264547 50.3808949, 4.4263275 50.3808027)",N577,Avenue Eugène Mascaux,,,,,,
76,"[848995725, 848557158]",,secondary,,False,79.793,"LINESTRING (4.426577 50.3810012, 4.4269683 50.3813638, 4.4272139 50.3815928)",N577,Avenue Eugène Mascaux,,,,,,
77,88434268,,residential,,True,204.432,"LINESTRING (4.443691 50.3963564, 4.4460443 50.3952936)",,Rue Bultot,,,,,,
78,88434232,,secondary,,False,110.809,"LINESTRING (4.443691 50.3963564, 4.4429022 50.3956377, 4.4427948 50.3955399)",N577,Avenue Eugène Mascaux,50,,,,,
79,88434232,,secondary,,False,92.634,"LINESTRING (4.443691 50.3963564, 4.4443739 50.3969814, 4.4444379 50.39704)",N577,Avenue Eugène Mascaux,50,,,,,
80,88434232,,secondary,,False,2.058,"LINESTRING (4.4449506 50.3974886, 4.4449336 50.3974736)",N577,Avenue Eugène Mascaux,50,,,,,
81,88434232,,secondary,,False,86.693,"LINESTRING (4.4449506 50.3974886, 4.4455989 50.3980703, 4.4456589 50.3981242)",N577,Avenue Eugène Mascaux,50,,,,,
82,88434232,,secondary,,False,87.202,"LINESTRING (4.4478621 50.4001116, 4.4474928 50.3997886, 4.4471664 50.3994652)",N577,Avenue Eugène Mascaux,50,,,,,
83,136629819,,secondary,,False,46.604,"LINESTRING (4.4478621 50.4001116, 4.4479986 50.4000634, 4.4481676 50.399976, 4.4484157 50.3998881)",N565,Rue de l'Ange,50,,,,,
84,849031430,,secondary,,False,9.455,"LINESTRING (4.4478621 50.4001116, 4.4478456 50.4001373, 4.4478116 50.4001903)",N577,Avenue Marius Meurée,50,,,,,
85,225497091,2,primary,roundabout,True,8.364999999999998,"LINESTRING (4.4425153 50.4752906, 4.4424597 50.4752779, 4.4424101 50.4752574)",,,,,,,,
86,225497104,2,primary,roundabout,True,23.672,"LINESTRING (4.4423175 50.4751266, 4.4423254 50.4750915, 4.4423451 50.4750583, 4.4423755 50.4750286, 4.4424154 50.4750038, 4.4424628 50.474985, 4.4425154 50.4749733)",,,,,,,,
87,23079126,2,primary,roundabout,True,14.27,"LINESTRING (4.4425154 50.4749733, 4.4425654 50.4749692, 4.4426157 50.4749713, 4.4426643 50.4749797, 4.4427094 50.4749941)",,,,,,,,
88,28538310,2,primary,,True,51.672,"LINESTRING (4.4425154 50.4749733, 4.4425572 50.4748953, 4.4425568 50.4746888, 4.44263 50.4745193)",N5,,,,,,,
89,20802357,1,secondary_link,,True,79.152,"LINESTRING (4.4561832 50.4155509, 4.4561075 50.4156958, 4.4559144 50.4158804, 4.4557785 50.4159617, 4.4556353 50.4160287, 4.4555492 50.416063, 4.4555103 50.4160951)",,,70,,,,,
90,"[23079897, 59858987]",2,secondary_link,,True,330.062,"LINESTRING (4.4555103 50.4160951, 4.455111 50.4161929, 4.4524854 50.4168531, 4.4522036 50.4169323, 4.4519455 50.417026, 4.4517232 50.417107, 4.4516807 50.4171279, 4.4515743 50.4171803, 4.4514938 50.4172525, 4.451429 50.417345, 4.4514042 50.4173803)",,,50,,,yes,,
91,297298617,,secondary,roundabout,True,11.727,"LINESTRING (4.4514042 50.4173803, 4.4514441 50.4174288, 4.4514683 50.4174771)",,Square Jules Hiernaux,30,,,,,
92,23133865,,secondary,,True,48.73999999999999,"LINESTRING (4.4514683 50.4174771, 4.4516187 50.4176008, 4.4517046 50.4176374, 4.4518006 50.4176646, 4.4519085 50.417683, 4.4520258 50.4177049)",N29,,,,,,,
93,297298618,,secondary,roundabout,True,32.047,"LINESTRING (4.4514683 50.4174771, 4.4514804 50.4175452, 4.451471 50.417605, 4.4514531 50.4176463, 4.4514224 50.4176902, 4.4513605 50.4177464)",,Square Jules Hiernaux,30,,,,,
94,23079899,,secondary,,True,98.773,"LINESTRING (4.4511942 50.4178234, 4.4510271 50.4179489, 4.4509111 50.4180886, 4.450748 50.4182849, 4.450558 50.4186064)",,,,,,,,
95,297298614,,secondary,roundabout,True,24.001,"LINESTRING (4.4511942 50.4178234, 4.4510841 50.4178444, 4.4509445 50.4178464, 4.4508622 50.4178351)",,Square Jules Hiernaux,30,,,,,
96,297298614,,secondary,roundabout,True,29.132,"LINESTRING (4.4508622 50.4178351, 4.4507964 50.4178185, 4.4507308 50.4177941, 4.4506481 50.4177473, 4.4505931 50.4176993, 4.4505657 50.4176649)",,Square Jules Hiernaux,30,,,,,
97,734560574,1,secondary_link,,True,32.684,"LINESTRING (4.4508622 50.4178351, 4.4506736 50.4179061, 4.4505644 50.4179799, 4.4505577 50.4179912, 4.450535 50.4180294)",,,30,,,,,
98,297298614,,secondary,roundabout,True,7.9,"LINESTRING (4.4505657 50.4176649, 4.4505478 50.4176336, 4.450534 50.4175969)",,Square Jules Hiernaux,30,,,,,
99,297298614,,secondary,roundabout,True,23.482,"LINESTRING (4.450534 50.4175969, 4.4505271 50.4175401, 4.4505355 50.4174882, 4.4505542 50.417444, 4.4505911 50.4173929)",,Square Jules Hiernaux,30,,,,,
100,"[904308304, 60110837]",,"['residential', 'unclassified']",,True,98.917,"LINESTRING (4.450534 50.4175969, 4.4503608 50.4175168, 4.4501937 50.4174798, 4.4500111 50.4175062, 4.449951 50.4174985, 4.4492093 50.4174031)",R51,Boulevard Gustave Roullier,30,,,,,
101,297298614,,secondary,roundabout,True,1.616,"LINESTRING (4.4505911 50.4173929, 4.450603 50.4173805)",,Square Jules Hiernaux,30,,,,,
102,52887347,,secondary,,True,37.762,"LINESTRING (4.4508977 50.4172489, 4.4510055 50.4171515, 4.4510489 50.4170927, 4.4510517 50.4170158, 4.4510301 50.4169385)",R51,Boulevard Frans Dewandre,30,,,,,
103,297298616,,secondary,roundabout,True,30.133,"LINESTRING (4.4508977 50.4172489, 4.450995 50.4172413, 4.4511003 50.4172476, 4.4512065 50.4172701, 4.4512996 50.4173069)",,Square Jules Hiernaux,30,,,,,
104,"[60176769, 23079899]",,"['tertiary', 'secondary']",,True,280.133,"LINESTRING (4.450558 50.4186064, 4.4505046 50.4187218, 4.4504884 50.4188179, 4.4504283 50.419001, 4.4503894 50.4191178, 4.4503759 50.4192543, 4.4503721 50.4193877, 4.4504023 50.4195329, 4.4505265 50.4200072, 4.4506155 50.4203452, 4.4506818 50.4205759, 4.4507528 50.4208537, 4.4508256 50.4210888)",,Rue de Lodelinsart,50,,,,,
105,65818046,,residential,,True,34.199,"LINESTRING (4.450558 50.4186064, 4.4506773 50.4187215, 4.4507338 50.4187589, 4.450797 50.4187834, 4.4509025 50.4188049)",,,,,,,,
106,58069364,,secondary,,True,15.952,"LINESTRING (4.4377089 50.4119057, 4.4376146 50.4119076, 4.4375404 50.4119176, 4.4374889 50.4119298)",R51,Viaduc,30,,,,,
107,292544420,,secondary,roundabout,True,24.04,"LINESTRING (4.4377089 50.4119057, 4.4376434 50.4118641, 4.4376155 50.4118318, 4.4375991 50.4117987, 4.4375975 50.4117633, 4.4376093 50.4117136)",,,30,,,,,
108,23079906,,secondary,roundabout,True,18.981,"LINESTRING (4.4378641 50.4115831, 4.4379637 50.4115969, 4.4380214 50.4116116, 4.4380982 50.4116561)",,,30,,,,,
109,30688857,,tertiary,,True,25.464,"LINESTRING (4.4378641 50.4115831, 4.4379892 50.4115324, 4.4380556 50.4114895, 4.4381496 50.4114456)",R51,Avenue des Alliés,30,,,,,
110,23079906,,secondary,roundabout,True,6.823,"LINESTRING (4.4380982 50.4116561, 4.4381372 50.4117122)",,,30,,,,,
111,845477775,,secondary,roundabout,True,4.018,"LINESTRING (4.4377591 50.4119225, 4.4377089 50.4119057)",,,30,,,,,
112,297313284,1,tertiary,,True,87.622,"LINESTRING (4.4367521 50.4087323, 4.4367417 50.408701, 4.4367223 50.4086416, 4.4366239 50.408404, 4.4365371 50.4081944, 4.4365198 50.4081347, 4.436497 50.4080471, 4.436458 50.4079676)",R51,Rue du Grand Central,30,,,,,
113,848233319,,secondary,,False,69.693,"LINESTRING (4.4367521 50.4087323, 4.4366867 50.4087399, 4.4366606 50.4087436, 4.4360494 50.4088302, 4.4357853 50.408832)",R51e,Rue des Rivages,30,,,,,
114,428244253,,tertiary,roundabout,True,19.252,"LINESTRING (4.4365477 50.4077436, 4.4365998 50.4077339, 4.4366541 50.4077324, 4.4367074 50.407739, 4.4367567 50.4077535, 4.4367993 50.4077751)",,Place des Tramways,30,,,,,
115,953106800,,cycleway,,False,26.683,"LINESTRING (4.4365477 50.4077436, 4.4364539 50.407703, 4.4364113 50.4076933, 4.4363581 50.4076763, 4.4362893 50.40767, 4.4362005 50.4076676)",,Rue Olof Palme,,,,,,
116,297298607,,tertiary,roundabout,True,20.257,"LINESTRING (4.4367166 50.4080137, 4.4366465 50.4080227, 4.4365755 50.4080174, 4.4365106 50.4079984, 4.436458 50.4079676)",,Place des Tramways,30,,,,,
117,"[952126945, 952126941]","['3', '2']",tertiary,,True,82.321,"LINESTRING (4.4367166 50.4080137, 4.4366372 50.4080862, 4.436622 50.4081269, 4.4366363 50.4081798, 4.4366597 50.4082318, 4.4367289 50.4083851, 4.4367924 50.408609, 4.4368002 50.4086297, 4.4368489 50.4087184)",R51,Rue du Grand Central,30,,,,,
118,117202739,,residential,,True,14.713,"LINESTRING (4.438973 50.4086226, 4.4390318 50.4084957)",,Boulevard Joseph Tirou,30,,,,,
119,435839917,,residential,,False,11.646,"LINESTRING (4.438973 50.4086226, 4.4388123 50.4086007)",R51,Boulevard Joseph Tirou,30,,,,,
120,297287067,,primary,roundabout,True,5.017,"LINESTRING (4.4460917 50.4065706, 4.4460783 50.4065263)",,,30,,,,,
121,"[297287075, 23079910]",,primary,roundabout,True,14.302,"LINESTRING (4.4463931 50.4066539, 4.4463127 50.4066655, 4.4462389 50.4066594, 4.4461972 50.4066487)",,,30,,,,,
122,"[952126938, 49388482]","['3', '2']",secondary,,False,100.972,"LINESTRING (4.4463931 50.4066539, 4.4464082 50.4067112, 4.4464043 50.4067892, 4.4464258 50.4068563, 4.4464509 50.4069044, 4.4465107 50.4069704, 4.4470254 50.4074445)",R51,Rue du Pont-Neuf,30,,,,,
123,107324880,,residential,,True,28.137,"LINESTRING (4.4461972 50.4066487, 4.4461052 50.4066623, 4.4460048 50.4067044, 4.4459679 50.4067277, 4.4458835 50.4067625, 4.4458584 50.4067729)",R51,Boulevard Joseph Tirou,30,,,,,
124,297287077,,primary,roundabout,True,11.679,"LINESTRING (4.4461972 50.4066487, 4.446141 50.4066212, 4.4461071 50.4065921, 4.4460917 50.4065706)",,,30,,,,,
125,204395571,,tertiary,,False,108.525,"LINESTRING (4.446318 50.4358238, 4.4447861 50.4358015)",,Rue du Cerisier (Nord) - Rue Jean Lipsin (Sud),50,,,,,
126,87315984,,tertiary,,True,58.495,"LINESTRING (4.446318 50.4358238, 4.4465714 50.4358275, 4.4467511 50.435848, 4.4469335 50.435889, 4.4470945 50.4359607)",,Rue du Cerisier,,,,,,
127,31992118,,tertiary,,True,21.622,"LINESTRING (4.5020751 50.4280627, 4.5023435 50.4281553)",,Rue du Wainage,,,,,,
