,osmid,lanes,highway,junction,oneway,length,geometry,ref,name,maxspeed,service,bridge,tunnel,access,width
1974,60138284,,pedestrian,,False,3.497,"LINESTRING (4.4485797 50.4171782, 4.4485945 50.4171482)",,,,,,,,
1975,60138284,,pedestrian,,False,3.497,"LINESTRING (4.4485945 50.4171482, 4.4485797 50.4171782)",,,,,,,,
1976,575737476,,pedestrian,,False,110.417,"LINESTRING (4.4485945 50.4171482, 4.4470753 50.4169269)",,Boulevard Solvay,,,,,,
1977,575737476,,pedestrian,,False,27.71,"LINESTRING (4.4485945 50.4171482, 4.448896 50.4171907, 4.4488928 50.4171383)",,Boulevard Solvay,,,,,,
1978,"[60138297, 49384602]",,pedestrian,,False,151.533,"LINESTRING (4.4473371 50.41706, 4.4470436 50.4170241, 4.4469466 50.4169855, 4.4468629 50.4169432, 4.4460156 50.4160644)",,Boulevard Solvay,,,,,,
1979,60142424,,residential,,False,15.98,"LINESTRING (4.4426295 50.4127913, 4.4428261 50.4127209)",,Place du Manège,30,,,,,
1980,297688738,1,tertiary,,True,131.566,"LINESTRING (4.4426295 50.4127913, 4.4424536 50.4126198, 4.4418178 50.4119961, 4.4416197 50.4117984)",R51,Boulevard Jacques Bertrand,30,,,,,
1981,60170814,,residential,,True,98.199,"LINESTRING (4.4535615 50.4099739, 4.4544258 50.4106642)",,Rue de la Paix,50,,,,,
1982,734540230,1,unclassified,,True,98.917,"LINESTRING (4.4535615 50.4099739, 4.4539827 50.4104072, 4.4542982 50.4107295)",,,70,,,,,
1983,201493629,,residential,,False,123.786,"LINESTRING (4.4544258 50.4106642, 4.4551362 50.411188, 4.4553711 50.4113103, 4.4556854 50.4114184)",,Rue de la Paix,50,,,,,
1984,60183984,,residential,,False,24.503,"LINESTRING (4.4497216 50.4062807, 4.4495045 50.4061092)",,Avenue Gillieaux,30,,,,,
1985,72510052,,residential,,False,53.302,"LINESTRING (4.4497216 50.4062807, 4.4499324 50.4063865, 4.4503739 50.4065126)",,Avenue Gillieaux,,,,,destination,
1986,60183984,,residential,,False,24.503,"LINESTRING (4.4495045 50.4061092, 4.4497216 50.4062807)",,Avenue Gillieaux,30,,,,,
1987,503335589,,residential,,False,16.759,"LINESTRING (4.4495045 50.4061092, 4.4496726 50.4060032)",,Rue de Montigny,30,,,,,
1988,"[474351354, 503335589]",,residential,,False,136.209,"LINESTRING (4.4495045 50.4061092, 4.4488864 50.4064812, 4.4482208 50.4068909, 4.4481118 50.4069533)",,Rue de Montigny,30,,,,,
1989,60183985,,residential,,True,61.416,"LINESTRING (4.451088 50.4095358, 4.4510011 50.409467, 4.4506397 50.4091458, 4.4505815 50.4090879)",,Rue de l'Athénée,30,,,,,
1990,86413540,,residential,,False,115.943,"LINESTRING (4.451088 50.4095358, 4.4498233 50.4100518, 4.4497334 50.4100867, 4.4497091 50.410097)",,Rue Émile Tumelaire,30,,,,,
1991,86413540,,residential,,False,97.84200000000001,"LINESTRING (4.451088 50.4095358, 4.4511879 50.4094952, 4.4521753 50.4090973, 4.4522558 50.4090664)",,Rue Émile Tumelaire,30,,,,,
1992,60183987,,service,,False,53.621,"LINESTRING (4.4453947 50.4072718, 4.44604 50.40702)",,,,parking_aisle,,,,
1993,60183988,,residential,,False,18.034,"LINESTRING (4.4453947 50.4072718, 4.4452987 50.4071216)",,Rue Prunieau,30,,,,,
1994,60183987,,service,,False,53.621,"LINESTRING (4.44604 50.40702, 4.4453947 50.4072718)",,,,parking_aisle,,,,
1995,60183990,,residential,,True,195.24,"LINESTRING (4.450841 50.4076752, 4.4494568 50.4064062, 4.4497216 50.4062807)",,Rue d'Assaut,30,,,,,
1996,542234323,,tertiary,,True,21.576,"LINESTRING (4.450841 50.4076752, 4.4510591 50.4076508, 4.4511417 50.4076562)",,Boulevard Émile Devreux,30,,,,,
1997,297287058,,residential,,False,9.251,"LINESTRING (4.4522558 50.4090664, 4.4523663 50.4090221)",,Rue Émile Tumelaire,30,,,,,
1998,60183989,,service,,True,63.398,"LINESTRING (4.4522558 50.4090664, 4.4521649 50.4089957, 4.4521439 50.4089853, 4.4517657 50.4085914)",,Boulevard Pierre Mayence,30,,,,,
1999,86413540,,residential,,False,97.84200000000001,"LINESTRING (4.4522558 50.4090664, 4.4521753 50.4090973, 4.4511879 50.4094952, 4.451088 50.4095358)",,Rue Émile Tumelaire,30,,,,,
2000,206656090,,tertiary,,True,115.836,"LINESTRING (4.4509904 50.4078039, 4.4506749 50.4078735, 4.44943 50.4081137)",,Boulevard Émile Devreux,30,,,,,
2001,52474969,,residential,,True,83.179,"LINESTRING (4.4447812 50.4063161, 4.4452258 50.4070084)",,Rue Ferrer,30,,,,,
2002,52474998,,residential,,True,16.982,"LINESTRING (4.4437618 50.4067742, 4.4439393 50.4066716)",,Rue de Marcinelle,30,,,,,
2003,52474998,,residential,,True,9.935,"LINESTRING (4.4439393 50.4066716, 4.4440276 50.4066022)",,Rue de Marcinelle,30,,,,,
2004,430635266,,residential,,False,34.999,"LINESTRING (4.4439559 50.407676, 4.4435337 50.4078393)",R51,Boulevard Joseph Tirou,30,,,,,
2005,60185201,,pedestrian,,False,96.401,"LINESTRING (4.4439559 50.407676, 4.4440168 50.4077672, 4.4445648 50.4083353, 4.4446455 50.4084222)",,Galerie Bernard,,,,building_passage,,
2006,430635266,,residential,,False,113.409,"LINESTRING (4.4439559 50.407676, 4.4444021 50.4075036, 4.4451842 50.4071704, 4.4452987 50.4071216)",R51,Boulevard Joseph Tirou,30,,,,,
2007,60185201,,pedestrian,,False,96.401,"LINESTRING (4.4446455 50.4084222, 4.4445648 50.4083353, 4.4440168 50.4077672, 4.4439559 50.407676)",,Galerie Bernard,,,,building_passage,,
2008,107324872,,residential,,True,76.187,"LINESTRING (4.4446455 50.4084222, 4.4442878 50.4083607, 4.4442448 50.4083573, 4.4442005 50.4083589, 4.4441227 50.408373, 4.4436253 50.4085003)",,Rue de Montigny,30,,,,,
2009,67528682,,residential,,False,75.648,"LINESTRING (4.4404948 50.3916103, 4.4394903 50.3913807)",,Rue des Cayats,50,,,,,
2010,67591017,,residential,,False,435.585,"LINESTRING (4.4404948 50.3916103, 4.4406705 50.3911195, 4.4407757 50.3908702, 4.4408975 50.3906299, 4.4410962 50.3902375, 4.4412065 50.3900135, 4.4413429 50.3896614, 4.4414057 50.3893558, 4.4414073 50.3890816, 4.4414093 50.3887226, 4.4411723 50.3877827)",,Rue de la Petite Chenevière,50,,,,,
2011,88270383,,residential,,False,255.311,"LINESTRING (4.4404948 50.3916103, 4.440463 50.3916589, 4.4404414 50.3917163, 4.4404378 50.391792, 4.4412063 50.3929487, 4.4417918 50.3937151)",,Rue Émile Vandervelde,50,,,,,
2012,297287053,,residential,,False,242.728,"LINESTRING (4.4404948 50.3916103, 4.4406392 50.3916443, 4.4414732 50.3918229, 4.4418616 50.3919005, 4.4437395 50.3923071)",,Rue des Cayats,50,,,,,
2013,297287051,,residential,,False,6.506,"LINESTRING (4.4437395 50.3923071, 4.4438254 50.3923277)",,Rue des Cayats,,,,,,
2014,88270393,,residential,,False,232.119,"LINESTRING (4.4437395 50.3923071, 4.443726 50.3922399, 4.443639 50.3920354, 4.4436124 50.3919729, 4.4435713 50.3918052, 4.4435487 50.3915161, 4.4435878 50.3911285, 4.4435924 50.390233)",,Rue de la Grande Chenevière,50,,,,,
2015,297287053,,residential,,False,242.728,"LINESTRING (4.4437395 50.3923071, 4.4418616 50.3919005, 4.4414732 50.3918229, 4.4406392 50.3916443, 4.4404948 50.3916103)",,Rue des Cayats,50,,,,,
2016,88434246,,residential,,False,201.475,"LINESTRING (4.4471327 50.3929778, 4.4470958 50.3930379, 4.447039 50.3930889, 4.4470204 50.3931056, 4.4464937 50.3935415, 4.4464392 50.3935866, 4.4454819 50.3941638, 4.4452236 50.3943054)",,Rue Neuve,,,,,,
2017,297287052,,residential,,False,79.42,"LINESTRING (4.4471327 50.3929778, 4.4477231 50.3929632, 4.4482522 50.3929501)",,Rue des Cayats,50,,,,,
2018,297287052,,residential,,False,143.928,"LINESTRING (4.4471327 50.3929778, 4.446407 50.3928335, 4.4461537 50.3927831, 4.4451945 50.3925923)",,Rue des Cayats,50,,,,,
2019,88434240,,residential,,False,104.13,"LINESTRING (4.4482522 50.3929501, 4.4482693 50.3920137)",,Rue de la Babotterie,50,,,,,
2020,473322180,,residential,,False,21.236,"LINESTRING (4.4482522 50.3929501, 4.4483379 50.3931331)",,Rue des Haies,50,,,,,
2021,88434270,,residential,,False,268.463,"LINESTRING (4.4482522 50.3929501, 4.4487096 50.392906, 4.4490443 50.392865, 4.4493476 50.3928194, 4.4499542 50.3927327, 4.4501387 50.3927054, 4.4503962 50.392647, 4.4506623 50.3925713, 4.4514005 50.3922293, 4.4515107 50.3921791, 4.4516151 50.3921463, 4.4517424 50.3921243)",,Rue des Forgerons,50,,,,,
2022,297287052,,residential,,False,79.42,"LINESTRING (4.4482522 50.3929501, 4.4477231 50.3929632, 4.4471327 50.3929778)",,Rue des Cayats,50,,,,,
2023,978084222,,residential,,True,8.873,"LINESTRING (4.4437519 50.4170495, 4.4438075 50.416978)",,Rue du Fort,30,,,,,
2024,49384604,,residential,,False,38.862,"LINESTRING (4.4430129 50.416858, 4.4432254 50.4165358)",,Rue de l'Ancre,30,,,,,
2025,49384604,,residential,,False,35.387,"LINESTRING (4.4430129 50.416858, 4.4428086 50.4171484)",,Rue de l'Ancre,30,,,,,
2026,60334556,,residential,,True,56.525,"LINESTRING (4.4430129 50.416858, 4.4437519 50.4170495)",,,30,,,,,
2027,292544307,,tertiary,,True,4.472,"LINESTRING (4.4445635 50.4148112, 4.4445303 50.414777)",,Boulevard Solvay,30,,,,,
2028,440709118,,service,,False,41.839,"LINESTRING (4.4445635 50.4148112, 4.4444697 50.4148024, 4.4439793 50.4147565)",,,,parking_aisle,,,yes,
2029,60336711,,residential,,False,10.388,"LINESTRING (4.4471439 50.4053276, 4.4472241 50.4054058)",,Boulevard Joseph Tirou,30,,,,,
2030,60336716,,residential,,True,138.363,"LINESTRING (4.4471439 50.4053276, 4.4457978 50.40589, 4.4457242 50.4059228, 4.4456974 50.4059592, 4.4456751 50.4060136, 4.4456775 50.4060784)",,Rue de Marcinelle,30,,,,,
2031,"[60581370, 844776562]",,service,,True,46.13200000000001,"LINESTRING (4.4444228 50.4146662, 4.4443138 50.4146494, 4.4441114 50.4146172, 4.4437909 50.4145663)",,Beaux-Arts,,parking_aisle,,,no,
2032,"[297688737, 292544302]",,tertiary,,True,116.428,"LINESTRING (4.4444228 50.4146662, 4.444076 50.4143029, 4.4438036 50.4140177, 4.4437908 50.4139623, 4.4437624 50.4139206, 4.443706 50.4138371, 4.443679 50.4138123, 4.4436374 50.4137911, 4.4435935 50.4137767)",R51,Boulevard Solvay,30,,,,,
2033,292544408,,service,,True,19.093,"LINESTRING (4.4436676 50.4144891, 4.443506 50.4143517)",,Beaux-Arts,,,,,no,
2034,"[844466482, 844466467, 347013372, 60342839]",,service,,True,73.64,"LINESTRING (4.4436676 50.4144891, 4.443631 50.4143754, 4.4436101 50.4142521, 4.4435901 50.4141206, 4.4435662 50.4139522, 4.4435304 50.4138334)",,Beaux-Arts,,,,,no,
2035,"[1037173873, 292544426, 1019063212]",,service,,True,81.40299999999999,"LINESTRING (4.443506 50.4143517, 4.4433775 50.4142407, 4.4433629 50.4141743, 4.4433147 50.413956, 4.4433068 50.4138154, 4.4433242 50.4137454, 4.4433517 50.4137071, 4.4433777 50.4136742, 4.4433891 50.4136598)",,Beaux-Arts,,,,,no,
2036,"[844466464, 844466465, 844466466, 103189384]",,service,,True,69.39,"LINESTRING (4.443506 50.4143517, 4.443468 50.4141709, 4.4434524 50.4140965, 4.44344 50.413988, 4.4434253 50.4138584, 4.4434384 50.4137583, 4.4434441 50.4137451, 4.4434499 50.4137319)",,Beaux-Arts,,,,,no,
2037,60347088,,service,,False,8.457,"LINESTRING (4.4369705 50.4108084, 4.4370405 50.4107468)",,,,parking_aisle,,,,
2038,260150587,,service,,False,256.919,"LINESTRING (4.4369705 50.4108084, 4.4368415 50.4108049, 4.4366714 50.4106521, 4.4365678 50.4103931, 4.4364296 50.4100477, 4.4364255 50.4098908, 4.43624 50.4095515, 4.4357636 50.4091112, 4.4355479 50.4089345, 4.4354698 50.408889, 4.4353533 50.4088801)",,,,,,,,
2039,52474993,,pedestrian,,False,69.81199999999998,"LINESTRING (4.4383825 50.4103441, 4.4383484 50.4102297, 4.4381553 50.4097677, 4.4381359 50.4097368)",,Rue de la Digue,,,,,,
2040,60496826,,residential,,True,68.697,"LINESTRING (4.4383825 50.4103441, 4.4382374 50.4103682, 4.4377623 50.4105235, 4.4376106 50.4105737, 4.4375072 50.4106052)",,Rue de Louvain,30,,,,,
2041,"[844466468, 60353078, 347013375]",,service,,True,85.55199999999999,"LINESTRING (4.4437909 50.4145663, 4.4437647 50.4144842, 4.4437563 50.4143699, 4.4437421 50.4142558, 4.4437214 50.4140911, 4.4437077 50.4140272, 4.443653 50.4139331, 4.4435304 50.4138334)",,Beaux-Arts,,,,,no,
2042,292544398,,service,,True,12.248,"LINESTRING (4.4437909 50.4145663, 4.4437269 50.4145258, 4.4436676 50.4144891)",,Beaux-Arts,,,,,no,
2043,60418599,,secondary,roundabout,True,12.543,"LINESTRING (4.4532623 50.4043288, 4.4533067 50.4043536, 4.4533368 50.4043859, 4.4533497 50.4044226)",,,,,,,,
2044,356094665,,secondary,,False,124.244,"LINESTRING (4.4532623 50.4043288, 4.4534754 50.4041782, 4.4538655 50.4039765, 4.4546366 50.4036422)",N575,Rue de Montigny,,,,,,
2045,60418599,,secondary,roundabout,True,15.193,"LINESTRING (4.4533497 50.4044226, 4.4533454 50.4044567, 4.4533262 50.4044886, 4.4532937 50.4045157, 4.4532505 50.4045359)",,,,,,,,
2046,734540232,1,secondary_link,,True,35.815,"LINESTRING (4.4533497 50.4044226, 4.4534334 50.4045174, 4.4536455 50.4046824)",,,70,,,,,
2047,60418578,,secondary,,False,11.117,"LINESTRING (4.4770161 50.4012764, 4.4768617 50.401294)",N575,Chaussee de Charleroi,50,,,,,
2048,60418578,,secondary,,False,171.914,"LINESTRING (4.4770161 50.4012764, 4.4794027 50.4010005)",N575,Chaussee de Charleroi,50,,,,,
2049,263264844,,residential,,False,60.378,"LINESTRING (4.4770161 50.4012764, 4.477298 50.4017888)",,Rue des Jonquières,,,,,,
2050,61267005,,service,,True,41.369,"LINESTRING (4.4774382 50.4021532, 4.4780218 50.4021466)",,,,,,,,
2051,61267006,,residential,,True,41.857,"LINESTRING (4.4774382 50.4021532, 4.4773874 50.4019575, 4.477298 50.4017888)",,Rue des Jonquières,,,,,,
2052,60418599,,secondary,roundabout,True,25.341,"LINESTRING (4.4532505 50.4045359, 4.453207 50.4045465, 4.4531608 50.40455, 4.4531147 50.4045462, 4.4530623 50.4045318, 4.4530191 50.4045081, 4.4529911 50.4044802, 4.4529761 50.4044485)",,,,,,,,
2053,60418605,,unclassified,,False,77.095,"LINESTRING (4.4760939 50.4133744, 4.4771386 50.4135681)",,,,,,,,
2054,60418600,,unclassified,,False,157.739,"LINESTRING (4.4760939 50.4133744, 4.4759869 50.4131924, 4.4759932 50.4131314, 4.4760493 50.4125858, 4.476052 50.4122764, 4.4759342 50.4119788)",,,,,,,,
2055,216480666,,track,,False,75.705,"LINESTRING (4.4760939 50.4133744, 4.4760274 50.4133922, 4.4759228 50.4134203, 4.4753327 50.4134984, 4.4750966 50.4135944)",,,,,,,,
2056,60127434,,tertiary,,False,120.626,"LINESTRING (4.4728669 50.4061129, 4.4717841 50.4069499)",,Rue Grimard,50,,,,,
2057,60127434,,tertiary,,False,19.614,"LINESTRING (4.4728669 50.4061129, 4.4730555 50.4059838)",,Rue Grimard,50,,,,,
2058,60418601,,residential,,False,49.652,"LINESTRING (4.4728669 50.4061129, 4.4734706 50.4063395)",,Rue de Sélestat,,,,,,
2059,65572132,,residential,,True,296.956,"LINESTRING (4.4915617 50.4106836, 4.4914453 50.4105504, 4.4913735 50.4104964, 4.4911999 50.4103594, 4.4910512 50.4101465, 4.4907042 50.4096134, 4.490254 50.4089291, 4.4900512 50.4086168, 4.4899015 50.4084248, 4.4897344 50.4082966)",,Rue du Moulin,,,,,,
2060,"[612277972, 256760045]",,residential,,False,321.187,"LINESTRING (4.4915617 50.4106836, 4.4915933 50.4106145, 4.4917503 50.4104608, 4.4922778 50.4100969, 4.4927507 50.4097802, 4.4928365 50.4097193, 4.4929002 50.4096622, 4.4929107 50.409633, 4.4929188 50.4096001, 4.4929132 50.4095675, 4.4929041 50.4095358, 4.4928931 50.4095086, 4.4928574 50.4094654, 4.4928103 50.4094282, 4.4926372 50.4093316, 4.4925599 50.4092766, 4.4924835 50.4091881, 4.4924476 50.4091397, 4.492421 50.4090898, 4.4924067 50.4090304, 4.4923995 50.4089711, 4.4924344 50.4085075, 4.4924938 50.4082258)",,Rue Léopold,,,,,,
2061,60418601,,residential,,False,110.868,"LINESTRING (4.4748186 50.4068455, 4.4744058 50.4066906, 4.4741358 50.4065892, 4.4734706 50.4063395)",,Rue de Sélestat,,,,,,
2062,61950855,,residential,,True,108.912,"LINESTRING (4.4748186 50.4068455, 4.4750224 50.406907, 4.4748831 50.4071702, 4.4746032 50.4076989)",,Rue de Sélestat,,,,,,
2063,65854366,,residential,,False,17.214,"LINESTRING (4.4743603 50.4076994, 4.4746032 50.4076989)",,Rue Francois Reconnu,,,,,,
2064,65854366,,residential,,False,22.089,"LINESTRING (4.4743603 50.4076994, 4.4740486 50.4076991)",,Rue Francois Reconnu,,,,,,
2065,61950857,,residential,,True,100.351,"LINESTRING (4.4743603 50.4076994, 4.4746239 50.4072111, 4.4748186 50.4068455)",,Rue de Sélestat,,,,,,
2066,65854366,,residential,,False,35.07,"LINESTRING (4.4762141 50.4077322, 4.475983 50.4077061, 4.4758262 50.4076998, 4.4757232 50.4076975)",,Rue Francois Reconnu,,,,,,
2067,67720812,,residential,,False,99.033,"LINESTRING (4.4762141 50.4077322, 4.4762393 50.4076859, 4.476318 50.4076374, 4.4766321 50.4075009, 4.476697 50.4074891, 4.4767747 50.4074945, 4.4768415 50.4075128, 4.4768879 50.4075377, 4.4771267 50.4077643, 4.4771219 50.407843)",,Rue Francois Reconnu,,,,,,
2068,"[297287034, 297287036]",,residential,,False,65.502,"LINESTRING (4.4762141 50.4077322, 4.4767289 50.4077956, 4.4771219 50.407843)",,Rue Francois Reconnu,,,,,,
2069,297287035,,residential,,False,118.667,"LINESTRING (4.4771219 50.407843, 4.4787692 50.4080346)",,Rue Francois Reconnu,,,,,,
2070,67720812,,residential,,False,99.03299999999999,"LINESTRING (4.4771219 50.407843, 4.4771267 50.4077643, 4.4768879 50.4075377, 4.4768415 50.4075128, 4.4767747 50.4074945, 4.476697 50.4074891, 4.4766321 50.4075009, 4.476318 50.4076374, 4.4762393 50.4076859, 4.4762141 50.4077322)",,Rue Francois Reconnu,,,,,,
2071,"[297287034, 297287036]",,residential,,False,65.502,"LINESTRING (4.4771219 50.407843, 4.4767289 50.4077956, 4.4762141 50.4077322)",,Rue Francois Reconnu,,,,,,
2072,67720816,,residential,,False,172.134,"LINESTRING (4.4771219 50.407843, 4.4769018 50.4085148, 4.4768018 50.4088426, 4.4766856 50.4092233, 4.4766436 50.4093607)",,Rue Margot du Hainaut,,,,,,
2073,61235274,,residential,,False,10.761,"LINESTRING (4.4766436 50.4093607, 4.4764949 50.4093411)",,Rue Trieu Kaisin,50,,,,,
2074,67720816,,residential,,False,172.134,"LINESTRING (4.4766436 50.4093607, 4.4766856 50.4092233, 4.4768018 50.4088426, 4.4769018 50.4085148, 4.4771219 50.407843)",,Rue Margot du Hainaut,,,,,,
2075,297287042,,residential,,False,120.557,"LINESTRING (4.4766436 50.4093607, 4.4771698 50.4094315, 4.4777766 50.4095098, 4.4783097 50.4095799)",,Rue Trieu Kaisin,,,,,,
2076,65571913,,residential,,True,223.199,"LINESTRING (4.4827249 50.4100058, 4.4826233 50.4098883, 4.4825888 50.409794, 4.4825922 50.4097638, 4.4826093 50.4097302, 4.4827084 50.409601, 4.4828092 50.4094639, 4.48287 50.409425, 4.4829798 50.4093812, 4.4832677 50.4092734, 4.4836042 50.4091526, 4.4837344 50.4091125, 4.4839235 50.4090782, 4.4840626 50.4090467, 4.4843349 50.4089725, 4.4845348 50.4088546, 4.4847034 50.4087569)",,Rue de la Duchère,,,,,,
2077,131636306,,residential,,False,655.0219999999999,"LINESTRING (4.4827249 50.4100058, 4.4829358 50.4102413, 4.4835632 50.4109151, 4.4839751 50.4128963, 4.4844436 50.41431, 4.4847677 50.4156873)",,Sentier Saint-Jacques,,,,,,
2078,297287041,,tertiary,,False,210.846,"LINESTRING (4.4827249 50.4100058, 4.4829895 50.4099506, 4.4840816 50.4097084, 4.4851657 50.4094633, 4.4855379 50.4093884)",,Rue Trieu Kaisin,,,,,,
2079,297287041,,tertiary,,False,100.531,"LINESTRING (4.4827249 50.4100058, 4.4823271 50.4100817, 4.4821108 50.4101028, 4.4819405 50.4101014, 4.4817972 50.4100946, 4.4816371 50.4100733, 4.4813386 50.4100275)",,Rue Trieu Kaisin,,,,,,
2080,62149280,,secondary,,True,25.042,"LINESTRING (4.4695599 50.4234011, 4.4694642 50.4236179)",,,,,,,,
2081,221347179,,residential,,False,25.804,"LINESTRING (4.4695599 50.4234011, 4.4699213 50.42343)",,Rue du Moulin,,,,,,
2082,221347179,,residential,,False,10.191,"LINESTRING (4.4695599 50.4234011, 4.4694176 50.4233877)",,Rue du Moulin,,,,,,
2083,186326910,,unclassified,,False,25.137,"LINESTRING (4.4739512 50.4222781, 4.4739714 50.4220524)",,,,,,,destination,
2084,845435984,,secondary,,True,23.004,"LINESTRING (4.4739512 50.4222781, 4.4742759 50.4222764)",N29,Chaussée Impériale,50,,,,,
2085,476065440,,unclassified,,False,60.95,"LINESTRING (4.473741 50.4219347, 4.4740861 50.4214326)",,Impasse du Gazomètre,,,,,destination,
2086,1038696923,,unclassified,,False,20.922,"LINESTRING (4.473741 50.4219347, 4.4739714 50.4220524)",,,,,,,destination,
2087,60582482,,unclassified,,False,141.826,"LINESTRING (4.473741 50.4219347, 4.4727453 50.4215872, 4.4731468 50.4210979)",,Sentier des Récollets,,,,,destination,
2088,476065432,,unclassified,,False,76.246,"LINESTRING (4.4740861 50.4214326, 4.4731468 50.4210979)",,Rue Stassin,,,,,destination,
2089,476065440,,unclassified,,False,29.256,"LINESTRING (4.4740861 50.4214326, 4.4742852 50.4212021)",,Impasse du Gazomètre,,,,,destination,
2090,476065440,,unclassified,,False,60.95,"LINESTRING (4.4740861 50.4214326, 4.473741 50.4219347)",,Impasse du Gazomètre,,,,,destination,
2091,60582483,,unclassified,,False,30.449,"LINESTRING (4.4742852 50.4212021, 4.4744691 50.4209546)",,Impasse du Gazomètre,,,,,destination,
2092,476065439,,service,,False,55.08,"LINESTRING (4.4742852 50.4212021, 4.4749684 50.4214385)",,,,,,,,
2093,476065440,,unclassified,,False,29.256,"LINESTRING (4.4742852 50.4212021, 4.4740861 50.4214326)",,Impasse du Gazomètre,,,,,destination,
2094,476065439,,service,,False,55.08,"LINESTRING (4.4749684 50.4214385, 4.4742852 50.4212021)",,,,,,,,
2095,"[66217610, 186326909]",,"['residential', 'unclassified']",,False,90.144,"LINESTRING (4.4749684 50.4214385, 4.4749477 50.4215746, 4.4750161 50.4216462, 4.4751679 50.4217332, 4.4757153 50.4220332)",,Impasse du Gazomètre,,,,,destination,
2096,476065436,,unclassified,,False,106.59,"LINESTRING (4.4749684 50.4214385, 4.47547 50.4208508, 4.4754721 50.4207383, 4.4752866 50.4206064)",,Impasse du Gazomètre,,,,,destination,
2097,66217616,,residential,,True,93.661,"LINESTRING (4.4752866 50.4206064, 4.4753826 50.4205166, 4.4756581 50.4204852, 4.4760499 50.4205361, 4.4764206 50.420722)",,Impasse du Gazomètre,,,,,destination,
2098,476065436,,unclassified,,False,79.287,"LINESTRING (4.4752866 50.4206064, 4.4751717 50.4205948, 4.4748927 50.4206016, 4.4746996 50.42067, 4.4744691 50.4209546)",,Impasse du Gazomètre,,,,,destination,
2099,476065436,,unclassified,,False,106.59,"LINESTRING (4.4752866 50.4206064, 4.4754721 50.4207383, 4.47547 50.4208508, 4.4749684 50.4214385)",,Impasse du Gazomètre,,,,,destination,
2100,60582483,,unclassified,,False,30.449,"LINESTRING (4.4744691 50.4209546, 4.4742852 50.4212021)",,Impasse du Gazomètre,,,,,destination,
2101,476065432,,unclassified,,False,124.432,"LINESTRING (4.4744691 50.4209546, 4.4737203 50.4206911, 4.4734413 50.4207663, 4.4731468 50.4210979)",,Rue Stassin,,,,,destination,
2102,476065436,,unclassified,,False,79.28699999999999,"LINESTRING (4.4744691 50.4209546, 4.4746996 50.42067, 4.4748927 50.4206016, 4.4751717 50.4205948, 4.4752866 50.4206064)",,Impasse du Gazomètre,,,,,destination,
2103,476065432,,unclassified,,False,76.246,"LINESTRING (4.4731468 50.4210979, 4.4740861 50.4214326)",,Rue Stassin,,,,,destination,
2104,60418603,,unclassified,,False,36.316,"LINESTRING (4.4731468 50.4210979, 4.4730873 50.4209742, 4.4728799 50.4208278)",,Sentier des Récollets,,,,,destination,
2105,60582482,,unclassified,,False,141.826,"LINESTRING (4.4731468 50.4210979, 4.4727453 50.4215872, 4.473741 50.4219347)",,Sentier des Récollets,,,,,destination,
2106,476065432,,unclassified,,False,124.432,"LINESTRING (4.4731468 50.4210979, 4.4734413 50.4207663, 4.4737203 50.4206911, 4.4744691 50.4209546)",,Rue Stassin,,,,,destination,
2107,60418603,,unclassified,,False,17.602,"LINESTRING (4.4728799 50.4208278, 4.4728712 50.4206696)",,Sentier des Récollets,,,,,destination,
2108,60418603,,unclassified,,False,36.316,"LINESTRING (4.4728799 50.4208278, 4.4730873 50.4209742, 4.4731468 50.4210979)",,Sentier des Récollets,,,,,destination,
2109,186326918,,service,,False,59.461,"LINESTRING (4.4728799 50.4208278, 4.4728033 50.4208476, 4.4726584 50.4209399, 4.4721649 50.4210971)",,,,,,,,
2110,60418603,,unclassified,,False,17.602,"LINESTRING (4.4728712 50.4206696, 4.4728799 50.4208278)",,Sentier des Récollets,,,,,destination,
2111,613705277,2,trunk,,True,35.081,"LINESTRING (4.4728712 50.4206696, 4.4723814 50.4207159)",N90,Route de la Basse Sambre,70,,,,,
2112,60418604,,trunk_link,,True,193.034,"LINESTRING (4.4723814 50.4207159, 4.4722858 50.4207767, 4.4716363 50.4209007, 4.4710017 50.4209522, 4.4704913 50.4209653, 4.469732 50.420933)",,,50,,,,,
2113,613705277,2,trunk,,True,432.8,"LINESTRING (4.4723814 50.4207159, 4.4716861 50.4208057, 4.4710161 50.4208532, 4.4703183 50.4208627, 4.4662935 50.4207708)",N90,Route de la Basse Sambre,70,,,,,
2114,60418604,,trunk_link,,True,230.999,"LINESTRING (4.4695396 50.4209362, 4.466879 50.4208408, 4.4662935 50.4207708)",,,50,,,,,
2115,"[61570016, 61570022]",,secondary,,False,32.463,"LINESTRING (4.4695396 50.4209362, 4.4695387 50.4209031, 4.4695315 50.4206443)",,,,,yes,,,
2116,60583379,,residential,,True,57.994,"LINESTRING (4.4693668 50.4192533, 4.4700017 50.4195825)",,Rue du Gazomètre,,,,,,
2117,60582487,,residential,,True,67.601,"LINESTRING (4.4693668 50.4192533, 4.4691563 50.4189497, 4.4690194 50.4186878)",,Rue de Combles,,,,,,
2118,240365413,,residential,,False,89.29899999999999,"LINESTRING (4.4693668 50.4192533, 4.4695775 50.4198495, 4.4696284 50.4200387)",,Rue des Combles,,,,,,
2119,476296359,,residential,,False,34.717,"LINESTRING (4.4700017 50.4195825, 4.4703732 50.4197861)",,Rue du Gazomètre,,,,,,
