,osmid,bridge,oneway,lanes,name,highway,maxspeed,length,geometry,ref,access,junction,tunnel,service,width,est_width
11169,121911632,,False,,Rue du Bois La Dame,residential,,45.02,"LINESTRING (5.6638641 50.6679578, 5.6638867 50.6679527, 5.664049 50.6679374, 5.6641838 50.6679398, 5.6642937 50.6679721, 5.664391 50.6680318, 5.6643983 50.6680691)",,,,,,,
11170,"[121911632, 232827436]",,False,,Rue du Bois La Dame,"['residential', 'path']",,146.059,"LINESTRING (5.6638641 50.6679578, 5.6636923 50.6680377, 5.6634737 50.6681363, 5.6634415 50.6681346, 5.6633838 50.6681104, 5.6632885 50.6680556, 5.6631551 50.6679888, 5.662838 50.6678116, 5.6627448 50.6677698, 5.6626656 50.6677545, 5.6625261 50.6677146, 5.6624095 50.6676887, 5.6623585 50.6676904, 5.6622727 50.6677252, 5.6622056 50.6677507, 5.6621488 50.6677685)",,,,,,,
11171,90882845,,False,,Rue Neuville,residential,,38.869,"LINESTRING (5.664836 50.6742965, 5.6649831 50.6746334)",,,,,,,
11172,90882845,,False,,Rue Neuville,residential,,272.734,"LINESTRING (5.664836 50.6742965, 5.6646347 50.6738355, 5.6643321 50.6729539, 5.6643144 50.6729138, 5.664302 50.6728803, 5.6642599 50.6727908, 5.6640431 50.6725532, 5.6639392 50.6723357, 5.6638599 50.6719378)",,,,,,,
11173,121911630,,False,,,path,,216.851,"LINESTRING (5.664836 50.6742965, 5.665126 50.6743148, 5.665641 50.6743997, 5.6662955 50.6744133, 5.6667745 50.6746302, 5.6671447 50.6748355, 5.6674902 50.6750803)",,,,,,,
11174,121911634,,False,,,path,,297.605,"LINESTRING (5.6672085 50.670726, 5.6670835 50.6705771, 5.6672181 50.6704561, 5.6672949 50.6703275, 5.6674649 50.6701603, 5.6675883 50.6700481, 5.6675561 50.6699529, 5.667481 50.6699019, 5.6676747 50.6698277, 5.6676956 50.6696809, 5.6679129 50.6696006, 5.6679799 50.6693103, 5.6680282 50.6691505, 5.6679799 50.6688649, 5.6678351 50.6685351, 5.6677439 50.6684195, 5.6677545 50.6683657)",,,,,,,
11175,"[276765361, 244964741]",,False,,Rue du Bois La Dame,tertiary,,118.855,"LINESTRING (5.6672085 50.670726, 5.6659512 50.6707948, 5.6656505 50.6708062, 5.665572 50.6707963, 5.6655309 50.6707877)",,,,,,,
11176,276765361,,False,,Rue du Bois La Dame,tertiary,,62.959,"LINESTRING (5.6672085 50.670726, 5.6675056 50.6706951, 5.6677528 50.670664, 5.668071 50.6705876)",,,,,,,
11177,"[120499514, 120499511]",,False,,,path,,501.9110000000001,"LINESTRING (5.6677545 50.6683657, 5.6679153 50.6683379, 5.6682533 50.6682801, 5.6687253 50.6681203, 5.6690368 50.668052, 5.6691818 50.6679088, 5.6691926 50.6677354, 5.6689274 50.6675869, 5.668742 50.6675382, 5.6684893 50.6674675, 5.6681948 50.6673716, 5.6679105 50.66729, 5.6677651 50.6669779, 5.6675505 50.6665461, 5.6670516 50.6658966, 5.6666096 50.6653461, 5.6664036 50.6651423)",,,,,,,
11178,121911634,,False,,,path,,297.605,"LINESTRING (5.6677545 50.6683657, 5.6677439 50.6684195, 5.6678351 50.6685351, 5.6679799 50.6688649, 5.6680282 50.6691505, 5.6679799 50.6693103, 5.6679129 50.6696006, 5.6676956 50.6696809, 5.6676747 50.6698277, 5.667481 50.6699019, 5.6675561 50.6699529, 5.6675883 50.6700481, 5.6674649 50.6701603, 5.6672949 50.6703275, 5.6672181 50.6704561, 5.6670835 50.6705771, 5.6672085 50.670726)",,,,,,,
11179,123384401,,False,,,path,,262.632,"LINESTRING (5.6677545 50.6683657, 5.6676203 50.6683889, 5.6674164 50.6683583, 5.6673472 50.6682896, 5.6672292 50.6681876, 5.6670361 50.6681264, 5.6669127 50.6680278, 5.6667947 50.668072, 5.6665098 50.6680081, 5.6663012 50.6678782, 5.6660699 50.6679299, 5.6660699 50.6680931, 5.6657701 50.6682624, 5.6653892 50.6683848, 5.6651639 50.6685174, 5.6649976 50.6685378, 5.6649178 50.6685709)",,,,,,0.4,
11180,176677196,,True,,Rue Saint-Léonard,tertiary,50,3.855,"LINESTRING (5.6017225 50.6533299, 5.6017654 50.6533514)",,,,,,,
11181,122033703,,True,,Rue Zabay,residential,,97.987,"LINESTRING (5.601208 50.6541485, 5.6016698 50.6534193, 5.6017225 50.6533299)",,,,,,,
11182,232666881,,False,,Rue Morinval,residential,,219.155,"LINESTRING (5.601208 50.6541485, 5.6037901 50.6550593, 5.6037983 50.6551196, 5.6038033 50.6551565)",,,,,,,
11183,232666881,,False,,Rue Morinval,residential,,127.7,"LINESTRING (5.601208 50.6541485, 5.6005687 50.6539249, 5.5996123 50.6536051)",,,,,,,
11184,122038613,,False,,Rue du Port,residential,,67.147,"LINESTRING (5.6083859 50.6552746, 5.6086476 50.654892, 5.608672 50.6547926, 5.6086822 50.6547066)",,,,,,,
11185,538717374,,False,,Rue du Petit Chêne,residential,,40.142,"LINESTRING (5.6083859 50.6552746, 5.6079154 50.6552523, 5.6078178 50.6552516)",,,,,,,
11186,122038619,,False,,Rue Viktor Raskin,residential,,111.354,"LINESTRING (5.6073014 50.654235, 5.6070343 50.6551604, 5.6070157 50.6552199)",,,,,,,
11187,689324669,,True,,Rue Saint-Léonard,tertiary,50,116.132,"LINESTRING (5.6073014 50.654235, 5.6082343 50.6543353, 5.6088619 50.6544135, 5.6089223 50.6544208)",,,,,,,
11188,122038612,,False,,Rue Defrêcheux,residential,30,52.408,"LINESTRING (5.5989362 50.6518383, 5.5989921 50.6518036, 5.5994868 50.6515217)",,,,,,,
11189,191284255,,True,,Rue Saint-Léonard,tertiary,30,64.899,"LINESTRING (5.5989362 50.6518383, 5.5990536 50.6519003, 5.5992499 50.6520092, 5.5996196 50.6522291)",,,,,,,
11190,689324666,,False,,Rue du Commandant Marchand,residential,30,102.611,"LINESTRING (5.5988897 50.6509624, 5.6000818 50.650433)",,,,,,,
11191,10699832,,False,,Rue du Commandant Marchand,residential,30,73.73700000000001,"LINESTRING (5.5988897 50.6509624, 5.5985111 50.6511654, 5.598206 50.6513498, 5.5981129 50.651406)",,,,,,,
11192,191288325,,False,,Rue de Steppes,tertiary,30,4.338,"LINESTRING (5.6051095 50.6552238, 5.6051707 50.6552279)",,,,,,,
11193,122038611,,True,,Rue des Vignerons,residential,30,144.359,"LINESTRING (5.6051095 50.6552238, 5.6050729 50.655148, 5.6044467 50.6543541, 5.604418 50.6543192, 5.6044189 50.6543024, 5.6044816 50.6542801, 5.6046001 50.6542406, 5.6048089 50.6541821)",,,,,,,
11194,"[10699841, 191288325]",,False,,Rue de Steppes,tertiary,30,92.422,"LINESTRING (5.6051095 50.6552238, 5.6050104 50.6552196, 5.6049247 50.6552169, 5.604158 50.655185, 5.6038033 50.6551565)",,,,,,,
11195,122038616,,True,,Rue Defrêcheux,residential,30,75.099,"LINESTRING (5.5994868 50.6515217, 5.5988897 50.6509624)",,,,,,,
11196,689324667,,False,,Rue Defrêcheux,residential,30,25.7,"LINESTRING (5.5994868 50.6515217, 5.5997549 50.6513651)",,,,,,,
11197,122038612,,False,,Rue Defrêcheux,residential,30,52.408,"LINESTRING (5.5994868 50.6515217, 5.5989921 50.6518036, 5.5989362 50.6518383)",,,,,,,
11198,99337841,,True,,Quai de Coronmeuse,residential,,42.308,"LINESTRING (5.6057816 50.6528927, 5.6053007 50.6526651)",,,,,,,
11199,122038617,,False,,Rue Brahy,service,,127.26,"LINESTRING (5.6057816 50.6528927, 5.6056617 50.6536674, 5.6055924 50.6540308)",,,,,alley,,
11200,689324667,,False,,Rue Defrêcheux,residential,30,50.23,"LINESTRING (5.6003156 50.6510864, 5.5997549 50.6513651)",,,,,,,
11201,689324669,,True,,Rue Saint-Léonard,tertiary,50,23.907,"LINESTRING (5.6055924 50.6540308, 5.6059252 50.6540721)",,,,,,,
11202,122038617,,False,,Rue Brahy,service,,127.26,"LINESTRING (5.6055924 50.6540308, 5.6056617 50.6536674, 5.6057816 50.6528927)",,,,,alley,,
11203,28878755,,False,,Rue du Petit Chêne,tertiary,50,38.873,"LINESTRING (5.6070157 50.6552199, 5.6064692 50.6552665)",,,,,,,
11204,122038619,,False,,Rue Viktor Raskin,residential,,111.354,"LINESTRING (5.6070157 50.6552199, 5.6070343 50.6551604, 5.6073014 50.654235)",,,,,,,
11205,122562278,,False,,Rue du Petit Chêne,tertiary,50,48.646,"LINESTRING (5.6070157 50.6552199, 5.6075393 50.6551875, 5.6076959 50.6551567)",,,,,,,
11206,10699853,,False,,Rue Adolphe Borgnet,residential,30,110.95,"LINESTRING (5.6048089 50.6541821, 5.6055126 50.6550746)",,,,,,,
11207,10699853,,False,,Rue Adolphe Borgnet,residential,30,32.433,"LINESTRING (5.6048089 50.6541821, 5.6046465 50.653981, 5.6046143 50.6539185)",,,,,,,
11208,28878718,,True,,Rue Lamarck,residential,30,36.096,"LINESTRING (5.5948828 50.6523637, 5.5943943 50.6522665)",,,,,,,
11209,122040396,,False,,Rue Henri Forir,residential,,179.949,"LINESTRING (5.5948828 50.6523637, 5.5936839 50.6535736, 5.593567 50.6536913, 5.5935246 50.6537339)",,,,,,,
11210,28878454,,True,,Rue Vivegnis,residential,,35.201,"LINESTRING (5.5935246 50.6537339, 5.5936003 50.6537676, 5.5939349 50.6539143)",,,,,,,
11211,122040396,,False,,Rue Henri Forir,residential,,179.949,"LINESTRING (5.5935246 50.6537339, 5.593567 50.6536913, 5.5936839 50.6535736, 5.5948828 50.6523637)",,,,,,,
11212,8106760,,True,,Jonruelle,residential,30,27.005,"LINESTRING (5.5845376 50.6498762, 5.5841845 50.6497821)",,,,,,,
11213,122045130,,False,,Ruelle Rolans,service,,105.055,"LINESTRING (5.5845376 50.6498762, 5.5845739 50.6498339, 5.5847715 50.6496449, 5.5850378 50.6493259, 5.5851895 50.6491527, 5.5852768 50.6490567)",,,,,alley,,
11214,"[314276882, 28662164]",,True,"['1', '2']",Quai de Maestricht,secondary,,161.788,"LINESTRING (5.584437 50.6468549, 5.5838763 50.646821, 5.5827888 50.6467061, 5.5826883 50.6466867, 5.5825136 50.6466198, 5.5824687 50.6465978, 5.5824346 50.6465758, 5.5823899 50.6465386, 5.5823719 50.6465214, 5.5823529 50.6464994, 5.5823235 50.6464602)",N671,,,,,,
11215,"[798527449, 798527450, 122046611]",,False,,Rue du Mont-de-Piété,service,,83.718,"LINESTRING (5.584437 50.6468549, 5.5843877 50.6470608, 5.5843414 50.6471595, 5.5842711 50.6472927, 5.5842268 50.6473967, 5.5841992 50.6474495, 5.5841604 50.6475261, 5.584132 50.6475806)",,,,,alley,,
11216,184730561,,True,,Rue Vivegnis,residential,,114.536,"LINESTRING (5.5902846 50.6520884, 5.589701 50.6519294, 5.5887299 50.6518093)",,,,,,,
11217,122545622,,True,,Rue de la Câblerie,residential,50,24.656,"LINESTRING (5.6017654 50.6533514, 5.6018668 50.6532352, 5.6019669 50.6531729)",,,,,,,
11218,176677196,,True,,Rue Saint-Léonard,tertiary,50,143.457,"LINESTRING (5.6017654 50.6533514, 5.6020138 50.6534303, 5.6023199 50.6535123, 5.602659 50.6535951, 5.6029269 50.6536551, 5.6031177 50.6536937, 5.6036723 50.6537946)",,,,,,,
11219,689324669,,True,,Rue Saint-Léonard,tertiary,50,37.079,"LINESTRING (5.6050754 50.6539695, 5.6055924 50.6540308)",,,,,,,
11220,222814053,,True,,Rue des Mariniers,residential,,145.91,"LINESTRING (5.6050754 50.6539695, 5.6050872 50.6539012, 5.6053007 50.6526651)",,,,,,,
11221,62360375,,True,1,Rue Hors-Château,residential,30,10.33,"LINESTRING (5.5803991 50.6476057, 5.5802657 50.6475673)",,,,,,,
11222,"[173502645, 173502646, 122555847]",,False,,Impasse de l'Ange,service,,75.761,"LINESTRING (5.5803991 50.6476057, 5.5803629 50.6476488, 5.5802885 50.6477356, 5.5802324 50.6477879, 5.5802151 50.6478361, 5.5801457 50.6479178, 5.5800114 50.6480627, 5.5799533 50.6481165, 5.5798729 50.6481966)",,,,building_passage,alley,,
11223,272826633,,True,2,Quai Saint-Léonard,secondary,70,96.76,"LINESTRING (5.5897151 50.6476428, 5.5884055 50.6473827)",N671,,,,,,
11224,"[122555850, 587303739, 587303738]",,False,,Rue de la Linière,residential,,84.11,"LINESTRING (5.5897151 50.6476428, 5.5896724 50.6477205, 5.5896579 50.64775, 5.5896077 50.6478323, 5.5895179 50.6480124, 5.5895621 50.6480534, 5.5893759 50.648347)",,,,building_passage,,,
11225,122555846,,False,,Cour Sarton,pedestrian,,46.973,"LINESTRING (5.5875443 50.6480824, 5.5876117 50.6479638, 5.5877395 50.6479963, 5.5876782 50.6481097, 5.5875443 50.6480824)",,,,,,,
11226,122555846,,False,,Cour Sarton,pedestrian,,46.973,"LINESTRING (5.5875443 50.6480824, 5.5876782 50.6481097, 5.5877395 50.6479963, 5.5876117 50.6479638, 5.5875443 50.6480824)",,,,,,,
11227,"[868184619, 868184620, 122555846]",,False,,Cour Sarton,pedestrian,,29.471,"LINESTRING (5.5875443 50.6480824, 5.5874847 50.6481765, 5.5874181 50.6482796, 5.587393 50.648327, 5.5873919 50.6483291)",,,,building_passage,,,
11228,137812258,,True,,Rue Delfosse,residential,,50.264,"LINESTRING (5.5821769 50.6481664, 5.5822395 50.6482289, 5.5823434 50.6483107, 5.5826592 50.6484962)",,,,,,,
11229,"[334425137, 62360375]",,True,1,"['Rue Hors-Château', 'Place Crève-Cœur']",residential,30,20.852,"LINESTRING (5.5821769 50.6481664, 5.5821464 50.6481529, 5.5820238 50.6481118, 5.5819123 50.6480839)",,,,,,,
11230,"[943520552, 943520553, 122555849, 942974458, 942974459]",,False,,Impasse de la Vignette,service,,136.601,"LINESTRING (5.5821769 50.6481664, 5.5821159 50.6482166, 5.5821108 50.6482212, 5.5820048 50.648322, 5.5818385 50.6484744, 5.5817664 50.648542, 5.5817051 50.6486036, 5.5815739 50.6487319, 5.5815749 50.6487496, 5.581601 50.6487685, 5.5816968 50.6488136, 5.5817003 50.6488373, 5.5816752 50.6488671, 5.5813159 50.6491581)",,,,,alley,,
11231,8071340,,True,,Rue Saint-Léonard,tertiary,30,27.829,"LINESTRING (5.5873919 50.6483291, 5.5877632 50.648414)",,,,,,,
11232,"[868184619, 868184620, 122555846]",,False,,Cour Sarton,pedestrian,,29.471,"LINESTRING (5.5873919 50.6483291, 5.587393 50.648327, 5.5874181 50.6482796, 5.5874847 50.6481765, 5.5875443 50.6480824)",,,,building_passage,,,
11233,587303738,,False,,Rue de la Linière,residential,,8.785,"LINESTRING (5.5893294 50.6484203, 5.5893759 50.648347)",,,,,,,
11234,137812258,,True,,Rue Delfosse,residential,,49.47299999999999,"LINESTRING (5.5826592 50.6484962, 5.5830285 50.6487008, 5.5830776 50.6487068, 5.5832359 50.6487263)",,,,,,,
11235,"[122555848, 943521013, 943521014]",,False,,Impasse de la Chaine,service,,106.8,"LINESTRING (5.5826592 50.6484962, 5.5826173 50.64852, 5.5825155 50.6486199, 5.5824795 50.6486586, 5.5824358 50.6486821, 5.5822489 50.6488544, 5.5818295 50.649296)",,,,,alley,,
11236,"[122555848, 943521013, 943521014]",,False,,Impasse de la Chaine,service,,106.8,"LINESTRING (5.5818295 50.649296, 5.5822489 50.6488544, 5.5824358 50.6486821, 5.5824795 50.6486586, 5.5825155 50.6486199, 5.5826173 50.64852, 5.5826592 50.6484962)",,,,,alley,,
11237,10699688,,False,,Rue de la Sèche,residential,,187.488,"LINESTRING (5.5904026 50.6564827, 5.5901394 50.6572106, 5.5900672 50.6577102, 5.5901305 50.658146)",,,,,,,
11238,28878448,,False,,Rue Fond des Tawes,residential,30,64.292,"LINESTRING (5.5904026 50.6564827, 5.5901881 50.6564926, 5.5894941 50.6565332)",,,,,,,
11239,28878448,,False,,Rue Fond des Tawes,residential,30,239.469,"LINESTRING (5.5904026 50.6564827, 5.5905394 50.6564901, 5.590758 50.6565248, 5.5922291 50.65687, 5.5924923 50.6569126, 5.592695 50.6569281, 5.5929096 50.6569455, 5.5936824 50.6569236)",,,,,,,
11240,10699688,,False,,Rue de la Sèche,residential,,14.22,"LINESTRING (5.5901305 50.658146, 5.5901395 50.6581582, 5.5901937 50.6582177, 5.590221 50.65826)",,,,,,,
11241,10699688,,False,,Rue de la Sèche,residential,,187.488,"LINESTRING (5.5901305 50.658146, 5.5900672 50.6577102, 5.5901394 50.6572106, 5.5904026 50.6564827)",,,,,,,
11242,122560731,,False,,Rue de la Sèche,track,,139.076,"LINESTRING (5.5901305 50.658146, 5.5900956 50.6581342, 5.5899706 50.6580704, 5.5897132 50.6579105, 5.589473 50.65772, 5.5893717 50.6576656, 5.5890879 50.6575738, 5.5889122 50.6575083, 5.5885635 50.657425)",,,,,,,
11243,10699688,,False,,Rue de la Sèche,residential,,257.164,"LINESTRING (5.590221 50.65826, 5.5902644 50.6584466, 5.5902387 50.6586041, 5.590186 50.6587125, 5.5900885 50.6588668, 5.5898684 50.6589344, 5.5897278 50.6590352, 5.5895156 50.6592796, 5.5893059 50.6594444, 5.5891456 50.6593959, 5.588453 50.6600565)",,,,,,,
11244,10699688,,False,,Rue de la Sèche,residential,,14.22,"LINESTRING (5.590221 50.65826, 5.5901937 50.6582177, 5.5901395 50.6581582, 5.5901305 50.658146)",,,,,,,
11245,122560727,,False,,Rue du Géron,residential,,69.113,"LINESTRING (5.590221 50.65826, 5.5903829 50.6582522, 5.5906303 50.6582002, 5.5906758 50.6582049, 5.590735 50.6582217, 5.590766 50.6582659, 5.5907446 50.6583863, 5.5907146 50.6584982)",,,,,,,
11246,122560727,,False,,Rue du Géron,residential,,69.113,"LINESTRING (5.5907146 50.6584982, 5.5907446 50.6583863, 5.590766 50.6582659, 5.590735 50.6582217, 5.5906758 50.6582049, 5.5906303 50.6582002, 5.5903829 50.6582522, 5.590221 50.65826)",,,,,,,
11247,122560723,,False,,Rue des Sureaux,residential,,57.008,"LINESTRING (5.5940936 50.6618774, 5.5939738 50.6619822, 5.5938642 50.662163, 5.5938354 50.6622836, 5.5938518 50.6623504)",,,,,,,
11248,"[529780537, 176677194]",,False,,Rue Tribouillet,residential,,316.309,"LINESTRING (5.6014305 50.6620235, 5.6014502 50.6618612, 5.6014305 50.6616447, 5.6014042 50.6615074, 5.6013385 50.6613742, 5.6014173 50.6612493, 5.6016275 50.6609163, 5.6016537 50.6608247, 5.6014764 50.6605375, 5.6003575 50.6604584, 5.5996219 50.6604157, 5.5994813 50.6603504)",,designated,,,,,
11249,51682176,,False,,Boulevard Hector Denis,tertiary,50,63.48699999999999,"LINESTRING (5.5938518 50.6623504, 5.5933055 50.6624306, 5.5929773 50.6624868)",,,,,,,
11250,51682176,,False,,Boulevard Hector Denis,tertiary,50,121.817,"LINESTRING (5.5938518 50.6623504, 5.594626 50.6622199, 5.5949715 50.6621605, 5.5953381 50.6621022, 5.5955065 50.6620448)",,,,,,,
11251,122560723,,False,,Rue des Sureaux,residential,,57.008,"LINESTRING (5.5938518 50.6623504, 5.5938354 50.6622836, 5.5938642 50.662163, 5.5939738 50.6619822, 5.5940936 50.6618774)",,,,,,,
11252,35769314,,False,,Rue du Thier-à-Liège,track,,215.885,"LINESTRING (5.5985753 50.6625012, 5.5967615 50.6621621, 5.5960023 50.6620481, 5.595627 50.6619773)",,,,,,,
11253,122562279,,False,,Rue des Petites Vignes,residential,,57.58,"LINESTRING (5.5987632 50.6553817, 5.5980906 50.6556755)",,,,,,,
11254,341589699,,False,,,service,,12.781,"LINESTRING (5.5987632 50.6553817, 5.5989269 50.6554311)",,,,,,,
11255,122562279,,False,,Rue des Petites Vignes,residential,,52.373,"LINESTRING (5.5987632 50.6553817, 5.5982735 50.6551707, 5.5981716 50.6551002)",,,,,,,
11256,721314073,,False,,Rue Charles Horion,tertiary,50,23.206,"LINESTRING (5.6033431 50.6591731, 5.6031405 50.6593376)",,,,,,,
11257,8761655,,False,,Rue Charles Horion,tertiary,50,82.20800000000001,"LINESTRING (5.6033431 50.6591731, 5.6033908 50.6591314, 5.6035918 50.6589408, 5.6037105 50.6588364, 5.6037546 50.6587976, 5.603785 50.6587344, 5.6037855 50.6586732, 5.6037406 50.6585211)",,,,,,,
11258,"[176677192, 122562277]",,False,,Rue Charles Gothier,"['residential', 'path']",,180.291,"LINESTRING (5.6033431 50.6591731, 5.6034235 50.6592545, 5.6034489 50.6593018, 5.6034874 50.6595307, 5.6036787 50.659589, 5.6038757 50.6596473, 5.6040333 50.6596306, 5.604196 50.6595831, 5.6043734 50.6595399, 5.604567 50.6595059, 5.6048863 50.6595005, 5.6053643 50.6595538)",,,,,,,
11259,721314257,,True,,Rue Renardi,residential,,13.25,"LINESTRING (5.6053643 50.6595538, 5.6053405 50.659672)",,,,,,,
11260,"[176677192, 122562277]",,False,,Rue Charles Gothier,"['residential', 'path']",,180.291,"LINESTRING (5.6053643 50.6595538, 5.6048863 50.6595005, 5.604567 50.6595059, 5.6043734 50.6595399, 5.604196 50.6595831, 5.6040333 50.6596306, 5.6038757 50.6596473, 5.6036787 50.659589, 5.6034874 50.6595307, 5.6034489 50.6593018, 5.6034235 50.6592545, 5.6033431 50.6591731)",,,,,,,
11261,8599485,,False,,Rue Professeur Mahaim,residential,,22.275,"LINESTRING (5.5582511 50.6159129, 5.5583068 50.6160354, 5.5583518 50.6161024)",,,,,,,
11262,8599485,,False,,Rue Professeur Mahaim,residential,,118.757,"LINESTRING (5.5582511 50.6159129, 5.5580775 50.6155037, 5.5577797 50.6148878)",,,,,,,
11263,122564293,,False,,Rue Thier Del Dague,residential,,71.189,"LINESTRING (5.5582511 50.6159129, 5.558068 50.6159049, 5.5574316 50.6158766, 5.5573061 50.6158793, 5.5572474 50.6158918)",,,,,,,
11264,"[219440836, 219440582]",,False,,Rue du Perron,residential,"['30', '50']",180.704,"LINESTRING (5.5547865 50.6164823, 5.5553472 50.616955, 5.5559749 50.617524, 5.5561635 50.6176823, 5.5562934 50.6177961)",,,,,,,
11265,"[219440836, 8119644]",,False,,Rue du Perron,residential,30,122.472,"LINESTRING (5.5547865 50.6164823, 5.5546118 50.6163349, 5.5545639 50.6162893, 5.5537615 50.6155935)",,,,,,,
11266,354826116,,False,,Rue Thier Del Dague,residential,,115.171,"LINESTRING (5.5547865 50.6164823, 5.5549447 50.6164618, 5.5553315 50.616501, 5.5556487 50.616501, 5.5558803 50.6164627, 5.5560655 50.6164175, 5.5561931 50.6163535, 5.556308 50.6162814)",,,,,,,
11267,24798470,,False,,Passage Boute-li-Cou,residential,,78.878,"LINESTRING (5.5572432 50.6174219, 5.5562934 50.6177961)",,,,,,,
11268,122564291,,False,,Rue de la Treille,residential,,49.177,"LINESTRING (5.5572432 50.6174219, 5.5575777 50.6178099)",,,,,,,
11269,122564291,,False,,Rue de la Treille,residential,,161.119,"LINESTRING (5.5572432 50.6174219, 5.5571447 50.6173076, 5.556286 50.6164467, 5.5561814 50.6164664, 5.5561723 50.6164334, 5.556333 50.6163166, 5.5563303 50.6162926, 5.556308 50.6162814)",,,,,,,
11270,8119640,,False,,Rue du Pressoir,residential,,170.601,"LINESTRING (5.5583897 50.6174341, 5.558724 50.6178195, 5.55905 50.6182106, 5.5590505 50.6184424, 5.5588656 50.6188458)",,,,,,,
11271,8119640,,False,,Rue du Pressoir,residential,,96.154,"LINESTRING (5.5583897 50.6174341, 5.5583082 50.6173311, 5.5581747 50.6171442, 5.5578249 50.6167731, 5.5577376 50.6166759)",,,,,,,
11272,122564281,,False,,Passage Jupe-en-Haut,track,,71.18799999999999,"LINESTRING (5.5583897 50.6174341, 5.5580739 50.6175803, 5.5579677 50.6176532, 5.5575777 50.6178099)",,,,,,,
11273,122564291,,False,,Rue de la Treille,residential,,49.177,"LINESTRING (5.5575777 50.6178099, 5.5572432 50.6174219)",,,,,,,
11274,122564281,,False,,Passage Jupe-en-Haut,track,,71.188,"LINESTRING (5.5575777 50.6178099, 5.5579677 50.6176532, 5.5580739 50.6175803, 5.5583897 50.6174341)",,,,,,,
11275,122564291,,False,,Rue de la Treille,residential,,117.596,"LINESTRING (5.5575777 50.6178099, 5.5577456 50.6180047, 5.5578571 50.6182661, 5.5579064 50.6184447, 5.5579002 50.6188281)",,,,,,,
11276,122564303,,False,,Rue du Magnolia,residential,,139.762,"LINESTRING (5.5598739 50.6216047, 5.5595345 50.6215632, 5.5591566 50.6215323, 5.5589684 50.6215486, 5.5581253 50.6217608, 5.5580755 50.6218556)",,,,,,,
11277,219438102,,False,,Rue de Bourgogne,residential,30,47.86,"LINESTRING (5.5598739 50.6216047, 5.5599966 50.6213751, 5.5601011 50.6211992)",,,,,,,
11278,"[219438102, 219438094]",,False,,Rue de Bourgogne,residential,30,59.453,"LINESTRING (5.5598739 50.6216047, 5.5598475 50.6216715, 5.5598011 50.6217374, 5.5596825 50.6219057, 5.5596106 50.6220078, 5.5595427 50.6220952)",,,,,,,
11279,122564285,,False,,Rue du Châtaignier,residential,,34.265,"LINESTRING (5.5559955 50.6217007, 5.5556228 50.6218983)",,,,,,,
11280,122564303,,False,,Rue du Magnolia,residential,,139.762,"LINESTRING (5.5580755 50.6218556, 5.5581253 50.6217608, 5.5589684 50.6215486, 5.5591566 50.6215323, 5.5595345 50.6215632, 5.5598739 50.6216047)",,,,,,,
11281,122564285,,False,,Rue du Châtaignier,residential,,34.265,"LINESTRING (5.5556228 50.6218983, 5.5559955 50.6217007)",,,,,,,
11282,158191627,,False,,Rue des Mésanges,residential,,38.579,"LINESTRING (5.5556228 50.6218983, 5.5559453 50.6221785)",,,,,,,
11283,158191627,,False,,Rue des Mésanges,residential,,96.152,"LINESTRING (5.5556228 50.6218983, 5.5554876 50.6217694, 5.5554445 50.621697, 5.5554453 50.6215607, 5.555568 50.6214311, 5.5559651 50.6211954)",,,,,,,
11284,122564302,,False,,Rue des Tamaris,residential,,60.033,"LINESTRING (5.5566441 50.6218704, 5.5559453 50.6221785)",,,,,,,
11285,122564302,,False,,Rue des Tamaris,residential,,60.033,"LINESTRING (5.5559453 50.6221785, 5.5566441 50.6218704)",,,,,,,
11286,158191627,,False,,Rue des Mésanges,residential,,38.579,"LINESTRING (5.5559453 50.6221785, 5.5556228 50.6218983)",,,,,,,
11287,158191627,,False,,Rue des Mésanges,residential,,56.14399999999999,"LINESTRING (5.5559453 50.6221785, 5.5562497 50.622481, 5.5563735 50.6226041)",,,,,,,
11288,8119660,,False,,Rue des Écureuils,residential,,42.58,"LINESTRING (5.5584661 50.6222345, 5.5581096 50.6224142, 5.5579935 50.6224727)",,,,,,,
11289,122564301,,False,,Rue des Lauriers,residential,,32.636,"LINESTRING (5.5570547 50.6223716, 5.5575108 50.6224207)",,,,,,,
11290,122564301,,False,,Rue des Lauriers,residential,,73.868,"LINESTRING (5.5570547 50.6223716, 5.5568725 50.6229591, 5.5568381 50.6230209)",,,,,,,
11291,129647617,,False,,,residential,,15.996,"LINESTRING (5.5570547 50.6223716, 5.5569955 50.6223662, 5.5568304 50.6223505)",,,,,,,
11292,129530640,,False,,,path,,59.714,"LINESTRING (5.562825 50.6226709, 5.5623339 50.6222335)",,,,,,,
