,osmid,bridge,oneway,lanes,name,highway,maxspeed,length,geometry,ref,access,junction,tunnel,service,width,est_width
0,"[623809088, 28641074, 151659531, 623809087]",yes,True,"['3', '2']",Pont des Grosses Battes,tertiary,50,202.385,"LINESTRING (5.6011665 50.615225, 5.6014295 50.6146131, 5.6016035 50.6142195, 5.6016853 50.6140747, 5.6018475 50.6136787, 5.6018677 50.6135681, 5.6018545 50.6134657)",,,,,,,
1,361342365,,True,2,Rue des Vennes,primary,50,56.526,"LINESTRING (5.5971789 50.616662, 5.5972398 50.6165627, 5.5973585 50.6164466, 5.5974939 50.616367, 5.5976686 50.6162994, 5.597692 50.6162923)",N30,,,,,,
2,137835295,,True,2,Boulevard de Douai,primary,50,42.95,"LINESTRING (5.5921118 50.6223404, 5.5926591 50.6221712)",N30,,,,,,
3,42670870,,True,2,Boulevard de Froidmont,primary,50,24.416,"LINESTRING (5.5916373 50.6226345, 5.5918644 50.6224688)",N30,,,,,,
4,96320879,,True,,Rue des Gravillons,residential,50,33.31699999999999,"LINESTRING (5.5916373 50.6226345, 5.5916472 50.6225846, 5.5916524 50.6225607, 5.5916534 50.6225392, 5.5916402 50.622489, 5.5916093 50.6224606, 5.5914896 50.6223699)",,,,,,,
5,31632816,,True,1,Quai de l'Ourthe,primary_link,50,36.961,"LINESTRING (5.585199 50.6375142, 5.5849568 50.6374907, 5.5846802 50.6374671)",,,,,,,
6,31633572,,True,,Rue Rouleau,residential,50,91.86699999999999,"LINESTRING (5.585199 50.6375142, 5.5847402 50.6382149, 5.5847253 50.6382817)",,,,,,,
7,31633419,,True,1,Quai de l'Ourthe,primary_link,50,115.967,"LINESTRING (5.5814594 50.6375049, 5.5811276 50.6374988, 5.5809683 50.6374914, 5.5808068 50.6374765, 5.5806687 50.6374606, 5.5805209 50.637442, 5.5802547 50.6374092, 5.5799674 50.6373616, 5.579839 50.6373472)",,,,,,,
8,105775507,,True,,Quai de l'Ourthe,primary,50,72.77199999999999,"LINESTRING (5.5814594 50.6375049, 5.5807113 50.6374124, 5.5804505 50.6373688)",N610,,,,,,
9,28663832,,True,,Quai de la Boverie,primary,50,96.674,"LINESTRING (5.5775231 50.6358269, 5.577433 50.6357007, 5.5773471 50.635565, 5.5770493 50.6350117)",N610,,,,,,
10,313734082,,False,,Rue Adrien de Witte,residential,,138.041,"LINESTRING (5.5855071 50.6286237, 5.58529 50.6284152, 5.58517 50.6283221, 5.5849125 50.6281645, 5.5845357 50.6279797, 5.5840682 50.627809)",,,,,,,
11,414871164,,True,2,Boulevard Raymond Poincaré,primary,50,129.066,"LINESTRING (5.5855071 50.6286237, 5.5857452 50.6285884, 5.5861006 50.6285433, 5.586248 50.6285165, 5.5863329 50.6284983, 5.5864093 50.6284747, 5.5866542 50.6283766, 5.586818 50.6282856, 5.5869436 50.6282013, 5.5870728 50.6281006)",N30,,,,,,
12,35914561,,False,,Rue Bernimolin,residential,,18.58,"LINESTRING (5.5870728 50.6281006, 5.5871612 50.628258)",,,,,,,
13,24813980,,True,2,Boulevard Frankignoul,primary,50,178.329,"LINESTRING (5.5870728 50.6281006, 5.5871883 50.6280101, 5.587293 50.6279169, 5.5884412 50.6267532)",N30,,,,,,
14,35914561,,False,,Rue Bernimolin,residential,,89.14099999999999,"LINESTRING (5.5870728 50.6281006, 5.5869847 50.6279744, 5.5867017 50.6273355)",,,,,,,
15,8790985,,False,,Rue Eugène Simonis,residential,,22.481,"LINESTRING (5.5887518 50.626415, 5.5886593 50.6263903, 5.5884779 50.6263132)",,,,,,,
16,"[42670868, 137835293, 42670870]",,True,2,Boulevard de Froidmont,primary,"['30', '50']",219.292,"LINESTRING (5.5887518 50.626415, 5.5890791 50.626054, 5.5894544 50.6255936, 5.5894606 50.625585, 5.5897663 50.6251589, 5.5897767 50.6251428, 5.5899973 50.6248038, 5.5901197 50.6246463)",N30,,,,,,
17,368855373,,True,2,Quai de la Dérivation,primary,50,75.844,"LINESTRING (5.5892588 50.6410093, 5.5887213 50.6404185)",N610,,,,,,
18,28418312,,True,,Quai Henri Borguet,tertiary,50,22.25,"LINESTRING (5.6268237 50.604066, 5.6268231 50.6042661)",N61A,,,,,,
19,42680068,,False,2,Rue des Grands Prés,primary,50,18.59,"LINESTRING (5.6268237 50.604066, 5.6266297 50.6041791)",N61,,,,,,
20,28060294,,False,,,primary_link,50,15.247,"LINESTRING (5.613607 50.6076511, 5.6134082 50.6077048)",,,,,,,
21,89219909,,True,2,Boulevard de Beaufraipont,primary,50,43.537,"LINESTRING (5.613607 50.6076511, 5.6138525 50.6080103)",N30,,,,,,
22,353306701,,False,2,Rue des Grands Prés,primary,50,30.014,"LINESTRING (5.613607 50.6076511, 5.6137009 50.6076269, 5.6137862 50.6076056, 5.6139995 50.6075472)",N61,,,,,,
23,"[623813510, 8266854, 179243151]",,False,3,Rue Denis Lecocq,unclassified,50,82.739,"LINESTRING (5.6142123 50.6090766, 5.6140576 50.6091131, 5.6136477 50.6090928, 5.613351 50.6090938, 5.6130553 50.6091244)",,,,,,,
24,"[28060296, 623813500]",,False,"['4', '5']",Boulevard de Beaufraipont,primary,50,100.687,"LINESTRING (5.6142123 50.6090766, 5.6141737 50.6088547, 5.6140942 50.6086703, 5.6139036 50.6083604, 5.6138328 50.6082085)",N30,,,,,,
25,37548434,,False,4,Rue de la Station,primary,50,58.494,"LINESTRING (5.6142123 50.6090766, 5.6142069 50.6093205, 5.6142098 50.6094456, 5.6142129 50.6096026)",N30,,,,,,
26,"[28125384, 28125385]",yes,False,,Rue Denis Lecocq,unclassified,50,388.12,"LINESTRING (5.6130553 50.6091244, 5.6129472 50.6091537, 5.6121266 50.6093801, 5.6104071 50.6098526, 5.6088815 50.6102481, 5.6079983 50.6104966)",,,,,,,
27,37548432,,False,,,cycleway,,14.145,"LINESTRING (5.6130553 50.6091244, 5.6130227 50.6091094, 5.6128826 50.6090601)",,,,,,,
28,"[8266854, 623813510, 179243151]",,False,3,Rue Denis Lecocq,unclassified,50,82.739,"LINESTRING (5.6130553 50.6091244, 5.613351 50.6090938, 5.6136477 50.6090928, 5.6140576 50.6091131, 5.6142123 50.6090766)",,,,,,,
29,30713713,,False,,Rue Denis Lecocq,unclassified,50,79.272,"LINESTRING (5.6079983 50.6104966, 5.6069834 50.6108023)",,,,,,,
30,"[28125384, 28125385]",yes,False,,Rue Denis Lecocq,unclassified,50,388.12,"LINESTRING (5.6079983 50.6104966, 5.6088815 50.6102481, 5.6104071 50.6098526, 5.6121266 50.6093801, 5.6129472 50.6091537, 5.6130553 50.6091244)",,,,,,,
31,566130502,,False,,Rue de Chênée,residential,50,121.645,"LINESTRING (5.6079983 50.6104966, 5.607804 50.6102794, 5.6073081 50.610452, 5.6069756 50.6105491, 5.6066172 50.61066)",,,,,,,
32,960142295,,False,,,path,,183.673,"LINESTRING (5.6079983 50.6104966, 5.6080911 50.6105891, 5.6080358 50.6109464, 5.6078737 50.6117741, 5.607642 50.6120907)",,,,,,,
33,28216626,,False,,,secondary,50,9.59,"LINESTRING (5.6012651 50.6126042, 5.6013231 50.6126822)",N633,,,,,,
34,35599565,,False,,,secondary,50,40.995,"LINESTRING (5.6012651 50.6126042, 5.6010161 50.6122711)",N633,,,,,,
35,30713713,,False,,Rue Denis Lecocq,unclassified,50,188.141,"LINESTRING (5.6012651 50.6126042, 5.6033577 50.6120334, 5.603701 50.6119178)",,,,,,,
36,28660130,,True,2,Quai Paul van Hoegaerden,secondary,50,126.328,"LINESTRING (5.5761427 50.6384444, 5.5764175 50.6388667, 5.5765519 50.6391444, 5.5766568 50.6393208, 5.5767745 50.6395066)",N671,,,,,,
37,140916726,,True,1,Quai Roosevelt,secondary_link,,91.368,"LINESTRING (5.5770347 50.6403572, 5.5770385 50.6404783, 5.5770575 50.6405644, 5.5770764 50.6406505, 5.5771194 50.6408403, 5.5771293 50.6409592, 5.577131 50.6409894, 5.5771269 50.6410216, 5.5771132 50.6410674, 5.5770746 50.6411713)",N671,no,,,,,
38,"[305304857, 184970667, 140916721]",,True,"['1', '2']","['Quai Roosevelt', 'Quai de la Ribuée', 'Quai sur Meuse']",secondary,50,487.136,"LINESTRING (5.5770347 50.6403572, 5.5771214 50.6406456, 5.5771631 50.6408158, 5.5771877 50.6409806, 5.5771857 50.6412566, 5.5772925 50.6417283, 5.5774105 50.6422498, 5.5774862 50.6425237, 5.5775582 50.6427511, 5.577656 50.6429761, 5.5777794 50.6432311, 5.5779623 50.6435828, 5.5780136 50.6436665, 5.5780956 50.6437829, 5.578224 50.643956, 5.5782916 50.6440441, 5.5783677 50.644135, 5.5786649 50.6444518, 5.5787557 50.6445474)",N671,,,,,,
39,426515640,,False,,Quai de Wallonie,unclassified,,16.883,"LINESTRING (5.6190711 50.6546816, 5.6192867 50.6547477)",,,,,,,
40,10264805,,False,,Quai de Wallonie,residential,,167.465,"LINESTRING (5.6190711 50.6546816, 5.6181735 50.6543555, 5.6176251 50.6541645, 5.6175813 50.6541499, 5.6169925 50.6539529)",,,,,,,
41,"[35946250, 35946251, 35946252, 180401335, 8272984]",yes,False,,,unclassified,50,361.376,"LINESTRING (5.6310831 50.6538169, 5.631039 50.6535472, 5.6310174 50.653423, 5.6309284 50.6529074, 5.6309066 50.652781, 5.6309015 50.6527517, 5.6308844 50.6525519, 5.6308699 50.6524481, 5.6305372 50.6506619, 5.6305159 50.6505875)",,,,,,,
42,35945515,,False,,Rue de l'Île Monsin,unclassified,,388.9400000000001,"LINESTRING (5.6310831 50.6538169, 5.6279197 50.6540869, 5.6271647 50.6541225, 5.6266631 50.6541754, 5.6262683 50.6541917, 5.6258992 50.6541808, 5.62561 50.6541459)",,,,,,,
43,131390543,,False,,Rue de l'Île Monsin,unclassified,,176.184,"LINESTRING (5.6310831 50.6538169, 5.6329253 50.6536835, 5.6335701 50.6536924)",N671g,,,,,,
44,683504153,,False,,,service,,130.238,"LINESTRING (5.6310831 50.6538169, 5.631204 50.6544418, 5.6312948 50.6549804)",,,,,,,
45,8266942,,False,,route n°6,service,,191.185,"LINESTRING (5.6409094 50.6569296, 5.6403567 50.6569662, 5.6384481 50.6570918, 5.6382131 50.6571137)",,,,,,,
46,131390543,,False,,Rue de l'Île Monsin,unclassified,,230.778,"LINESTRING (5.6409094 50.6569296, 5.6410439 50.657136, 5.6411208 50.6572424, 5.6412785 50.657517, 5.641829 50.658917)",N671g,,,,,,
47,131390543,,False,,Rue de l'Île Monsin,unclassified,,138.864,"LINESTRING (5.6409094 50.6569296, 5.6404157 50.6562992, 5.6399145 50.6558564)",N671g,,,,,,
48,98758061,,False,,Route n°12,service,,134.03,"LINESTRING (5.643083 50.6626473, 5.6433174 50.6626298, 5.643451 50.6625438, 5.6434726 50.6622296, 5.6435243 50.6621504, 5.643673 50.6621162, 5.6443582 50.6621299)",,,,,,,
49,131390543,,False,,Rue de l'Île Monsin,unclassified,,114.366,"LINESTRING (5.643083 50.6626473, 5.6430505 50.6631011, 5.642827 50.6636576)",N671g,,,,,,
50,131390543,,False,,Rue de l'Île Monsin,unclassified,,203.228,"LINESTRING (5.643083 50.6626473, 5.6430238 50.6621813, 5.6425487 50.6608549)",N671g,,,,,,
51,131390543,,False,,Rue de l'Île Monsin,unclassified,,191.709,"LINESTRING (5.642827 50.6636576, 5.6420514 50.6653101)",N671g,,,,,,
52,131390543,,False,,Rue de l'Île Monsin,unclassified,,114.366,"LINESTRING (5.642827 50.6636576, 5.6430505 50.6631011, 5.643083 50.6626473)",N671g,,,,,,
53,683447818,,False,,,service,,243.476,"LINESTRING (5.642827 50.6636576, 5.6430248 50.6636907, 5.6430758 50.663702, 5.6432605 50.6637373, 5.6437862 50.6629178, 5.6439954 50.6629569, 5.6443951 50.6623703, 5.6443582 50.6621299)",,,,,,,
54,131390543,,False,,Rue de l'Île Monsin,unclassified,,191.709,"LINESTRING (5.6420514 50.6653101, 5.642827 50.6636576)",N671g,,,,,,
55,98758048,,False,,Route n°11,service,,394.669,"LINESTRING (5.6420514 50.6653101, 5.6419191 50.6653623, 5.6417934 50.665417, 5.6415427 50.6655934, 5.6414365 50.6656445, 5.641307 50.6656948, 5.6411752 50.6657136, 5.6410734 50.6657169, 5.6409413 50.6656863, 5.6408672 50.6656474, 5.6407647 50.6655746, 5.6397086 50.6646261, 5.6393213 50.6643835, 5.6384751 50.6635022)",,,,,,,
56,5025675,,True,1,,trunk_link,50,161.288,"LINESTRING (5.5438496 50.6083938, 5.5437779 50.6084369, 5.5437104 50.6084834, 5.5436661 50.6085287, 5.5436412 50.6085712, 5.543621 50.6086136, 5.5436105 50.6086561, 5.5436111 50.6086989, 5.5436202 50.6087418, 5.5436528 50.6088074, 5.5436937 50.6088424, 5.543756 50.6088804, 5.5438248 50.6089108, 5.5439239 50.6089405, 5.5440138 50.6089517, 5.5441015 50.6089492, 5.5441778 50.608937, 5.5442412 50.60892, 5.5443053 50.6088962, 5.5443715 50.6088608, 5.5444222 50.6088184, 5.5444613 50.608778, 5.544481 50.6087376, 5.5444973 50.6086782, 5.5444957 50.6086347, 5.544482 50.6085762, 5.5444318 50.6084325)",,,,,,,
57,611979918,,True,2,Quai Vercour,secondary,,30.4,"LINESTRING (5.5438496 50.6083938, 5.5435395 50.6084146, 5.5434212 50.6084226)",N617,,,,,,
58,611979926,,True,2,Quai Vercour,secondary,,121.681,"LINESTRING (5.5425986 50.6084766, 5.5416685 50.6085258, 5.5408791 50.608558)",N617,,,,,,
59,611979937,,True,,Rue de la Centrale,residential,,6.764,"LINESTRING (5.5408791 50.608558, 5.5408691 50.6084975)",,,,,,,
60,8439990,,False,,Rue de la Centrale,residential,,165.093,"LINESTRING (5.5408791 50.608558, 5.5408957 50.6086209, 5.5415291 50.6099838)",,,,,,,
61,142807296,,True,2,Quai Vercour,secondary,,102.236,"LINESTRING (5.5408791 50.608558, 5.5399986 50.6086278, 5.5394459 50.6086905)",N617,,,,,,
62,185623725,,False,,Rue de Souvret,residential,,324.973,"LINESTRING (5.5388901 50.6087663, 5.540169 50.6115739)",,,,,,,
63,145474829,,True,2,Quai Vercour,secondary,70,68.393,"LINESTRING (5.5388901 50.6087663, 5.5383693 50.6088611, 5.537966 50.6089509)",N617,,,,,,
64,185623558,,False,,Rue Gilles Galler,residential,,260.924,"LINESTRING (5.537966 50.6089509, 5.5389688 50.6112095)",,,,,,,
65,145474829,,True,2,Quai Vercour,secondary,70,103.076,"LINESTRING (5.537966 50.6089509, 5.5373512 50.6090933, 5.536894 50.6092097, 5.5366096 50.6092936)",N617,,,,,,
66,4941188,,False,,Rue de la Barge,residential,,161.003,"LINESTRING (5.5366096 50.6092936, 5.5366694 50.6093576, 5.5367061 50.6094097, 5.5373404 50.6106631)",,,,,,,
67,35948622,,False,,Rue de Visé,secondary,50,33.115,"LINESTRING (5.6403044 50.6509876, 5.6402655 50.6509496, 5.6401689 50.650888, 5.6399525 50.6507952)",N642,,,,,,
68,656753397,,True,,Rue de Visé,secondary,,9.806000000000001,"LINESTRING (5.6403044 50.6509876, 5.6403712 50.6509754, 5.6404405 50.6509793)",,,roundabout,,,,
69,219560252,,False,,Rue Ernest Solvay,tertiary,,89.167,"LINESTRING (5.5392037 50.6117374, 5.5379894 50.6119594)",,,,,,,
70,219560252,,False,,Rue Ernest Solvay,tertiary,,70.498,"LINESTRING (5.5392037 50.6117374, 5.540169 50.6115739)",,,,,,,
71,4841486,,False,,Verte Voie,residential,50,54.211,"LINESTRING (5.5392037 50.6117374, 5.5393564 50.6120685, 5.5394195 50.6122053)",,,,,,,
72,185623558,,False,,Rue Gilles Galler,residential,,60.996,"LINESTRING (5.5392037 50.6117374, 5.539048 50.6113875, 5.5389688 50.6112095)",,,,,,,
73,219560252,,False,,Rue Ernest Solvay,tertiary,,89.167,"LINESTRING (5.5379894 50.6119594, 5.5392037 50.6117374)",,,,,,,
74,4941188,,False,,Rue de la Barge,residential,,94.38400000000001,"LINESTRING (5.5379894 50.6119594, 5.5376184 50.6112009, 5.5375916 50.611149)",,,,,,,
75,219560252,,False,,Rue Ernest Solvay,tertiary,,392.044,"LINESTRING (5.5379894 50.6119594, 5.53627 50.6124793, 5.5357908 50.6126436, 5.5348941 50.6132092, 5.5336606 50.6140012, 5.5336072 50.6140454)",,,,,,,
76,185623725,,False,,Rue de Souvret,residential,,324.973,"LINESTRING (5.540169 50.6115739, 5.5388901 50.6087663)",,,,,,,
77,219560252,,False,,Rue Ernest Solvay,tertiary,,70.498,"LINESTRING (5.540169 50.6115739, 5.5392037 50.6117374)",,,,,,,
78,219560252,,False,,Rue Ernest Solvay,tertiary,,146.606,"LINESTRING (5.540169 50.6115739, 5.5421643 50.6112063)",,,,,,,
79,219560252,,False,,Rue Ernest Solvay,tertiary,,146.606,"LINESTRING (5.5421643 50.6112063, 5.540169 50.6115739)",,,,,,,
80,8439990,,False,,Rue de la Centrale,residential,,89.328,"LINESTRING (5.5421643 50.6112063, 5.5419501 50.6107565, 5.5417981 50.6104373)",,,,,,,
81,219560252,,False,,Rue Ernest Solvay,tertiary,,220.057,"LINESTRING (5.5421643 50.6112063, 5.5444958 50.6108006, 5.5451756 50.6106919)",,,,,,,
82,4841486,,False,,Verte Voie,residential,50,459.922,"LINESTRING (5.5424525 50.6152359, 5.5420692 50.6148511, 5.5419258 50.6147935, 5.5409197 50.6148866, 5.5406581 50.6148482, 5.5405685 50.6146975, 5.5394195 50.6122053)",,,,,,,
83,239848615,,False,,Rue Galilée,residential,50,85.362,"LINESTRING (5.5424525 50.6152359, 5.5424431 50.6154164, 5.5423685 50.61552, 5.5419647 50.6159178)",,,,,,,
84,239848616,,False,,Rue de l'Hippodrome,residential,,299.918,"LINESTRING (5.5424525 50.6152359, 5.5440612 50.6146648, 5.5455826 50.6141733, 5.5462038 50.6139684)",,,,,,,
85,"[507850232, 239848617, 28769499]",,False,,"['Rue Galilée', ""Rue de l'Hippodrome""]","['residential', 'track']",,199.73,"LINESTRING (5.5424525 50.6152359, 5.5423967 50.6152631, 5.5410666 50.6156883, 5.5410254 50.6157296, 5.5410254 50.6158164, 5.541382 50.6163256, 5.5414501 50.6164307)",,,,,,,
86,239848615,,False,,Rue Galilée,residential,50,67.608,"LINESTRING (5.5414501 50.6164307, 5.5419647 50.6159178)",,,,,,,
87,231240996,,False,,Rue Galilée,residential,50,156.119,"LINESTRING (5.5414501 50.6164307, 5.5416641 50.6166765, 5.5421403 50.6168473, 5.542244 50.6169409, 5.5425089 50.6175809)",,,,,,,
88,"[507850232, 239848617, 28769499]",,False,,"['Rue Galilée', ""Rue de l'Hippodrome""]","['residential', 'track']",,199.73,"LINESTRING (5.5414501 50.6164307, 5.541382 50.6163256, 5.5410254 50.6158164, 5.5410254 50.6157296, 5.5410666 50.6156883, 5.5423967 50.6152631, 5.5424525 50.6152359)",,,,,,,
89,122570336,,False,,Rue de l'Espinette,residential,,119.627,"LINESTRING (5.550044 50.6127235, 5.5516215 50.6131177)",,,,,,,
90,239848616,,False,,Rue de l'Hippodrome,residential,,104.249,"LINESTRING (5.550044 50.6127235, 5.5513391 50.6122723)",,,,,,,
91,239848616,,False,,Rue de l'Hippodrome,residential,,75.177,"LINESTRING (5.550044 50.6127235, 5.5490921 50.6130272)",,,,,,,
92,8467083,,True,2,Rue Joseph Halkin,residential,50,261.017,"LINESTRING (5.550044 50.6127235, 5.5502372 50.6132211, 5.5506668 50.6138327, 5.5511042 50.6144962, 5.5512123 50.6146544, 5.5512449 50.6147021, 5.5513838 50.6149055)",,,,,,,
93,239848616,,False,,Rue de l'Hippodrome,residential,,104.249,"LINESTRING (5.5513391 50.6122723, 5.550044 50.6127235)",,,,,,,
94,105957582,,False,,Rue de l'Hippodrome,residential,,311.098,"LINESTRING (5.5513391 50.6122723, 5.5514322 50.6122415, 5.5552287 50.610955)",,,,,,,
95,4595419,,False,,Rue de Berloz,residential,,96.181,"LINESTRING (5.5505651 50.6097581, 5.5504403 50.6096984, 5.550372 50.6093548, 5.5503165 50.6089368)",,,,,,,
96,8435111,,False,,Rue de l'Avouerie,residential,,187.709,"LINESTRING (5.5505651 50.6097581, 5.5505903 50.609896, 5.5510611 50.6114162)",,,,,,,
97,244397711,,False,,Rue Ernest Solvay,tertiary,,339.468,"LINESTRING (5.5505651 50.6097581, 5.5502284 50.6097929, 5.5480871 50.6101614, 5.5459253 50.6105596)",,,,,,,
98,244397711,,False,,Rue Ernest Solvay,tertiary,,177.043,"LINESTRING (5.5505651 50.6097581, 5.5508027 50.6097436, 5.5508846 50.6097386, 5.5518423 50.6096967, 5.5528859 50.609651, 5.5530674 50.609643)",,,,,,,
99,219559939,,False,,Rue des Pampres,residential,,8.779,"LINESTRING (5.5532938 50.6096348, 5.5533551 50.6097035)",,,,,,,
100,244397711,,False,,Rue Ernest Solvay,tertiary,,16.002,"LINESTRING (5.5532938 50.6096348, 5.5530674 50.609643)",,,,,,,
101,244397711,,False,,Rue Ernest Solvay,tertiary,,87.829,"LINESTRING (5.5532938 50.6096348, 5.5535405 50.6096253, 5.5545345 50.6095722)",,,,,,,
102,244397711,,False,,Rue Ernest Solvay,tertiary,,59.919,"LINESTRING (5.5545345 50.6095722, 5.5553813 50.6095323)",,,,,,,
103,122570329,,False,,Rue de l'Île aux Corbeaux,residential,,209.894,"LINESTRING (5.5545345 50.6095722, 5.5543162 50.608371, 5.55422 50.6078407, 5.5541939 50.607697)",,,,,,,
104,244397711,,False,,Rue Ernest Solvay,tertiary,,87.829,"LINESTRING (5.5545345 50.6095722, 5.5535405 50.6096253, 5.5532938 50.6096348)",,,,,,,
105,8272931,,False,,Rue Schlemmer,residential,,64.07000000000001,"LINESTRING (5.5619612 50.6095615, 5.5619872 50.6094644, 5.5621434 50.6089971)",,,,,,,
106,244397711,,False,,Rue Ernest Solvay,tertiary,,402.9450000000001,"LINESTRING (5.5619612 50.6095615, 5.5601699 50.6095181, 5.5600066 50.6095141, 5.5598786 50.609511, 5.5593751 50.6095067, 5.5581281 50.6094962, 5.5573223 50.6095074, 5.5562531 50.6094911)",,,,,,,
107,244397711,,False,,Rue Ernest Solvay,tertiary,,313.353,"LINESTRING (5.5619612 50.6095615, 5.5621943 50.6095871, 5.5628064 50.6096751, 5.5634663 50.6097898, 5.5662125 50.6103658)",,,,,,,
108,"[4899410, 101048834, 101048846]",yes,False,,Pont des Modeleurs,residential,,418.519,"LINESTRING (5.5621434 50.6089971, 5.5619835 50.6089754, 5.5615112 50.608922, 5.5611747 50.6089183, 5.5608236 50.6091189, 5.5606702 50.6093697, 5.5603445 50.6099824, 5.5601351 50.6103871, 5.5600761 50.6105819, 5.5600361 50.6107986, 5.5600403 50.6110331, 5.5600631 50.6113728, 5.560153 50.6118406, 5.5601603 50.6118786)",,no,,,,,
109,8272931,,False,,Rue Schlemmer,residential,,64.07000000000001,"LINESTRING (5.5621434 50.6089971, 5.5619872 50.6094644, 5.5619612 50.6095615)",,,,,,,
110,8272939,,False,,Rue Côte d'Or,residential,,52.728,"LINESTRING (5.5601603 50.6118786, 5.5603196 50.6118722, 5.5609054 50.6118427)",,,,,,,
111,8272939,,False,,Rue Côte d'Or,residential,,72.077,"LINESTRING (5.5601603 50.6118786, 5.560011 50.6118866, 5.5593382 50.6119227, 5.5591423 50.6119321)",,,,,,,
112,"[101048834, 4899410, 101048846]",yes,False,,Pont des Modeleurs,residential,,418.519,"LINESTRING (5.5601603 50.6118786, 5.560153 50.6118406, 5.5600631 50.6113728, 5.5600403 50.6110331, 5.5600361 50.6107986, 5.5600761 50.6105819, 5.5601351 50.6103871, 5.5603445 50.6099824, 5.5606702 50.6093697, 5.5608236 50.6091189, 5.5611747 50.6089183, 5.5615112 50.608922, 5.5619835 50.6089754, 5.5621434 50.6089971)",,no,,,,,
113,4835623,,True,,Rue de Trazegnies,residential,,24.255,"LINESTRING (5.5524705 50.6144557, 5.5523737 50.6142464)",,,,,,,
114,28639051,,False,,Rue Chiff d'Or,residential,50,91.545,"LINESTRING (5.5524705 50.6144557, 5.5513838 50.6149055)",,,,,,,
115,"[101048888, 8272932, 101048868]",,False,,,residential,,68.91,"LINESTRING (5.5524705 50.6144557, 5.55264 50.6145466, 5.5529831 50.6147075, 5.5532797 50.6147965)",,,,yes,,,
116,48737448,,False,,Rue Faleye,residential,,67.767,"LINESTRING (5.5579919 50.6119997, 5.5577562 50.6114089)",,,,,,,
117,219559940,,False,,Rue Côte d'Or,residential,,7.059,"LINESTRING (5.5579919 50.6119997, 5.5578983 50.6120221)",,,,,,,
118,"[8272939, 219559940]",,False,,Rue Côte d'Or,residential,,81.524,"LINESTRING (5.5579919 50.6119997, 5.5589163 50.6119429, 5.5591423 50.6119321)",,,,,,,
119,"[8272952, 360944424]",,False,,Rivage-en-Pot,unclassified,,239.716,"LINESTRING (5.5660964 50.6068389, 5.5658132 50.6076124, 5.5678731 50.6079936)",,,,,,,
120,24854435,,False,,Rue de Renory,unclassified,50,465.4189999999999,"LINESTRING (5.5660964 50.6068389, 5.5644335 50.6066935, 5.5641766 50.6066633, 5.5639357 50.6066133, 5.5629093 50.6063695, 5.5619001 50.6062501, 5.5613878 50.6061757, 5.5609711 50.6060967, 5.5601682 50.6059288, 5.5598941 50.6058896, 5.5597072 50.6058601)",,,,,,,
121,24854435,,False,,Rue de Renory,unclassified,50,379.506,"LINESTRING (5.5660964 50.6068389, 5.5666167 50.6069084, 5.5671064 50.6070077, 5.5678488 50.6071792, 5.569304 50.6075093, 5.5707204 50.6079826, 5.5710565 50.6081154)",,,,,,,
122,"[360944424, 8272952]",,False,,Rivage-en-Pot,unclassified,,239.716,"LINESTRING (5.5678731 50.6079936, 5.5658132 50.6076124, 5.5660964 50.6068389)",,,,,,,
123,24854408,,False,,Rivage-en-Pot,unclassified,,45.043,"LINESTRING (5.5735897 50.6092652, 5.5732922 50.6096236)",,,,,,,
124,24854435,,False,,Rue de Renory,unclassified,50,143.799,"LINESTRING (5.5735897 50.6092652, 5.5726624 50.6087399, 5.5719956 50.6084654)",,,,,,,
125,24854435,,False,,Rue de Renory,unclassified,50,221.266,"LINESTRING (5.5735897 50.6092652, 5.5755249 50.6104241, 5.5757873 50.610581, 5.5758788 50.6106245)",,,,,,,
126,1015438676,,False,5,Rue de Herve,primary,50,41.152,"LINESTRING (5.6349734 50.6268283, 5.635543 50.6267483)",N3,,,,,,
127,28217493,,False,,Rue Joseph Willem,residential,50,262.029,"LINESTRING (5.6349734 50.6268283, 5.6351073 50.626729, 5.6354411 50.6264733, 5.6362946 50.6259252, 5.636573 50.6257145, 5.6367841 50.6251634, 5.6367866 50.6249676, 5.6367869 50.6248821)",,,,,,,
128,"[306312177, 623556258, 623556239]",,False,"['3', '4']",Rue de Herve,primary,"['30', '50']",101.274,"LINESTRING (5.6349734 50.6268283, 5.6345968 50.6268906, 5.6341095 50.6269588, 5.633578 50.6270422)",N3,,,,,,
129,352193907,,False,,Rue de Bois de Breux,residential,50,294.804,"LINESTRING (5.6349734 50.6268283, 5.6348346 50.6269487, 5.6347584 50.6270216, 5.6344563 50.6273212, 5.6341841 50.6276366, 5.6340813 50.6277775, 5.6339557 50.6279875, 5.6338759 50.6281713, 5.6337025 50.6286207, 5.6335727 50.6290373, 5.6335033 50.6292748)",,,,,,,
130,38764087,,False,2,Rue de Herve,primary,30,20.705,"LINESTRING (5.6307982 50.6274481, 5.6310841 50.6274059)",N3,,,,,,
131,"[306312181, 38764087]",,False,2,Rue de Herve,primary,30,117.121,"LINESTRING (5.6307982 50.6274481, 5.6295329 50.6276526, 5.6291874 50.6277035)",N3,,,,,,
