,osmid,oneway,lanes,ref,name,highway,maxspeed,length,bridge,junction,geometry,access,service,tunnel,width
1537,34080344,False,,,Avenue du Parc,residential,,137.151,,,"LINESTRING (4.8825241 50.4821451, 4.8823949 50.4819893, 4.8814764 50.4813826, 4.8812367 50.4812313)",,,,
1538,28141461,True,,,Avenue du Parc,residential,,13.0,,roundabout,"LINESTRING (4.8827773 50.4822043, 4.8827648 50.4822324, 4.8827386 50.4822564, 4.8827015 50.4822737, 4.8826576 50.4822823)",,,,
1539,28141463,True,,,Avenue du Parc,residential,,76.46100000000001,,,"LINESTRING (4.8827773 50.4822043, 4.8828971 50.4822735, 4.883541 50.4826906)",,,,
1540,28141461,True,,,Avenue du Parc,residential,,17.101,,roundabout,"LINESTRING (4.8826576 50.4822823, 4.8826173 50.482282, 4.8825789 50.4822743, 4.8825455 50.48226, 4.88252 50.4822402, 4.8825045 50.4822165, 4.8825003 50.482191)",,,,
1541,28141461,True,,,Avenue du Parc,residential,,5.428000000000001,,roundabout,"LINESTRING (4.8825003 50.482191, 4.8825071 50.482167, 4.8825241 50.4821451)",,,,
1542,37066480,False,,,Rue Ernest Deprez,residential,,21.187,,,"LINESTRING (4.8825003 50.482191, 4.8823634 50.4822548, 4.8822432 50.4822859)",,,,
1543,28141460,False,,,Rue Sergent Delisse,residential,,99.631,,,"LINESTRING (4.8876399 50.4841239, 4.8866188 50.4847409)",,,,
1544,161232848,False,,N91,Chaussée de Louvain,primary,50,173.176,,,"LINESTRING (4.8876399 50.4841239, 4.885933 50.4830077)",,,,
1545,896764804,False,2,N91,Chaussée de Louvain,primary,50,248.285,,,"LINESTRING (4.8876399 50.4841239, 4.8878191 50.484241, 4.8900825 50.4857271)",,,,
1546,28141460,False,,,Rue Sergent Delisse,residential,,99.631,,,"LINESTRING (4.8866188 50.4847409, 4.8876399 50.4841239)",,,,
1547,28141464,False,,,Rue Sergent Delisse,residential,,159.525,,,"LINESTRING (4.8866188 50.4847409, 4.8850591 50.4837049)",,,,
1548,28141464,False,,,Rue Sergent Delisse,residential,,160.456,,,"LINESTRING (4.8866188 50.4847409, 4.8881975 50.4857769)",,,,
1549,353984608,True,,,Rond-Point du Nord,primary,50,15.961,,roundabout,"LINESTRING (4.8587551 50.469927, 4.8587722 50.4698804, 4.8588105 50.4698393, 4.8588665 50.4698073)",,,,
1550,36858293,False,,,Rue Gustave Defnet,residential,,45.444,,,"LINESTRING (4.8628612 50.471344, 4.8622217 50.4713071)",,,,
1551,28141716,True,,,Rue de la Pépinière,residential,,158.128,,,"LINESTRING (4.8628612 50.471344, 4.8626996 50.4720081, 4.8624516 50.4722477, 4.8624062 50.4722915, 4.8621258 50.4725778, 4.8620526 50.4726344)",,,,
1552,28141716,True,,,Rue de la Pépinière,residential,,150.128,,,"LINESTRING (4.8613544 50.4730803, 4.8610649 50.4732182, 4.8607562 50.4733216, 4.8594064 50.4735831)",,,,
1553,33587437,False,,,Rue Derenne-Deldinne,residential,,160.565,,,"LINESTRING (4.8613544 50.4730803, 4.8615555 50.4732494, 4.861732 50.4733889, 4.8623383 50.4736789, 4.8629259 50.4739572, 4.8630569 50.4740193)",,,,
1554,209512212,True,,,Rue Florent Dethier,residential,,50.628,,,"LINESTRING (4.8594064 50.4735831, 4.8595001 50.4739812, 4.8595159 50.474033)",,,,
1555,260028679,False,,,Rue Nanon,residential,,253.587,,,"LINESTRING (4.8595159 50.474033, 4.860591 50.4741044, 4.8616638 50.4741411, 4.8626658 50.4741099, 4.8627676 50.4741044, 4.8628595 50.4740914, 4.862884 50.4740864, 4.8629802 50.4740535, 4.8630569 50.4740193)",,,,
1556,835537540,False,,,Rue Nanon,residential,,52.65800000000001,,,"LINESTRING (4.8595159 50.474033, 4.8589064 50.4740072, 4.8588215 50.4740018, 4.8587737 50.4739996)",,,,
1557,33587437,False,,,Rue Derenne-Deldinne,residential,,160.565,,,"LINESTRING (4.8630569 50.4740193, 4.8629259 50.4739572, 4.8623383 50.4736789, 4.861732 50.4733889, 4.8615555 50.4732494, 4.8613544 50.4730803)",,,,
1558,260028679,False,,,Rue Nanon,residential,,78.963,,,"LINESTRING (4.8630569 50.4740193, 4.8631315 50.4739875, 4.8632236 50.4738952, 4.8636374 50.4734196)",,,,
1559,260028679,False,,,Rue Nanon,residential,,253.587,,,"LINESTRING (4.8630569 50.4740193, 4.8629802 50.4740535, 4.862884 50.4740864, 4.8628595 50.4740914, 4.8627676 50.4741044, 4.8626658 50.4741099, 4.8616638 50.4741411, 4.860591 50.4741044, 4.8595159 50.474033)",,,,
1560,33587438,False,,,Rue des Maraîchers,residential,30,45.702,,,"LINESTRING (4.8647004 50.4723217, 4.8646267 50.4722948, 4.8641299 50.4721292)",,,,
1561,260028679,False,,,Rue Nanon,residential,,113.816,,,"LINESTRING (4.8647004 50.4723217, 4.8653088 50.4717646, 4.865668 50.4716214, 4.8657731 50.4715867)",,,,
1562,260028679,False,,,Rue Nanon,residential,,143.457,,,"LINESTRING (4.8647004 50.4723217, 4.864601 50.4724171, 4.8639206 50.4730957, 4.8637447 50.4732969, 4.8636768 50.4733745, 4.8636374 50.4734196)",,,,
1563,28141718,False,,,Rue de Bomel,tertiary,,103.082,,,"LINESTRING (4.8657731 50.4715867, 4.8659175 50.4720456, 4.8659576 50.4721729, 4.8659053 50.4725004)",,,,
1564,28141718,False,,,Rue de Bomel,tertiary,,85.612,,,"LINESTRING (4.8657731 50.4715867, 4.8661083 50.4708861, 4.8661246 50.47085)",,,,
1565,260028679,False,,,Rue Nanon,residential,,113.816,,,"LINESTRING (4.8657731 50.4715867, 4.865668 50.4716214, 4.8653088 50.4717646, 4.8647004 50.4723217)",,,,
1566,43122939,True,,,Chaussée de Louvain,primary_link,,32.093,,,"LINESTRING (4.8668821 50.4708598, 4.8664362 50.4708073)",,,,
1567,161232849,True,2,N4g,,primary,50,38.108,,,"LINESTRING (4.8668821 50.4708598, 4.8664197 50.4706842)",,,,
1568,28141717,True,,,Rue Piret-Pauchet,residential,,223.806,,,"LINESTRING (4.8654816 50.470335, 4.8653504 50.4703766, 4.8652884 50.4704266, 4.865143 50.4706712, 4.8641299 50.4721292)",,,,
1569,161232846,True,,,Rond-Point de Bomel,primary,50,17.297,,roundabout,"LINESTRING (4.8654816 50.470335, 4.8654312 50.4702942, 4.8654023 50.4702457, 4.8653977 50.470194)",,,,
1570,33587438,False,,,Rue des Maraîchers,residential,30,45.702,,,"LINESTRING (4.8641299 50.4721292, 4.8646267 50.4722948, 4.8647004 50.4723217)",,,,
1571,"[43946177, 222451383]",True,,,"['Rue Adolphe Bastin', 'Rue des Maraîchers']",residential,,241.748,,,"LINESTRING (4.8641299 50.4721292, 4.8637619 50.4720191, 4.8639541 50.4710949, 4.8643111 50.4701385)",,,,
1572,"[561803152, 561803151]",False,,,"['Rue Piret-Pauchet', 'Traverse des Muses']","['residential', 'living_street']",,231.5,,,"LINESTRING (4.8641299 50.4721292, 4.8635598 50.4726298, 4.8634548 50.4727297, 4.8631563 50.4730137, 4.8629836 50.473178, 4.8621168 50.4726719, 4.8620526 50.4726344)",,,,
1573,28141719,False,,,Rue Koller,residential,,56.049,,,"LINESTRING (4.8653541 50.4735229, 4.8661448 50.473494)",,,,
1574,28141718,False,,,Rue de Bomel,tertiary,,195.387,,,"LINESTRING (4.8653541 50.4735229, 4.8652439 50.4736095, 4.8649904 50.473813, 4.86482 50.4741277, 4.8647652 50.474344, 4.8645885 50.4750413, 4.8645681 50.4751684)",,,,
1575,28141718,False,,,Rue de Bomel,tertiary,,122.17,,,"LINESTRING (4.8653541 50.4735229, 4.8657815 50.4730326, 4.8659053 50.4725004)",,,,
1576,28141719,False,,,Rue Koller,residential,,34.45,,,"LINESTRING (4.8666308 50.4734763, 4.8661448 50.473494)",,,,
1577,45670336,True,,,,service,,45.378,,,"LINESTRING (4.8801906 50.4625989, 4.879681 50.4623513)",destination,,,
1578,45670666,False,,,,service,,15.761,,,"LINESTRING (4.8801906 50.4625989, 4.8800498 50.4627087)",destination,,,
1579,158311000,True,2,N80,Avenue Albert 1er,primary,50,76.733,,,"LINESTRING (4.8806119 50.4663659, 4.8795337 50.4662939)",,,,
1580,527617110,True,2,N80,Avenue Albert 1er,primary,50,99.48,,,"LINESTRING (4.8806119 50.4663659, 4.8803675 50.4663025, 4.8801848 50.4662737, 4.8797607 50.4662355, 4.8794854 50.4662139, 4.8793415 50.4661965, 4.8792764 50.4661472)",,,,
1581,34065253,True,,,,primary_link,50,24.334,,,"LINESTRING (4.8781041 50.4662496, 4.8777603 50.4662489)",,,,
1582,158311001,True,,N80,Avenue Albert 1er,primary,50,22.341,,,"LINESTRING (4.8781041 50.4662496, 4.8778567 50.4662133, 4.8777977 50.4662017)",,,,
1583,43942576,True,2,N4,Boulevard Cauchy,primary,50,6.602,,,"LINESTRING (4.8777058 50.4661747, 4.8776484 50.4662215)",,,,
1584,45059267,True,,N80,Avenue Albert 1er,primary,50,9.202,,,"LINESTRING (4.8777058 50.4661747, 4.8775877 50.4661401)",,,,
1585,872254920,True,2,N80,Avenue Albert 1er,primary,50,86.292,,,"LINESTRING (4.8780642 50.4660644, 4.8792764 50.4661472)",,,,
1586,71244291,True,,,Avenue Albert 1er,tertiary,50,85.98400000000001,,,"LINESTRING (4.881581 50.4668234, 4.881454 50.4667864, 4.8808827 50.4664637, 4.8806119 50.4663659)",,,,
1587,517331380,False,,,Avenue Albert 1er,residential,50,198.727,,,"LINESTRING (4.881581 50.4668234, 4.8835917 50.4669605, 4.8843728 50.4670136)",,,,
1588,528779883,False,,,Rue de Balart,tertiary,50,173.41,,,"LINESTRING (4.881581 50.4668234, 4.8816285 50.4678158, 4.8816366 50.4680457, 4.8816942 50.4682487, 4.8817113 50.4682847, 4.8817356 50.4683762)",,,,
1589,528779883,False,,,Rue de Balart,tertiary,50,173.41,,,"LINESTRING (4.8817356 50.4683762, 4.8817113 50.4682847, 4.8816942 50.4682487, 4.8816366 50.4680457, 4.8816285 50.4678158, 4.881581 50.4668234)",,,,
1590,528779884,True,,,Rue de Balart,tertiary,50,27.317,,,"LINESTRING (4.8817356 50.4683762, 4.8818406 50.468433, 4.8819818 50.4685629)",,,,
1591,569670504,False,,,Rue de Balart,tertiary,50,18.791,,,"LINESTRING (4.8817356 50.4683762, 4.8817404 50.4684714, 4.8816753 50.4685324)",,,,
1592,"[41502649, 8433909]",False,,,"['Rue de Balart', 'Rue Georges Attout']",residential,50,534.8109999999999,,,"LINESTRING (4.884091 50.4689874, 4.8842594 50.4691188, 4.8843342 50.4691764, 4.8846658 50.4694151, 4.8848773 50.4695459, 4.8849694 50.4695895, 4.8851088 50.469629, 4.885806 50.4697641, 4.8863795 50.4699001, 4.8866962 50.4699996, 4.887234 50.470214, 4.8905026 50.4712618, 4.8906011 50.4713072)",,,,
1593,41502649,False,,,Rue de Balart,residential,50,116.271,,,"LINESTRING (4.884091 50.4689874, 4.8840167 50.4689561, 4.8838785 50.4689168, 4.8836172 50.4688643, 4.8835418 50.4688566, 4.883468 50.4688623, 4.8833757 50.4688839, 4.8833059 50.4689138, 4.8832312 50.4689528, 4.8829993 50.4691396, 4.882922 50.4691845, 4.8828425 50.4692065, 4.8827755 50.4692133, 4.8827102 50.4692129)",,,,
1594,1009358962,False,,,,service,,126.265,,,"LINESTRING (4.884091 50.4689874, 4.8843747 50.4690334, 4.8847536 50.4691365, 4.8852741 50.4693096, 4.885598 50.4694108, 4.8856472 50.4694108, 4.8857021 50.4693721)",,,,
1595,45670321,True,,,Avenue des Champs Élysées,tertiary,50,16.473,,,"LINESTRING (4.8951925 50.4689473, 4.8949646 50.4689774)",,,,
1596,161480550,True,,,,tertiary,,17.33,,,"LINESTRING (4.8951925 50.4689473, 4.8952321 50.4687935)",,,,
1597,192289204,True,,,Avenue des Champs Élysées,tertiary,30,19.785,,,"LINESTRING (4.8858315 50.4686789, 4.8861106 50.4686688)",,,,
1598,"[298271632, 45670361]",False,2,,Avenue des Champs Élysées,tertiary,50,253.595,,,"LINESTRING (4.8858315 50.4686789, 4.8854009 50.4686517, 4.8848568 50.4686251, 4.8841102 50.468596, 4.8834116 50.4685723, 4.8826556 50.4685679, 4.8822546 50.4685716)",,,,
1599,34079942,False,,N905,Avenue des Champs Élysées,secondary,50,9.739,,,"LINESTRING (4.8958303 50.4686357, 4.8958513 50.4686813, 4.8958944 50.4687105)",,,,
1600,"[161480546, 28393291]",True,,N905,,primary_link,50,158.726,yes,,"LINESTRING (4.8958303 50.4686357, 4.8958174 50.4685795, 4.8958619 50.4684861, 4.8958703 50.4683905, 4.8957908 50.4683089, 4.8957244 50.468255, 4.8956225 50.4682199, 4.8943559 50.4677384)",,,,
1601,28139708,False,,,Rue du Grand Feu,tertiary,50,12.045,,,"LINESTRING (4.8944157 50.4721974, 4.8942792 50.4722621)",,,,
1602,28139708,False,,,Rue du Grand Feu,tertiary,50,32.472,,,"LINESTRING (4.8944157 50.4721974, 4.894607 50.4721239, 4.8948367 50.4720912)",,,,
1603,1006611415,True,,,Rue Petite Forêt,residential,50,73.215,,,"LINESTRING (4.8944157 50.4721974, 4.8947088 50.4719085, 4.8950001 50.4716544)",,,,
1604,28218760,False,,,Rue Petite Forêt,residential,50,72.244,,,"LINESTRING (4.8965638 50.470162, 4.8970963 50.4696077)",,,,
1605,28218760,False,,,Rue Petite Forêt,residential,50,190.119,,,"LINESTRING (4.8965638 50.470162, 4.8950673 50.4715819)",,,,
1606,28218762,False,,,Rue des Tourterelles,residential,50,286.297,,,"LINESTRING (4.8965638 50.470162, 4.8969798 50.4704106, 4.8976128 50.4708357, 4.8976522 50.4708888, 4.8962464 50.4721754)",,,,
1607,28218760,False,,,Rue Petite Forêt,residential,50,72.244,,,"LINESTRING (4.8970963 50.4696077, 4.8965638 50.470162)",,,,
1608,28139708,False,,,Rue du Grand Feu,tertiary,50,75.404,,,"LINESTRING (4.8962464 50.4721754, 4.8971616 50.4722537, 4.8972939 50.4722866)",,,,
1609,28139708,False,,,Rue du Grand Feu,tertiary,50,83.5,,,"LINESTRING (4.8962464 50.4721754, 4.8954608 50.4721177, 4.895075 50.4720857)",,,,
1610,28218762,False,,,Rue des Tourterelles,residential,50,286.297,,,"LINESTRING (4.8962464 50.4721754, 4.8976522 50.4708888, 4.8976128 50.4708357, 4.8969798 50.4704106, 4.8965638 50.470162)",,,,
1611,28276215,False,,,Rue des Champs,residential,,50.317,,,"LINESTRING (4.8297747 50.4723082, 4.8295783 50.4727431)",,,,
1612,44830761,False,2,N4,Chaussée de Waterloo,primary,50,21.033,,,"LINESTRING (4.8297747 50.4723082, 4.8294778 50.4722996)",,,,
1613,839646212,False,2,N4,Chaussée de Waterloo,primary,50,68.993,,,"LINESTRING (4.8297747 50.4723082, 4.8301588 50.4723123, 4.8307494 50.4723202)",,,,
1614,28276215,False,,,Rue des Champs,residential,,68.881,,,"LINESTRING (4.829155 50.4736733, 4.8298313 50.4741188)",,,,
1615,31288455,False,,,Rue des Fraisiers,residential,50,62.577,,,"LINESTRING (4.829155 50.4736733, 4.8284657 50.4733208)",,,,
1616,28276215,False,,,Rue des Champs,residential,,109.735,,,"LINESTRING (4.829155 50.4736733, 4.8291356 50.473428, 4.829238 50.4732327, 4.8295783 50.4727431)",,,,
1617,28276215,False,,,Rue des Champs,residential,,72.554,,,"LINESTRING (4.8344578 50.4760892, 4.8335915 50.4757402)",,,,
1618,30426095,False,,,Rue de Bricgniot,residential,,55.77,,,"LINESTRING (4.8344578 50.4760892, 4.834469 50.4765907)",,,,
1619,30426097,False,,,Rue Auguste Leblanc,residential,50,433.93,,,"LINESTRING (4.8344578 50.4760892, 4.8347387 50.4754731, 4.8352233 50.474807, 4.8356446 50.4742883, 4.8358513 50.473873, 4.8363772 50.4724033)",,,,
1620,30426095,False,,,Rue de Bricgniot,residential,,55.77,,,"LINESTRING (4.834469 50.4765907, 4.8344578 50.4760892)",,,,
1621,"[28408992, 1025125324, 33587461]",False,,,Rue de la Cheminée,"['residential', 'unclassified']",50,51.917,yes,,"LINESTRING (4.834469 50.4765907, 4.8345754 50.4765924, 4.8350743 50.4766291, 4.8351978 50.4766168)",,,,
1622,30426095,False,,,Rue de Bricgniot,residential,,601.621,,,"LINESTRING (4.834469 50.4765907, 4.8344623 50.4772175, 4.8322863 50.4785964, 4.8305734 50.479469, 4.828633 50.4801966)",,,,
1623,32999645,False,,,Rue du Beau-Vallon,residential,50,63.739,,,"LINESTRING (4.8351978 50.4766168, 4.8359855 50.4763388)",,,,
1624,"[967373361, 1025125324, 33587462]",False,2,,Rue de la Cheminée,residential,50,374.247,,,"LINESTRING (4.8351978 50.4766168, 4.8359698 50.4769843, 4.8362576 50.4773324, 4.8363365 50.4775423, 4.8363877 50.4776825, 4.8363362 50.4778328, 4.8359193 50.4783261, 4.8354899 50.4789452, 4.8353762 50.4793134, 4.8353699 50.4793845, 4.8353713 50.4794186, 4.835378 50.4794562, 4.8353994 50.4795006, 4.8354316 50.479539)",,,,
1625,"[28408992, 1025125324, 33587461]",False,,,Rue de la Cheminée,"['residential', 'unclassified']",50,51.917,yes,,"LINESTRING (4.8351978 50.4766168, 4.8350743 50.4766291, 4.8345754 50.4765924, 4.834469 50.4765907)",,,,
1626,32794293,False,,,Rue des Combattants de Saint-Marc,unclassified,50,23.68,,,"LINESTRING (4.8558415 50.4948692, 4.8555097 50.4948409)",yes,,,
1627,28276216,False,,,Su l'Tîdge,tertiary,,444.365,,,"LINESTRING (4.8558415 50.4948692, 4.8564997 50.4949365, 4.8568006 50.4949705, 4.8571082 50.4950231, 4.857354 50.4951198, 4.857553 50.4952301, 4.857961 50.495488, 4.8587388 50.4959747, 4.8602814 50.4969253, 4.8607393 50.4971954)",,,,
1628,934678743,False,,N934,Chaussée de Perwez,secondary,,131.645,,,"LINESTRING (4.8558415 50.4948692, 4.8555663 50.4954296, 4.855365 50.4960125)",,,,
1629,934678743,False,,N934,Chaussée de Perwez,secondary,,817.435,,,"LINESTRING (4.8558415 50.4948692, 4.8562774 50.4945193, 4.85689 50.4943048, 4.8586191 50.4939548, 4.8589351 50.4938119, 4.8591019 50.4936312, 4.8591111 50.4933848, 4.8589672 50.4928474, 4.8584507 50.4909178, 4.8580091 50.4896158, 4.8578889 50.4892612, 4.8578476 50.4890463, 4.8579158 50.488862)",,,,
1630,934678746,False,,,Rue Jean Matagne,residential,50,73.037,,,"LINESTRING (4.8658511 50.5014958, 4.8667876 50.5017726)",,,,
1631,28276216,False,,,Su l'Tîdge,tertiary,,141.694,,,"LINESTRING (4.8658511 50.5014958, 4.866603 50.502238, 4.866768 50.502615)",,,,
1632,28276216,False,,,Su l'Tîdge,tertiary,,403.926,,,"LINESTRING (4.8658511 50.5014958, 4.8656827 50.5012355, 4.8652795 50.4995982, 4.8650175 50.4992985, 4.86465 50.4990845, 4.8632926 50.4985156)",,,,
1633,31025449,False,,,Rue Jean Matagne,residential,50,47.225,,,"LINESTRING (4.866768 50.502615, 4.8670598 50.502233)",,,,
1634,934678747,False,,,Su l'Tîdge,tertiary,50,72.672,,,"LINESTRING (4.866768 50.502615, 4.8665606 50.5032551)",,,,
1635,28276216,False,,,Su l'Tîdge,tertiary,,141.694,,,"LINESTRING (4.866768 50.502615, 4.866603 50.502238, 4.8658511 50.5014958)",,,,
1636,934678747,False,,,Su l'Tîdge,tertiary,50,22.766,,,"LINESTRING (4.8665091 50.5034572, 4.8665606 50.5032551)",,,,
1637,"[30834904, 28276217, 34567286]",False,,,Rue de la Sitrée,tertiary,50,190.852,yes,,"LINESTRING (4.8665091 50.5034572, 4.8667037 50.5034037, 4.8673367 50.5032991, 4.8680417 50.5030979, 4.8683087 50.5030122, 4.868993 50.5028008)",,,,
1638,30834905,False,,,Rue Gabrielle Chatelain,tertiary,50,399.6950000000001,,,"LINESTRING (4.8665091 50.5034572, 4.866522 50.5046195, 4.8664596 50.5048543, 4.866362 50.5050781, 4.8661422 50.505537, 4.8660745 50.505677, 4.8660624 50.5058224, 4.8662412 50.5062936, 4.8663564 50.5064517, 4.8664681 50.5065547, 4.866701 50.506699, 4.8669022 50.5068516)",,,,
1639,37785623,False,,,,track,,955.0519999999999,,,"LINESTRING (4.8665091 50.5034572, 4.8663747 50.503467, 4.8635184 50.5038206, 4.8623912 50.5040379, 4.8611977 50.5046527, 4.8590734 50.5055513, 4.8581349 50.5060476, 4.8572572 50.5064292, 4.8568776 50.5065747, 4.8546159 50.507202)",,,,
1640,30834904,False,,,Rue de la Sitrée,tertiary,50,46.37,,,"LINESTRING (4.8695493 50.5025801, 4.868993 50.5028008)",,,,
1641,636303724,False,,,Rue Louis Debuisson,residential,50,107.689,,,"LINESTRING (4.8695493 50.5025801, 4.8702671 50.501726)",,,,
1642,30834904,False,,,Rue de la Sitrée,tertiary,50,110.129,,,"LINESTRING (4.8695493 50.5025801, 4.8700337 50.5025299, 4.8710979 50.502573)",,,,
1643,30834904,False,,,Rue de la Sitrée,tertiary,50,24.736,,,"LINESTRING (4.8714438 50.5026059, 4.8710979 50.502573)",,,,
1644,31025446,False,,,Rue Joseph Clesse,residential,50,90.51599999999999,,,"LINESTRING (4.8714438 50.5026059, 4.8713426 50.5023611, 4.8709344 50.5018639)",destination,,,
1645,210776402,False,,,Rue François Lorge,tertiary,,69.757,,,"LINESTRING (4.8714438 50.5026059, 4.8717239 50.5023861, 4.8718679 50.5020541)",,,,
1646,974387563,False,,,Rue de la Sitrée,tertiary,50,131.983,,,"LINESTRING (4.8714438 50.5026059, 4.8728089 50.5032403, 4.872951 50.5033058)",,,,
1647,31288932,False,,,Rue Gustave Guidet,tertiary,50,87.253,,,"LINESTRING (4.872951 50.5033058, 4.8728347 50.5034388, 4.8726171 50.5036698, 4.8724969 50.5038584, 4.8724213 50.5040107)",,,,
1648,31288937,False,,,Rue du Blanc-Bois,tertiary,50,54.052,,,"LINESTRING (4.872951 50.5033058, 4.873029 50.5032679, 4.8735582 50.5030106)",,,,
