,osmid,lanes,name,highway,maxspeed,oneway,length,ref,geometry,width,service,junction,access,bridge,tunnel
0,3677328,2,Naamsepoort,secondary,50,False,15.642,,"LINESTRING (4.6984941 50.8686501, 4.6986373 50.8687579)",,,,,,
1,3677822,2,Erasme Ruelensvest,secondary,50,True,14.323,R23z,"LINESTRING (4.6984941 50.8686501, 4.6986628 50.8685776)",,,,,,
2,3328914,2,Naamsesteenweg,primary,50,True,12.9,N251,"LINESTRING (4.6984941 50.8686501, 4.6984036 50.8686135, 4.6983577 50.868575)",,,,,,
3,3328699,2,Koning Leopold III-laan,tertiary,30,False,28.669,,"LINESTRING (4.692315 50.8560396, 4.6924226 50.8559642, 4.6925926 50.8558505)",,,,,,
4,3328699,2,Koning Leopold III-laan,tertiary,30,False,25.11,,"LINESTRING (4.692315 50.8560396, 4.692227 50.8561072, 4.6920901 50.8562152)",,,,,,
5,3450243,1,Middelweg,residential,30,False,151.179,,"LINESTRING (4.692315 50.8560396, 4.6922436 50.8559819, 4.6922234 50.8559529, 4.6918862 50.8547164)",6,,,,,
6,342997240,1,Parkpoort,secondary_link,50,False,29.441,,"LINESTRING (4.7077231 50.8693327, 4.7079675 50.8691175)",,,,,,
7,"[608715533, 3343965]",2,Parkstraat,tertiary,30,False,57.824,,"LINESTRING (4.7077231 50.8693327, 4.7076799 50.8693632, 4.7075469 50.8694627, 4.7074801 50.8695106, 4.7071978 50.8697117, 4.7071801 50.8697238)",,,,,,
8,3677823,2,Naamsevest,secondary,50,True,26.07,R23,"LINESTRING (4.7077231 50.8693327, 4.707559 50.8692959, 4.7073739 50.8692527)",,,,,,
9,3351203,1,Hendrik Consciencestraat,tertiary,30,False,21.849,,"LINESTRING (4.70379 50.8721454, 4.7037716 50.8721061, 4.7037229 50.8720779, 4.7035821 50.8720068)",,,,,,
10,79002190,1,Andreas Vesaliusstraat,residential,30,True,80.70599999999999,,"LINESTRING (4.70379 50.8721454, 4.7038174 50.8722043, 4.7044977 50.8727114)",,,,,,
11,439142858,,Parkstraat,residential,30,False,72.448,,"LINESTRING (4.70379 50.8721454, 4.7037073 50.8722069, 4.7030525 50.8726008)",,,,,,
12,"[843033254, 843033255]",2,Parkstraat,tertiary,30,False,83.10300000000001,,"LINESTRING (4.70379 50.8721454, 4.7038535 50.8720981, 4.7038907 50.8720725, 4.7044516 50.871686, 4.7045871 50.8715927)",,,,,,
13,3351202,1,Verkortingstraat,residential,30,False,30.307,,"LINESTRING (4.6991649 50.8696023, 4.6992302 50.8695224, 4.6992979 50.8694949, 4.6993939 50.8693778)",,,,,,
14,3358657,1,Elzasgang,residential,30,False,72.004,,"LINESTRING (4.6991649 50.8696023, 4.6990602 50.8696134, 4.698143 50.8695688)",,,,,,
15,439142857,2,Naamsestraat,tertiary,30,False,91.63199999999999,,"LINESTRING (4.6991649 50.8696023, 4.6991126 50.8694203, 4.6990458 50.8692783, 4.6989768 50.8691675, 4.6987826 50.8689162, 4.6987459 50.8688686, 4.6987308 50.868849, 4.6987192 50.868833)",,,,,,
16,"[608715571, 608715564, 608715566]",2,Naamsestraat,tertiary,30,False,43.202,,"LINESTRING (4.6991649 50.8696023, 4.6991921 50.8697343, 4.6992146 50.8698365, 4.6992413 50.8699878)",,,,,,
17,"[608715571, 608715564, 608715566]",2,Naamsestraat,tertiary,30,False,43.20200000000001,,"LINESTRING (4.6992413 50.8699878, 4.6992146 50.8698365, 4.6991921 50.8697343, 4.6991649 50.8696023)",,,,,,
18,608715568,2,Naamsestraat,tertiary,30,False,26.426,,"LINESTRING (4.6992413 50.8699878, 4.6992523 50.8700647, 4.699275 50.8702245)",,,,,,
19,8131717,2,Tiensevest,secondary,50,True,67.635,R23,"LINESTRING (4.7157997 50.8777851, 4.7157961 50.8777138, 4.7156332 50.8772231, 4.7156208 50.8771884)",,,,,,
20,3343954,1,Blijde-Inkomststraat,tertiary,30,True,8.618,,"LINESTRING (4.7143221 50.8737615, 4.7142362 50.8738169)",,,,,,
21,16775171,2,Tiensepoort,secondary,50,True,11.535,R23,"LINESTRING (4.7143221 50.8737615, 4.7142673 50.8736637)",,,,,,
22,566326282,1,Brabançonnestraat,residential,30,False,47.562,,"LINESTRING (4.7102213 50.8749954, 4.7101489 50.8749391, 4.7097941 50.8746633)",,,,,,
23,"[898173884, 898173885]",1,Tiensestraat,tertiary,30,True,22.795,,"LINESTRING (4.7102213 50.8749954, 4.7103444 50.8749463, 4.7103912 50.8749277, 4.7104203 50.8749117, 4.7104918 50.8748823)",,,,,,
24,8130906,2,Geldenaaksevest,secondary,50,True,10.994,R23,"LINESTRING (4.7142673 50.8736637, 4.7141968 50.8735754)",,,,,,
25,16775188,2,Tiensepoort,secondary,50,False,14.371,R23,"LINESTRING (4.7142673 50.8736637, 4.7144714 50.8736745)",,,,,,
26,3343967,1,Dagobertstraat,residential,30,True,8.997,,"LINESTRING (4.71493 50.8753233, 4.7148066 50.8753013)",,,,,,
27,"[863272992, 863272993, 863272994, 8131717]","['3', '4', '2']",Tiensevest,secondary,50,True,148.701,R23,"LINESTRING (4.71493 50.8753233, 4.7147633 50.8748677, 4.7146336 50.874513, 4.7145487 50.874287, 4.714528 50.8742371, 4.7144389 50.8740225)",,,,,,
28,3343956,1,Mathildegang,living_street,20,False,72.833,,"LINESTRING (4.7129969 50.8762389, 4.7123426 50.8757304)",,,,,,
29,3343967,1,Dagobertstraat,residential,30,True,42.915,,"LINESTRING (4.7129969 50.8762389, 4.7125621 50.8764632, 4.7125234 50.8764832)",,,,,,
30,664248092,,,service,,False,23.515,,"LINESTRING (4.712063 50.8753538, 4.7121587 50.8755088, 4.712138 50.875552)",,parking_aisle,,,,
31,22675178,1,Dekenstraat,residential,30,True,10.023,,"LINESTRING (4.7104346 50.8731804, 4.7104747 50.8731607, 4.7105068 50.8731572, 4.7105662 50.8731585)",,,roundabout,,,
32,3343962,1,Schepenenstraat,residential,30,True,92.632,,"LINESTRING (4.7106512 50.8733327, 4.7106751 50.8733717, 4.7114903 50.8739729)",,,,,,
33,22675178,1,Dekenstraat,residential,30,True,24.216,,"LINESTRING (4.7106512 50.8733327, 4.7105745 50.8733118, 4.7105635 50.8733089, 4.710473 50.8732443, 4.7104381 50.8732149, 4.7104346 50.8731804)",,,roundabout,,,
34,"[10296368, 79299303]",2,Geldenaaksevest,secondary,50,True,293.208,R23,"LINESTRING (4.7126376 50.8722576, 4.711691 50.8714785, 4.7113957 50.8712358, 4.7109578 50.8708757, 4.7104933 50.8704928, 4.7102855 50.8703197, 4.7100812 50.8701723)",,,,,,
35,71745448,1,Brabançonnestraat,residential,30,False,93.269,,"LINESTRING (4.7097354 50.8746203, 4.7097014 50.874593, 4.7088889 50.8739736)",,,,,,
36,"[566326280, 566326281]",1,Brabançonnestraat,residential,30,False,6.313000000000001,,"LINESTRING (4.7097354 50.8746203, 4.7097635 50.8746397, 4.7097941 50.8746633)",,,,,,
37,3343958,1,Windmolenveldstraat,residential,30,True,31.948,,"LINESTRING (4.7103865 50.8743221, 4.7103611 50.8743365, 4.7100191 50.8744916)",,,,,,
38,8116858,1,Windmolenveldstraat,residential,30,False,13.143,,"LINESTRING (4.7103865 50.8743221, 4.7104467 50.8742879, 4.7105369 50.8742524)",,,,,,
39,22675175,,Windmolenstraat,residential,30,False,9.505,,"LINESTRING (4.7108217 50.8741401, 4.7108753 50.8742186)",,,,,,
40,8075018,,Windmolenstraat,residential,30,True,105.223,,"LINESTRING (4.7108217 50.8741401, 4.710816 50.8740972, 4.7105686 50.8737698, 4.7101713 50.8733282, 4.7101413 50.8733015)",,,,,,
41,8116858,1,Windmolenveldstraat,residential,30,False,23.571,,"LINESTRING (4.7108217 50.8741401, 4.7107391 50.8741699, 4.7105369 50.8742524)",,,,,,
42,22675175,,Windmolenstraat,residential,30,False,9.505,,"LINESTRING (4.7108753 50.8742186, 4.7108217 50.8741401)",,,,,,
43,609706113,,Windmolenstraat,residential,30,True,48.534,,"LINESTRING (4.7108753 50.8742186, 4.7111451 50.8746205)",,,,,,
44,22675199,1,Windmolenveldstraat,residential,30,False,33.144,,"LINESTRING (4.7120257 50.8737086, 4.7122044 50.8736434, 4.7123397 50.873604, 4.7124497 50.873579)",,,,,,
45,89866047,1,Windmolenveldstraat,residential,30,True,36.828,,"LINESTRING (4.7120257 50.8737086, 4.7116956 50.873881, 4.711619 50.8739179)",,,,,,
46,22675199,1,Windmolenveldstraat,residential,30,False,60.96599999999999,,"LINESTRING (4.7132414 50.8733553, 4.7129475 50.8734455, 4.7126224 50.8735441, 4.7124497 50.873579)",,,,,,
47,"[3343961, 547509905, 547509918]",1,Tomveldstraat,living_street,20,True,93.818,,"LINESTRING (4.7114418 50.8729496, 4.7114751 50.8729928, 4.7115124 50.8730413, 4.7119489 50.8736089, 4.7120257 50.8737086)","['4.5', '7']",,,,,
48,444180325,1,Dekenstraat,residential,30,True,116.003,,"LINESTRING (4.7114418 50.8729496, 4.7121027 50.8726083, 4.7125377 50.872397, 4.7125992 50.8723533, 4.7126174 50.8723246, 4.7126265 50.8723102, 4.7126376 50.8722576)",,,,,,
49,89866047,1,Windmolenveldstraat,residential,30,True,51.074,,"LINESTRING (4.7114903 50.8739729, 4.7109488 50.8741893, 4.7108753 50.8742186)",,,,,,
50,3343957,1,Dekenstraat,residential,30,True,8.242,,"LINESTRING (4.7095862 50.8735961, 4.7096761 50.8735484)",,,,,,
51,3343963,1,Gildenstraat,residential,30,True,25.492,,"LINESTRING (4.7095862 50.8735961, 4.7096213 50.8736367, 4.7097679 50.8737946)",,,,,,
52,439142854,1,Brabançonnestraat,residential,30,True,38.232,,"LINESTRING (4.7076321 50.8712343, 4.7075363 50.8711013, 4.7074097 50.87096, 4.707397 50.8709255)",,,,,,
53,3343964,1,Henri Regastraat,residential,30,True,6.14,,"LINESTRING (4.7099794 50.8700989, 4.7098919 50.8700992)",,,,,,
54,"[893696211, 608715605]",2,Geldenaaksevest,secondary,50,True,94.95400000000001,R23,"LINESTRING (4.7099794 50.8700989, 4.7098436 50.8700088, 4.7097401 50.8699531, 4.7095581 50.8698581, 4.7093497 50.8697642, 4.7092206 50.8697159, 4.7088886 50.8696022)",,,,,,
55,893807282,,,path,,False,13.899,,"LINESTRING (4.7099794 50.8700989, 4.7100191 50.870076, 4.7100539 50.8700611, 4.7100893 50.8700427, 4.7101312 50.8700189)",,,,no,,
56,876185324,3,Geldenaaksevest,secondary,50,True,45.654,R23,"LINESTRING (4.7088886 50.8696022, 4.7082812 50.8694551)",,,,,,
57,"[663531400, 663531399, 8127647]",1,Frederik Lintsstraat,residential,30,True,155.413,,"LINESTRING (4.7088886 50.8696022, 4.7087266 50.8697154, 4.7081073 50.8700859, 4.7078709 50.8702346, 4.7076916 50.8703587, 4.7074455 50.870548, 4.7073639 50.8706133)",,,,,,
58,3343966,1,Rapengang,living_street,20,False,55.162,,"LINESTRING (4.7055538 50.8719697, 4.704885 50.8717835, 4.704907 50.8717516)",,,,,,
59,3343966,1,Rapengang,living_street,20,False,28.567,,"LINESTRING (4.7045871 50.8715927, 4.704907 50.8717516)",,,,,,
60,"[843033254, 843033255]",2,Parkstraat,tertiary,30,False,83.103,,"LINESTRING (4.7045871 50.8715927, 4.7044516 50.871686, 4.7038907 50.8720725, 4.7038535 50.8720981, 4.70379 50.8721454)",,,,,,
61,"[79002197, 843033254]",2,Parkstraat,tertiary,30,False,58.082,,"LINESTRING (4.7045871 50.8715927, 4.7048413 50.8714078, 4.7049891 50.8713028, 4.7051334 50.8712003)",,,,,,
62,3343970,1,Quinten Metsysplein,residential,30,True,29.376,,"LINESTRING (4.7125234 50.8764832, 4.7125008 50.8766177, 4.7124792 50.8767459)",,,roundabout,,,
63,3343969,1,Arnould Nobelstraat,residential,30,False,130.242,,"LINESTRING (4.7145573 50.8783262, 4.7134628 50.8774939, 4.7133686 50.8774266)",,,,,,
64,25851248,1,Justus Lipsiusstraat,residential,30,True,96.604,,"LINESTRING (4.7145573 50.8783262, 4.7156359 50.8778538, 4.7156884 50.8778308)",,,,,,
65,9853245,,,cycleway,,False,24.485,,"LINESTRING (4.707397 50.8709255, 4.7073285 50.8709386, 4.7071219 50.8709182, 4.7070597 50.8709005)",2,,,,,
66,79002195,1,Frederik Lintsstraat,residential,30,True,35.417,,"LINESTRING (4.707397 50.8709255, 4.7073992 50.8708662, 4.7074121 50.8707619, 4.7074113 50.8707173, 4.7074018 50.8706611, 4.7073639 50.8706133)",,,,,,
67,8127646,1,Brabançonnestraat,residential,30,True,62.72799999999999,,"LINESTRING (4.7070557 50.8706502, 4.7070253 50.8706127, 4.7065748 50.870271, 4.7064818 50.8702204)",,,,,,
68,9853245,,,cycleway,,False,24.485,,"LINESTRING (4.7070597 50.8709005, 4.7071219 50.8709182, 4.7073285 50.8709386, 4.707397 50.8709255)",2,,,,,
69,79002198,1,Frederik Lintsstraat,residential,30,True,27.994,,"LINESTRING (4.7070597 50.8709005, 4.7070737 50.8708527, 4.7070698 50.8707403, 4.707067 50.870693, 4.7070557 50.8706502)",,,,,,
70,79002199,1,Frederik Lintsstraat,residential,30,True,22.867,,"LINESTRING (4.7073639 50.8706133, 4.7072822 50.8706044, 4.7072087 50.870606, 4.7071349 50.8706206, 4.7071029 50.8706333, 4.7070557 50.8706502)",,,,,,
71,79002197,2,Parkstraat,tertiary,30,False,144.316,,"LINESTRING (4.7064818 50.8702204, 4.7056539 50.8708306, 4.705349 50.8710472, 4.7052521 50.871116, 4.7051334 50.8712003)",,,,,,
72,"[608715532, 608715533]",2,Parkstraat,tertiary,30,False,73.82900000000001,,"LINESTRING (4.7064818 50.8702204, 4.7067459 50.8700281, 4.7070675 50.8698032, 4.7071801 50.8697238)",,,,,,
73,3343974,1,Constantin Meunierstraat,residential,30,True,8.016,,"LINESTRING (4.7008392 50.8693714, 4.7008159 50.8693526, 4.7008033 50.8693265, 4.7008083 50.8693058)",,,roundabout,,,
74,"[3351209, 662329837]",2,Maria Van Belstraat,residential,30,False,26.692,,"LINESTRING (4.7008392 50.8693714, 4.700789 50.8694484, 4.7006699 50.869586)",,,,,,
75,3343974,1,Constantin Meunierstraat,residential,30,True,10.999,,"LINESTRING (4.7010065 50.86928, 4.7010236 50.869306, 4.7010198 50.869342, 4.701012 50.8693532, 4.7009901 50.8693709)",,,roundabout,,,
76,"[725072196, 3351199]",2,Emile Mathieustraat,residential,30,True,120.795,,"LINESTRING (4.7010065 50.86928, 4.7011552 50.8692842, 4.7013132 50.8693013, 4.7024749 50.8694252, 4.7027031 50.869458)",,,,,,
77,725072190,2,Constantin Meunierstraat,residential,30,False,103.187,,"LINESTRING (4.7009901 50.8693709, 4.7017323 50.870172)",,,,,,
78,3343974,1,Constantin Meunierstraat,residential,30,True,11.564,,"LINESTRING (4.7009901 50.8693709, 4.7009456 50.8693869, 4.7009046 50.8693895, 4.7008666 50.869383, 4.7008392 50.8693714)",,,roundabout,,,
79,48446159,,,cycleway,,False,8.071,,"LINESTRING (4.6996508 50.8684928, 4.6996829 50.8685625)",,,,,,
80,48446159,,,cycleway,,False,14.679,,"LINESTRING (4.6996508 50.8684928, 4.699596 50.8683654)",,,,,,
81,655251293,3,Naamsevest,secondary,50,True,11.016,R23,"LINESTRING (4.6996508 50.8684928, 4.6995063 50.8685315)",,,,,,
82,725072187,2,Pierre Joseph Verhaghenstraat,residential,30,False,104.615,,"LINESTRING (4.7027031 50.869458, 4.7017323 50.870172)",,,,,,
83,725072194,1,Familie De Bayostraat,residential,30,True,87.753,,"LINESTRING (4.7027031 50.869458, 4.7039372 50.8695854)",,,,,,
84,3351197,1,Paul Lebrunstraat,residential,30,False,179.435,,"LINESTRING (4.7039372 50.8695854, 4.7022606 50.8708038)",,,,,,
85,725072194,1,Familie De Bayostraat,residential,30,True,79.458,,"LINESTRING (4.7039372 50.8695854, 4.7042971 50.8696222, 4.7047319 50.8696864, 4.7050426 50.8697377)",,,,,,
86,3351198,1,Familie De Bayostraat,residential,30,True,114.831,,"LINESTRING (4.7050426 50.8697377, 4.7054 50.8698262, 4.7057988 50.8699464, 4.706356 50.8701568, 4.7064818 50.8702204)",,,,,,
87,88799178,1,Weldadigheidsstraat,residential,30,True,112.189,,"LINESTRING (4.7050426 50.8697377, 4.7060071 50.869049, 4.706017 50.8690073, 4.706008 50.86896)",,,,,,
88,"[48337988, 725072191]",2,Constantin Meunierstraat,residential,30,False,69.674,,"LINESTRING (4.7028113 50.8713229, 4.7027465 50.8712864, 4.7022606 50.8708038)",,,,,,
89,"[725072192, 3351196]",1,Weldadigheidsstraat,residential,30,True,235.84,,"LINESTRING (4.7028113 50.8713229, 4.702959 50.8712343, 4.7033346 50.8709491, 4.7050426 50.8697377)",,,,,,
90,853446064,,Hoornplein,cycleway,,False,95.02000000000001,,"LINESTRING (4.7028113 50.8713229, 4.7028709 50.8713707, 4.7030054 50.8714785, 4.7031761 50.8716157, 4.7033617 50.8717669, 4.7035931 50.8719529, 4.7035821 50.8720068)",,,,,,
91,3351197,1,Paul Lebrunstraat,residential,30,False,179.435,,"LINESTRING (4.7022606 50.8708038, 4.7039372 50.8695854)",,,,,,
92,48337988,2,Constantin Meunierstraat,residential,30,False,79.434,,"LINESTRING (4.7022606 50.8708038, 4.7017323 50.870172)",,,,,,
93,"[48337988, 725072191]",2,Constantin Meunierstraat,residential,30,False,69.674,,"LINESTRING (4.7022606 50.8708038, 4.7027465 50.8712864, 4.7028113 50.8713229)",,,,,,
94,48337988,2,Constantin Meunierstraat,residential,30,False,79.434,,"LINESTRING (4.7017323 50.870172, 4.7022606 50.8708038)",,,,,,
95,725072187,2,Pierre Joseph Verhaghenstraat,residential,30,False,104.615,,"LINESTRING (4.7017323 50.870172, 4.7027031 50.869458)",,,,,,
96,725072190,2,Constantin Meunierstraat,residential,30,False,103.187,,"LINESTRING (4.7017323 50.870172, 4.7009901 50.8693709)",,,,,,
97,"[662329848, 3351207, 662329851, 662329847]",1,Emile Van Arenberghstraat,residential,30,False,105.54,,"LINESTRING (4.7017323 50.870172, 4.7011035 50.8706126, 4.7010444 50.8706537, 4.7008554 50.870785, 4.7007239 50.8708762)",,,,,,
98,"[655251292, 3677823]","['3', '2']",Naamsevest,secondary,50,True,183.09,R23,"LINESTRING (4.7031425 50.8684437, 4.7024803 50.8683629, 4.7021384 50.8683349, 4.7018202 50.8683171, 4.7013604 50.8683187, 4.7007284 50.8683508, 4.7005532 50.8683644)",,,,,,
99,"[3351201, 725072195]",2,Gerard Vander Lindenstraat,residential,30,True,117.313,,"LINESTRING (4.7031425 50.8684437, 4.7031281 50.8684798, 4.7030836 50.8685942, 4.7027814 50.8693718, 4.7027031 50.869458)",,,,,,
100,3351202,1,Verkortingstraat,residential,30,False,53.628,,"LINESTRING (4.6997079 50.8689381, 4.6993939 50.8693778)",,,,,,
101,3351203,1,Hendrik Consciencestraat,tertiary,30,False,80.048,,"LINESTRING (4.7003958 50.8714911, 4.7007411 50.8715232, 4.7015047 50.8716552)",,,,,,
102,3351203,1,Hendrik Consciencestraat,tertiary,30,False,63.139,,"LINESTRING (4.7003958 50.8714911, 4.6995819 50.8714209, 4.6995043 50.8714142)",,,,,,
103,"[662329856, 662329857, 662329851, 662329853, 662329854, 662329855]",1,Emile Van Arenberghstraat,residential,30,False,73.539,,"LINESTRING (4.7003958 50.8714911, 4.700404 50.8714347, 4.7004312 50.8712953, 4.7004514 50.87123, 4.7005193 50.8711165, 4.7005837 50.8710159, 4.7006276 50.8709451, 4.7007239 50.8708762)",,,,,,
104,3351203,1,Hendrik Consciencestraat,tertiary,30,False,14.742,,"LINESTRING (4.7015047 50.8716552, 4.7017087 50.8716869)",,,,,,
105,3351203,1,Hendrik Consciencestraat,tertiary,30,False,80.048,,"LINESTRING (4.7015047 50.8716552, 4.7007411 50.8715232, 4.7003958 50.8714911)",,,,,,
106,3351205,1,Frans Vermeylenstraat,residential,30,True,110.893,,"LINESTRING (4.7015047 50.8716552, 4.7016238 50.8713623, 4.7017024 50.8712468, 4.701791 50.8711474, 4.7019082 50.8710367, 4.7022606 50.8708038)",,,,,,
107,3351203,1,Hendrik Consciencestraat,tertiary,30,False,29.934,,"LINESTRING (4.7025379 50.8718238, 4.7021249 50.8717564)",,,,,,
108,3351203,1,Hendrik Consciencestraat,tertiary,30,False,76.28200000000001,,"LINESTRING (4.7025379 50.8718238, 4.7026551 50.8718425, 4.7030542 50.8719024, 4.7034185 50.8719594, 4.7035083 50.8719802, 4.7035821 50.8720068)",,,,,,
109,"[725072193, 3351204]",1,Frans Nensstraat,residential,30,True,60.131,,"LINESTRING (4.7025379 50.8718238, 4.7025657 50.8717546, 4.7025876 50.8717, 4.7026473 50.8715512, 4.702716 50.8713799, 4.7028113 50.8713229)",,,,,,
110,"[3990531, 891578003, 891578004, 891578005, 891578006, 891578007, 891578008, 891578009, 891578011, 891578012]",1,Van 't Sestichstraat,living_street,20,False,109.717,,"LINESTRING (4.7025379 50.8718238, 4.7025103 50.8718828, 4.7024726 50.871982, 4.7024529 50.8720337, 4.7024133 50.872138, 4.7023843 50.8722143, 4.7023802 50.8722331, 4.7023837 50.8722519, 4.7023948 50.8722695, 4.7024125 50.8722847, 4.7024844 50.8723316, 4.7025875 50.8723988, 4.7026462 50.8724371, 4.7028477 50.8725685, 4.7029729 50.8726502)",,,,,,
111,3351203,1,Hendrik Consciencestraat,tertiary,30,False,21.849,,"LINESTRING (4.7035821 50.8720068, 4.7037229 50.8720779, 4.7037716 50.8721061, 4.70379 50.8721454)",,,,,,
112,3351203,1,Hendrik Consciencestraat,tertiary,30,False,76.28200000000001,,"LINESTRING (4.7035821 50.8720068, 4.7035083 50.8719802, 4.7034185 50.8719594, 4.7030542 50.8719024, 4.7026551 50.8718425, 4.7025379 50.8718238)",,,,,,
113,853446064,,Hoornplein,cycleway,,False,95.02000000000001,,"LINESTRING (4.7035821 50.8720068, 4.7035931 50.8719529, 4.7033617 50.8717669, 4.7031761 50.8716157, 4.7030054 50.8714785, 4.7028709 50.8713707, 4.7028113 50.8713229)",,,,,,
114,3351203,1,Hendrik Consciencestraat,tertiary,30,False,63.139,,"LINESTRING (4.6995043 50.8714142, 4.6995819 50.8714209, 4.7003958 50.8714911)",,,,,,
115,608715568,2,Naamsestraat,tertiary,30,False,45.001,,"LINESTRING (4.6995043 50.8714142, 4.6994946 50.8713568, 4.699436 50.8710118)",,,,,,
116,608715598,2,Naamsestraat,residential,30,False,96.591,,"LINESTRING (4.6995043 50.8714142, 4.6995797 50.8720333, 4.6996354 50.8722309, 4.6996485 50.8722772)",,,,,,
117,"[3351208, 662329841, 662329843, 662329844, 662329845, 662329846]",1,Albert Giraudstraat,residential,30,False,103.139,,"LINESTRING (4.7007239 50.8708762, 4.7006618 50.8708457, 4.7006357 50.8707712, 4.7006243 50.8707183, 4.7005834 50.8705988, 4.7005545 50.870527, 4.7003883 50.8701322, 4.7003109 50.8699974)",,,,,,
118,"[662329848, 662329851, 662329847, 3351207]",1,Emile Van Arenberghstraat,residential,30,False,105.54,,"LINESTRING (4.7007239 50.8708762, 4.7008554 50.870785, 4.7010444 50.8706537, 4.7011035 50.8706126, 4.7017323 50.870172)",,,,,,
119,"[662329856, 662329857, 662329851, 662329853, 662329854, 662329855]",1,Emile Van Arenberghstraat,residential,30,False,73.539,,"LINESTRING (4.7007239 50.8708762, 4.7006276 50.8709451, 4.7005837 50.8710159, 4.7005193 50.8711165, 4.7004514 50.87123, 4.7004312 50.8712953, 4.700404 50.8714347, 4.7003958 50.8714911)",,,,,,
120,"[662329833, 662329835, 3351206]",2,Eugène Gilbertstraat,residential,30,True,75.11000000000001,,"LINESTRING (4.7003109 50.8699974, 4.7001388 50.8699951, 4.6997921 50.8699833, 4.6996447 50.8699829, 4.699432 50.8699824, 4.6992413 50.8699878)",,,,,,
121,"[662329840, 3351209, 662329839]",2,Maria Van Belstraat,residential,30,False,52.224,,"LINESTRING (4.7003109 50.8699974, 4.700397 50.869901, 4.7004983 50.869784, 4.7005328 50.8697442, 4.7006699 50.869586)",,,,,,
122,"[3351208, 662329841, 662329843, 662329844, 662329845, 662329846]",1,Albert Giraudstraat,residential,30,False,103.139,,"LINESTRING (4.7003109 50.8699974, 4.7003883 50.8701322, 4.7005545 50.870527, 4.7005834 50.8705988, 4.7006243 50.8707183, 4.7006357 50.8707712, 4.7006618 50.8708457, 4.7007239 50.8708762)",,,,,,
123,8127925,1,Erasme Ruelenspark,living_street,,False,7.766,,"LINESTRING (4.6999294 50.8661992, 4.6998515 50.8661496)",,,,permissive,,
124,301552207,1,Erasme Ruelenspark,living_street,,False,101.226,,"LINESTRING (4.6999294 50.8661992, 4.7000069 50.866193, 4.7000795 50.8662017, 4.7012188 50.8665841)",,,,permissive,,
125,301552207,1,Erasme Ruelenspark,living_street,,False,23.586,,"LINESTRING (4.6999294 50.8661992, 4.6998906 50.8662148, 4.6998626 50.8662387, 4.6998078 50.8663881)",,,,permissive,,
126,8127925,1,Erasme Ruelenspark,living_street,,False,15.222,,"LINESTRING (4.699107 50.8661503, 4.6993239 50.8661498)",,,,permissive,,
127,301992140,1,Stanislas De Rijcklaan,residential,50,False,12.65,,"LINESTRING (4.700048 50.8659418, 4.6998727 50.8659153)",,,,,,
128,19569387,1,Jozef Eerdekensstraat,living_street,,False,27.939,,"LINESTRING (4.700048 50.8659418, 4.7000936 50.8658799, 4.7002193 50.865715)",,,,,,
129,"[3358660, 301992140]",1,Stanislas De Rijcklaan,residential,50,False,129.711,,"LINESTRING (4.700048 50.8659418, 4.7003419 50.8659574, 4.7004142 50.8659583, 4.7005857 50.8659604, 4.7006195 50.8659599, 4.7008013 50.865957, 4.7011001 50.8659523, 4.7011654 50.8659513, 4.7013324 50.8659483, 4.7015033 50.8659453, 4.7017136 50.8659427, 4.7018667 50.8660039)",,,,,,
130,301909100,2,Broekstraat,residential,30,False,6.842,,"LINESTRING (4.7011754 50.8666392, 4.7012188 50.8665841)",,,,,,
131,"[95571485, 95571479]",2,Broekstraat,residential,30,True,154.201,,"LINESTRING (4.7011754 50.8666392, 4.7001881 50.8678351, 4.7002002 50.8678726)",,,,,,
132,"[301636906, 263541943]",1,Paul van Ostaijenlaan,residential,30,False,230.42,,"LINESTRING (4.7011754 50.8666392, 4.702005 50.8666122, 4.7021046 50.8666111, 4.7022182 50.8666154, 4.702417 50.8666367, 4.7024764 50.8666435, 4.7032109 50.8667275, 4.7032286 50.8667295, 4.7033741 50.8667451, 4.7037996 50.866789, 4.7044291 50.8668368)",,,,,,
133,"[301992140, 3358660]",1,Stanislas De Rijcklaan,residential,50,False,129.711,,"LINESTRING (4.7018667 50.8660039, 4.7017136 50.8659427, 4.7015033 50.8659453, 4.7013324 50.8659483, 4.7011654 50.8659513, 4.7011001 50.8659523, 4.7008013 50.865957, 4.7006195 50.8659599, 4.7005857 50.8659604, 4.7004142 50.8659583, 4.7003419 50.8659574, 4.700048 50.8659418)",,,,,,
134,"[301992138, 301909099]",2,Broekstraat,residential,30,False,167.671,,"LINESTRING (4.7018667 50.8660039, 4.7020343 50.8659335, 4.7022428 50.8658725, 4.7024458 50.8658301, 4.7029177 50.8657485, 4.7033883 50.8656675, 4.7034419 50.8656539, 4.7037014 50.8655884, 4.7040989 50.8654851)",,,,,,
135,301909100,2,Broekstraat,residential,30,False,79.30799999999999,,"LINESTRING (4.7018667 50.8660039, 4.7018182 50.8660315, 4.7016942 50.86612, 4.7015481 50.8662327, 4.7012188 50.8665841)",,,,,,
136,659297692,1,Brusselsestraat,tertiary,30,True,19.118,,"LINESTRING (4.690301 50.8812931, 4.6902834 50.8813313, 4.6902409 50.8813562, 4.6902014 50.8813761, 4.6901537 50.8813864, 4.6901032 50.881386)",,,roundabout,,,
