,osmid,lanes,name,highway,maxspeed,oneway,length,ref,geometry,width,service,junction,access,bridge,tunnel
4264,23925540,,,cycleway,,False,27.035,,"LINESTRING (4.7306189 50.8935841, 4.7306621 50.8938257)",,,,,,
4265,23925540,,,cycleway,,False,11.351,,"LINESTRING (4.7306189 50.8935841, 4.7305805 50.8935849, 4.7304607 50.8936036)",,,,,,
4266,231054538,,,cycleway,,False,15.61,,"LINESTRING (4.7306189 50.8935841, 4.7306888 50.8934934, 4.7306837 50.893454)",,,,,,
4267,23925540,,,cycleway,,False,27.035,,"LINESTRING (4.7306621 50.8938257, 4.7306189 50.8935841)",,,,,,
4268,17971329,,Kloosterdijkpad,track,30,False,282.579,,"LINESTRING (4.7306621 50.8938257, 4.7307452 50.893822, 4.7345702 50.8937525, 4.7346892 50.8937506)",4,,,destination,,
4269,38212114,,,cycleway,,False,66.26599999999999,,"LINESTRING (4.7306621 50.8938257, 4.7307465 50.8943398, 4.7306863 50.8943442, 4.7306222 50.8943502)",,,,,,
4270,38212557,,,track,,False,8.618,,"LINESTRING (4.7306621 50.8938257, 4.7306329 50.8938276, 4.7305423 50.8938422)",,,,,,
4271,18059294,,Negenbunderspad,path,,False,250.486,,"LINESTRING (4.737463 50.8946189, 4.7410087 50.8943491)",1,,,,,
4272,23925542,,,path,,False,47.436,,"LINESTRING (4.737463 50.8946189, 4.7374659 50.8941923)",,,,,,
4273,18059294,,Negenbunderspad,path,,False,165.161,,"LINESTRING (4.737463 50.8946189, 4.7355837 50.8947555, 4.7353236 50.8947681, 4.7351248 50.8947446)",1,,,,,
4274,22476415,,Negenbunderspad,cycleway,,False,189.169,,"LINESTRING (4.7410328 50.8932993, 4.7413915 50.8919026, 4.7414744 50.891777, 4.741602 50.8916501)",,,,,,
4275,22476415,,Negenbunderspad,cycleway,,False,76.755,,"LINESTRING (4.7410328 50.8932993, 4.741075 50.8938449, 4.7410824 50.8939538, 4.7410872 50.8939887)",,,,,,
4276,23925542,,,path,,False,337.8520000000001,,"LINESTRING (4.7410328 50.8932993, 4.741917 50.8932888, 4.7424513 50.8934783, 4.7430898 50.8934968, 4.7434759 50.893502, 4.7438371 50.8934565, 4.7443986 50.8935346, 4.7451013 50.8935629, 4.745738 50.8936348)",,,,,,
4277,23925542,,,path,,False,342.946,,"LINESTRING (4.7410328 50.8932993, 4.7400963 50.893299, 4.7387284 50.8932956, 4.7381995 50.8932293, 4.7378092 50.8932371, 4.7376198 50.8933141, 4.7375094 50.8934138, 4.7374755 50.8935402, 4.7374769 50.8936871, 4.7374687 50.8937814, 4.7374659 50.8941923)",,,,,,
4278,134140071,,,path,,False,133.252,,"LINESTRING (4.7270539 50.8950023, 4.7256446 50.895806)",,,,,,
4279,"[33690905, 23950463]",,Vijverlaan,"['cycleway', 'residential']",30,False,81.083,,"LINESTRING (4.7270539 50.8950023, 4.7271788 50.8950043, 4.727302 50.8950235, 4.7273791 50.8950556, 4.7281729 50.895163)",,,,,,
4280,"[23949474, 23950463]",,"['Beemdenpad', 'Vijverlaan']",cycleway,,False,274.631,,"LINESTRING (4.7270539 50.8950023, 4.7269637 50.8949865, 4.7268879 50.8949245, 4.7270602 50.8948446, 4.7298146 50.8945937, 4.7299293 50.8945321, 4.730476 50.8944916)",,,,,,
4281,23950465,,Vijverlaan,residential,30,False,82.133,,"LINESTRING (4.7281729 50.895163, 4.7293364 50.8950792)",,,,,,
4282,"[33690905, 23950463]",,Vijverlaan,"['cycleway', 'residential']",30,False,81.083,,"LINESTRING (4.7281729 50.895163, 4.7273791 50.8950556, 4.727302 50.8950235, 4.7271788 50.8950043, 4.7270539 50.8950023)",,,,,,
4283,23950464,,Bruineveld,residential,30,False,54.935,,"LINESTRING (4.7270064 50.8958742, 4.7264737 50.895512)",,,,,,
4284,23950548,,Bruineveld,residential,30,True,113.816,,"LINESTRING (4.7270064 50.8958742, 4.7273787 50.8956531, 4.7275016 50.8955859, 4.7279632 50.8952972, 4.7281729 50.895163)",,,,,,
4285,23950464,,Bruineveld,residential,30,False,54.935,,"LINESTRING (4.7264737 50.895512, 4.7270064 50.8958742)",,,,,,
4286,23950551,,Bruineveld,residential,30,False,54.404,,"LINESTRING (4.7282905 50.8967268, 4.7279562 50.8971683)",,,,,,
4287,23950549,,Bruineveld,residential,30,True,131.845,,"LINESTRING (4.7282905 50.8967268, 4.7279944 50.896615, 4.7270064 50.8958742)",,,,,,
4288,23950559,,Broekweg,cycleway,,False,5.109,,"LINESTRING (4.7210257 50.8978275, 4.7210518 50.8977846)",,,,,,
4289,970661115,,Broekweg,cycleway,,False,122.673,,"LINESTRING (4.7210257 50.8978275, 4.7203925 50.8988559)",,,,,,
4290,23950555,,,cycleway,,False,309.164,,"LINESTRING (4.7210257 50.8978275, 4.7217683 50.8978966, 4.7219773 50.8980174, 4.7243191 50.8995496)",1,,,,,
4291,970661115,,Broekweg,cycleway,,False,122.673,,"LINESTRING (4.7203925 50.8988559, 4.7210257 50.8978275)",,,,,,
4292,23950586,2,Domeinstraat,tertiary,,False,10.757,,"LINESTRING (4.7203925 50.8988559, 4.7203306 50.8988423, 4.720249 50.8988218)",,,,,,
4293,125835530,2,Domeinstraat,tertiary,30,False,288.876,,"LINESTRING (4.7203925 50.8988559, 4.7213333 50.8990809, 4.7216796 50.8991711, 4.7222453 50.8993464, 4.7225919 50.8994772, 4.7231164 50.8996977, 4.7239983 50.9000841)",5,,,,,
4294,23950559,,Broekweg,cycleway,,False,5.109,,"LINESTRING (4.7210518 50.8977846, 4.7210257 50.8978275)",,,,,,
4295,296200206,,,service,,False,8.476,,"LINESTRING (4.7210518 50.8977846, 4.7209319 50.897775)",,,,,,
4296,23957018,,,service,,False,460.425,,"LINESTRING (4.7210518 50.8977846, 4.7217913 50.8978436, 4.7218861 50.8978688, 4.7232937 50.8988099, 4.7233858 50.8988454, 4.7234757 50.8988465, 4.7235777 50.8988276, 4.7249888 50.8978991, 4.7258928 50.8972905)",,,,,,
4297,23950566,,,path,,False,39.56,,"LINESTRING (4.7209319 50.897775, 4.720376 50.8977146)",,,,,,
4298,296200206,,,service,,False,8.476,,"LINESTRING (4.7209319 50.897775, 4.7210518 50.8977846)",,,,,,
4299,23950567,,,service,,False,42.854,,"LINESTRING (4.7209319 50.897775, 4.7207926 50.8979999, 4.7207161 50.8980708, 4.7206588 50.8981164)",,,,,,
4300,970662807,,Molenbeekpad,cycleway,,False,140.095,,"LINESTRING (4.7209319 50.897775, 4.7209541 50.8977429, 4.7210148 50.8976738, 4.7212504 50.8975453, 4.7214929 50.8973883, 4.7215634 50.8973152, 4.7216195 50.897178, 4.7216696 50.8969237, 4.7217642 50.8967762, 4.7218505 50.8967075)",3,,,,,
4301,23950566,,,path,,False,39.56,,"LINESTRING (4.720376 50.8977146, 4.7209319 50.897775)",,,,,,
4302,23957017,,,service,,False,77.039,,"LINESTRING (4.7266738 50.8970564, 4.726113 50.8974169, 4.7258928 50.8972905)",,,,,,
4303,23957018,,,service,,False,64.709,,"LINESTRING (4.7266738 50.8970564, 4.726507 50.89704, 4.7263113 50.8970667, 4.7261464 50.8971259, 4.7258928 50.8972905)",,,,,,
4304,23957017,,,service,,False,99.92199999999998,,"LINESTRING (4.7266738 50.8970564, 4.7269057 50.8971404, 4.7274693 50.8974717, 4.7275995 50.8975142, 4.7276958 50.8975057, 4.7277479 50.8974471, 4.7277622 50.8974259)",,,,,,
4305,23957017,,,service,,False,28.872,,"LINESTRING (4.7258928 50.8972905, 4.7257361 50.8971879, 4.7256202 50.8970963)",,,,,,
4306,23957017,,,service,,False,77.039,,"LINESTRING (4.7258928 50.8972905, 4.726113 50.8974169, 4.7266738 50.8970564)",,,,,,
4307,23957018,,,service,,False,64.709,,"LINESTRING (4.7258928 50.8972905, 4.7261464 50.8971259, 4.7263113 50.8970667, 4.726507 50.89704, 4.7266738 50.8970564)",,,,,,
4308,23957018,,,service,,False,460.425,,"LINESTRING (4.7258928 50.8972905, 4.7249888 50.8978991, 4.7235777 50.8988276, 4.7234757 50.8988465, 4.7233858 50.8988454, 4.7232937 50.8988099, 4.7218861 50.8978688, 4.7217913 50.8978436, 4.7210518 50.8977846)",,,,,,
4309,23957129,,Kesseldallaan,cycleway,,True,5.745,,"LINESTRING (4.719364 50.9033017, 4.7194396 50.9032818)",,,,,,
4310,440732700,,Kesseldallaan,cycleway,,True,50.048,,"LINESTRING (4.719364 50.9033017, 4.7192301 50.9028596)",,,,,,
4311,112566011,,Kesseldallaan,tertiary,50,False,11.567,,"LINESTRING (4.7174568 50.8999972, 4.7175168 50.9000941)",,,,,,
4312,31861563,,,cycleway,,True,45.18,,"LINESTRING (4.7174568 50.8999972, 4.7172927 50.8998044, 4.7172568 50.8997517, 4.7172052 50.8996257)",,,,,,
4313,125835557,,Kesseldallaan,tertiary,50,True,44.399,,"LINESTRING (4.7174568 50.8999972, 4.7173042 50.899706, 4.7172717 50.8996157)",,,,,,
4314,34344880,,,cycleway,,True,43.063,,"LINESTRING (4.7167447 50.8985437, 4.7166908 50.8984483, 4.7165966 50.8983236, 4.7166506 50.8981797)",,,,,,
4315,120201120,,,cycleway,,True,6.322,,"LINESTRING (4.7166506 50.8981797, 4.7167385 50.8981671)",,,,,,
4316,70023692,,,cycleway,,True,46.60599999999999,,"LINESTRING (4.7166506 50.8981797, 4.7166757 50.8981088, 4.7166368 50.8979995, 4.7166182 50.8979126, 4.7166871 50.8977724)",,,,,,
4317,807117582,,,no,,False,342.749,,"LINESTRING (4.7166506 50.8981797, 4.7161809 50.8980979, 4.7162275 50.8964864, 4.7166079 50.8957789, 4.7168711 50.8953972)",,,,,,
4318,120201120,,,cycleway,,True,6.788,,"LINESTRING (4.7167385 50.8981671, 4.7168329 50.8981536)",,,,,,
4319,112566018,1,Eénmeilaan,tertiary,50,True,44.371,,"LINESTRING (4.7167385 50.8981671, 4.7167316 50.8981439, 4.7166982 50.8980323, 4.7166692 50.8979246, 4.7166871 50.8977724)",,,,,,
4320,128494228,2,Domeinstraat,tertiary,,False,8.309,,"LINESTRING (4.7171599 50.8983473, 4.717042 50.8983399)",,,,,,
4321,23950587,2,Domeinstraat,tertiary,30,False,205.064,,"LINESTRING (4.7171599 50.8983473, 4.7171914 50.898351, 4.7174372 50.8984324, 4.717468 50.8984426, 4.7175611 50.8984679, 4.7176556 50.8984858, 4.7177493 50.8985035, 4.7193367 50.8986271, 4.7195814 50.898673, 4.7197458 50.8987062, 4.7199877 50.8987558)",,,,,,
4322,128494234,,,cycleway,,True,20.21,,"LINESTRING (4.7171599 50.8983473, 4.7171289 50.8984066, 4.7170916 50.89842, 4.7170678 50.8984397, 4.7170583 50.8984733, 4.7170726 50.8985054)",,,,,,
4323,112566019,1,Fazantenlaan,residential,30,False,22.625,,"LINESTRING (4.7174966 50.8996857, 4.7177947 50.8997635)",,,,,,
4324,112566019,1,Fazantenlaan,residential,30,False,6.297,,"LINESTRING (4.7174966 50.8996857, 4.717408 50.8996949)",,,,,,
4325,70023691,,,cycleway,,True,36.12,,"LINESTRING (4.7174966 50.8996857, 4.7175467 50.8998454, 4.7174568 50.8999972)",,,,,,
4326,24316690,,,track,,False,181.051,,"LINESTRING (4.708756 50.8449423, 4.7076459 50.8443568, 4.7070437 50.8437514)",,,,yes,,
4327,69664764,,,track,,False,163.558,,"LINESTRING (4.708756 50.8449423, 4.7073169 50.8450243, 4.7064364 50.8450779)",,,,,,
4328,874846054,,,track,,False,291.576,,"LINESTRING (4.708756 50.8449423, 4.7113471 50.8447803, 4.7127755 50.8446537, 4.7128781 50.8446353)",,,,,,
4329,106409307,,,track,,False,153.54,,"LINESTRING (4.7070437 50.8437514, 4.7064364 50.8450779)",1.80,,,yes,,
4330,24316690,,,track,,False,181.051,,"LINESTRING (4.7070437 50.8437514, 4.7076459 50.8443568, 4.708756 50.8449423)",,,,yes,,
4331,20274108,,Kerspelstraat,unclassified,,False,29.827,,"LINESTRING (4.7052323 50.8427366, 4.7053641 50.8424816)",,,,,,
4332,488565393,,Kerspelstraat,unclassified,,False,94.768,,"LINESTRING (4.7052323 50.8427366, 4.7048243 50.843549)",,,,,,
4333,75104690,,Damendreef,track,,False,347.267,,"LINESTRING (4.7052323 50.8427366, 4.7034788 50.8424075, 4.7004902 50.8418496)",3,,,,,
4334,268835789,,Prosperdreef,track,,False,380.239,,"LINESTRING (4.6918296 50.8405269, 4.690268 50.8438012)",,,,,,
4335,10363023,,Prosperdreef,track,,False,29.071,,"LINESTRING (4.6918296 50.8405269, 4.691883 50.8403899, 4.6919486 50.8402769)",,,,,,
4336,24374653,,,path,,False,48.036,,"LINESTRING (4.6918296 50.8405269, 4.6920447 50.8408066, 4.6921092 50.8409206)",,,,,,
4337,25093755,,,path,,False,40.667,,"LINESTRING (4.6921092 50.8409206, 4.6921526 50.8405559)",,,,,,
4338,24374653,,,path,,False,48.036,,"LINESTRING (4.6921092 50.8409206, 4.6920447 50.8408066, 4.6918296 50.8405269)",,,,,,
4339,"[268835857, 268835843, 96884973, 268835862]",,,path,,False,132.991,,"LINESTRING (4.6921092 50.8409206, 4.6920885 50.8411747, 4.6920646 50.8412667, 4.6920524 50.8413953, 4.6920445 50.8414315, 4.6920366 50.8414585, 4.6920197 50.8414927, 4.6919985 50.8415493, 4.6919478 50.8417171, 4.6919313 50.8417506, 4.6919019 50.8418268, 4.6918693 50.8419482, 4.6918558 50.8419728, 4.6919695 50.8420788)",,,,,,
4340,"[268835848, 268835822, 268835798, 268835836, 268835806]",,,path,,False,129.81,,"LINESTRING (4.6921092 50.8409206, 4.6921995 50.8411387, 4.6923169 50.8414873, 4.6922426 50.8415546, 4.6922042 50.8416739, 4.6921223 50.8417389, 4.6920449 50.8419438, 4.6920447 50.8420319)",,,,,,
4341,"[268835793, 268835851, 268835811]",,,path,,False,76.682,,"LINESTRING (4.6925484 50.84263, 4.6925087 50.8426068, 4.6923692 50.8425189, 4.6922922 50.8424524, 4.6921953 50.8422961, 4.6920447 50.8420319)",,,,,,
4342,"[268835829, 219962159]",,,path,,False,15.31,,"LINESTRING (4.6925484 50.84263, 4.6924958 50.842693, 4.692443 50.8427505)",,,,,,
4343,"[268835856, 268835860]",,,path,,False,87.187,,"LINESTRING (4.6925484 50.84263, 4.6926614 50.8426799, 4.6927226 50.8427453, 4.6927855 50.8428397, 4.6928259 50.8429936, 4.6928141 50.8431323, 4.6928417 50.8432389, 4.692875 50.8433527)",,,,,,
4344,268835819,,,path,,False,18.502,,"LINESTRING (4.6939701 50.8441885, 4.6939829 50.8443547)",,,,,,
4345,"[268835812, 119490086, 268835801, 268835802, 268835805]",,,path,,False,146.021,,"LINESTRING (4.6939701 50.8441885, 4.6943134 50.8444529, 4.6946512 50.8447507, 4.694983 50.8449244, 4.6951293 50.8449911, 4.6953879 50.845019, 4.6954704 50.845008)",,,,,,
4346,"[268835814, 268835818, 268835856, 268835828, 268835797, 268835834]",,,path,,False,124.285,,"LINESTRING (4.6939701 50.8441885, 4.693877 50.8441227, 4.6935324 50.8439524, 4.6934383 50.8439048, 4.6932022 50.8437659, 4.69308 50.8436914, 4.6929946 50.8436008, 4.6929071 50.8434624, 4.6928863 50.8433913, 4.692875 50.8433527)",,,,,,
4347,24374858,,Berthe Gottignystraat,residential,30,False,126.728,,"LINESTRING (4.6955347 50.8488192, 4.6973394 50.848795)",,,,,,
4348,24374859,1,Naamsesteenweg,primary,50,False,45.487,N251,"LINESTRING (4.6955347 50.8488192, 4.6955241 50.8484741, 4.695523 50.8484102)",,,,,,
4349,24374859,1,Naamsesteenweg,primary,50,False,212.327,N251,"LINESTRING (4.6955347 50.8488192, 4.6955453 50.8499735, 4.6955713 50.8507285)",,,,,,
4350,24374858,,Berthe Gottignystraat,residential,30,False,126.728,,"LINESTRING (4.6973394 50.848795, 4.6955347 50.8488192)",,,,,,
4351,690117535,,,track,,False,18.531,,"LINESTRING (4.670923 50.8624918, 4.6710146 50.8626481)",,,,restricted,yes,
4352,690117537,,,track,,False,119.717,,"LINESTRING (4.670923 50.8624918, 4.6703305 50.8614822)",,,,permissive,,
4353,24476599,,,path,,False,50.767,,"LINESTRING (4.670923 50.8624918, 4.6709768 50.8624692, 4.6711632 50.8623913, 4.6715927 50.8623472)",,,,,,
4354,690117536,,,path,,False,125.664,,"LINESTRING (4.670923 50.8624918, 4.6705451 50.8625048, 4.670451 50.8624976, 4.6704019 50.8624847, 4.6696811 50.8621508, 4.6695985 50.8620927, 4.6695366 50.8620627, 4.6694821 50.8620378, 4.6693998 50.8620009)",,,,,,
4355,48284219,1,Huttelaan,residential,30,False,117.336,,"LINESTRING (4.6913093 50.8520996, 4.6922343 50.8512207)",,,,,,
4356,93479400,1,Huttelaan,residential,30,True,44.629,,"LINESTRING (4.6913093 50.8520996, 4.6911626 50.8522714, 4.6910573 50.8523684, 4.6909683 50.8524369)",,,,,,
4357,3450243,1,Middelweg,residential,30,False,9.714,,"LINESTRING (4.6909683 50.8524369, 4.6909423 50.8523511)",6,,,,,
4358,3450243,1,Middelweg,residential,30,False,134.798,,"LINESTRING (4.6909683 50.8524369, 4.6910775 50.8527055, 4.6911765 50.8529739, 4.6914134 50.8536161)",6,,,,,
4359,25093511,,Huttelaan,residential,30,True,61.883,,"LINESTRING (4.6909683 50.8524369, 4.690907 50.8524868, 4.6908112 50.8525311, 4.6903149 50.8528084)",,,,,,
4360,93479401,1,Huttelaan,residential,30,False,249.474,,"LINESTRING (4.6899907 50.8530138, 4.6897221 50.8532304, 4.6887805 50.8540605, 4.6879252 50.8548391)",,,,,,
4361,93479403,1,Huttelaan,residential,30,True,32.53,,"LINESTRING (4.6899907 50.8530138, 4.690113 50.8528981, 4.6902741 50.8527832)",,,,,,
4362,25093569,1,Prosperdreef,track,,False,216.583,,"LINESTRING (4.6865616 50.8532053, 4.6876624 50.8548784, 4.6877435 50.8550045)",,,,,,
4363,62353720,,,track,,False,92.69800000000001,,"LINESTRING (4.6865616 50.8532053, 4.6862617 50.8532069, 4.6859694 50.8531053, 4.6853112 50.8529812)",,,,,,
4364,62353989,1,Prosperdreef,track,,False,131.266,,"LINESTRING (4.6865616 50.8532053, 4.6863175 50.8528408, 4.6862715 50.8527343, 4.6862501 50.85262, 4.6862534 50.8524891, 4.6862937 50.8523661, 4.6864126 50.8520728)",,,,,,
4365,62353720,,,track,,False,65.664,,"LINESTRING (4.6853112 50.8529812, 4.6844364 50.8527721)",,,,,,
4366,62353720,,,track,,False,92.698,,"LINESTRING (4.6853112 50.8529812, 4.6859694 50.8531053, 4.6862617 50.8532069, 4.6865616 50.8532053)",,,,,,
4367,112937204,,,path,,False,155.39,,"LINESTRING (4.6853112 50.8529812, 4.6849229 50.8535742, 4.6840611 50.8540988)",,,,,,
4368,959545993,,Nieuwedreef,track,,False,376.306,,"LINESTRING (4.6737613 50.8276203, 4.6788953 50.828588)",,,,,,
4369,959545993,,Nieuwedreef,track,,False,169.124,,"LINESTRING (4.6737613 50.8276203, 4.6714473 50.8271997)",,,,,,
4370,25093526,,,path,,False,343.883,,"LINESTRING (4.6737613 50.8276203, 4.6738665 50.8277707, 4.6740459 50.8279397, 4.6745629 50.8283916, 4.6752131 50.8289952, 4.6753642 50.8292056, 4.6754352 50.8294235, 4.6753409 50.8304053)",,,,,,
4371,792187576,,,track,,False,278.4,,"LINESTRING (4.6737613 50.8276203, 4.6736801 50.8275057, 4.6737638 50.8273202, 4.6739298 50.8269867, 4.6741598 50.8265214, 4.6742705 50.826239, 4.6743982 50.8259781, 4.6744535 50.8258167, 4.674279 50.8256984, 4.6740405 50.8256123, 4.6736403 50.8254832)",,,,permissive,,
4372,25093755,,,path,,False,40.667,,"LINESTRING (4.6921526 50.8405559, 4.6921092 50.8409206)",,,,,,
4373,268835776,,Grezweg,track,,False,34.171,,"LINESTRING (4.6921526 50.8405559, 4.6919486 50.8402769)",,,,,,
4374,"[268835776, 268835772, 268835765]",,Grezweg,track,,False,197.07,,"LINESTRING (4.6921526 50.8405559, 4.6926461 50.8412313, 4.6928459 50.8415118, 4.6933151 50.842169)",,,,,,
4375,874830771,,Nieuwedreef,track,,False,322.596,,"LINESTRING (4.6800448 50.8288086, 4.684456 50.829617)",,,,,,
4376,874830771,,Nieuwedreef,track,,False,84.38,,"LINESTRING (4.6800448 50.8288086, 4.6788953 50.828588)",,,,,,
4377,119260144,,Van Harcourtdreef,track,,False,170.927,,"LINESTRING (4.6800448 50.8288086, 4.6802509 50.8284239, 4.6805727 50.8277937, 4.6807907 50.8273455)",,,,,,
4378,119260144,,Van Harcourtdreef,track,,False,642.56,,"LINESTRING (4.6800448 50.8288086, 4.6790403 50.8308642, 4.6785604 50.8318021, 4.6780967 50.8327589, 4.6776544 50.8336693, 4.6773078 50.8343224)",,,,,,
4379,93910520,,Dodendreef,track,,False,321.177,,"LINESTRING (4.6788953 50.828588, 4.6753409 50.8304053)",,,,,,
4380,874830771,,Nieuwedreef,track,,False,84.38,,"LINESTRING (4.6788953 50.828588, 4.6800448 50.8288086)",,,,,,
4381,959545993,,Nieuwedreef,track,,False,376.306,,"LINESTRING (4.6788953 50.828588, 4.6737613 50.8276203)",,,,,,
4382,874830772,,Dodendreef,track,,False,139.866,,"LINESTRING (4.6788953 50.828588, 4.679064 50.8285256, 4.6794087 50.828346, 4.6796206 50.8282223, 4.6800028 50.8279292, 4.6802782 50.827697)",,,,,,
4383,53085699,2,Wijgmaalsesteenweg,tertiary,,False,6.893,,"LINESTRING (4.707418 50.9034694, 4.7073755 50.9035253)",,,,,,
4384,53085700,3,Wijgmaalsesteenweg,tertiary,50,False,60.789,,"LINESTRING (4.707418 50.9034694, 4.7081677 50.9037439)",,,,,,
4385,158330275,3,Wijgmaalsesteenweg,tertiary,,False,18.53,,"LINESTRING (4.707418 50.9034694, 4.7071951 50.9033799)",,,,,,
4386,26125249,,Jules Persoonsstraat,residential,,False,9.015,,"LINESTRING (4.7145848 50.9179367, 4.7144718 50.917898)",,,,,,
4387,25629738,,Eegveld,residential,,False,67.88199999999999,,"LINESTRING (4.7145848 50.9179367, 4.7145695 50.9178991, 4.7145734 50.9178703, 4.7145829 50.9178469, 4.714892 50.9173663)",,,,,,
4388,26125249,,Jules Persoonsstraat,residential,,False,85.673,,"LINESTRING (4.7145848 50.9179367, 4.7147171 50.9180051, 4.7150348 50.9181796, 4.7154741 50.918464)",,,,,,
4389,156994846,,Vuntpad,path,,False,5.512,,"LINESTRING (4.7136313 50.9177658, 4.713709 50.9177734)",1,,,,,
4390,25629947,,Overloopstraat,residential,,False,193.302,,"LINESTRING (4.7136313 50.9177658, 4.7136091 50.9178279, 4.7135646 50.9179077, 4.7134015 50.9183677, 4.7131783 50.9189033, 4.7130496 50.9192009, 4.7129057 50.9194409)",5,,,,,
4391,25629964,,Van der Nootstraat,residential,,False,472.3200000000001,,"LINESTRING (4.7136313 50.9177658, 4.7136069 50.9177278, 4.7135531 50.9176939, 4.71337 50.9176225, 4.7131565 50.9175743, 4.712891 50.9175327, 4.7123201 50.9175266, 4.7121866 50.9175414, 4.7121109 50.9175856, 4.711524 50.9179803, 4.7113727 50.918084, 4.7112145 50.9182196, 4.7110456 50.9184063, 4.7109352 50.9185713, 4.7108625 50.9187124, 4.7107985 50.9188847, 4.7107375 50.9190239, 4.7106817 50.9191961, 4.7106131 50.9193692, 4.7105101 50.9195748, 4.7104414 50.9197209, 4.7103556 50.9199049, 4.7102869 50.920078, 4.7102097 50.9202728, 4.7102093 50.9203833, 4.7101796 50.9204605)",,,,,,
4392,25637252,,Lijnloperspad,cycleway,,False,88.78599999999999,,"LINESTRING (4.7101349 50.9109707, 4.7103839 50.9102484, 4.7103973 50.9101897)",1,,,,,
4393,25637252,,Lijnloperspad,cycleway,,False,105.109,,"LINESTRING (4.7101349 50.9109707, 4.7099676 50.9116523, 4.7099128 50.9119055)",1,,,,,
4394,25745214,,,cycleway,,False,39.938,,"LINESTRING (4.7101349 50.9109707, 4.7105798 50.9111273, 4.7106293 50.9111488)",,,,,,
4395,25809619,,Lijnloperspad,cycleway,,False,17.193,,"LINESTRING (4.7103973 50.9101897, 4.7101529 50.9101771)",,,,,yes,
4396,25637252,,Lijnloperspad,cycleway,,False,88.78599999999999,,"LINESTRING (4.7103973 50.9101897, 4.7103839 50.9102484, 4.7101349 50.9109707)",1,,,,,
4397,127840242,,Oudstrijderslaan,residential,,False,76.04,,"LINESTRING (4.7103973 50.9101897, 4.7104457 50.9101879, 4.7105503 50.9101839, 4.7106906 50.9101786, 4.7108301 50.9101733, 4.7109775 50.9101677, 4.7111989 50.9101593, 4.7114799 50.9101486)",4.5,,,,,
4398,25745213,,,cycleway,,False,46.775,,"LINESTRING (4.7099128 50.9119055, 4.7105799 50.9119115)",,,,,,
4399,25637252,,Lijnloperspad,cycleway,,False,105.109,,"LINESTRING (4.7099128 50.9119055, 4.7099676 50.9116523, 4.7101349 50.9109707)",1,,,,,
4400,25637252,,Lijnloperspad,cycleway,,False,107.95,,"LINESTRING (4.7099128 50.9119055, 4.7098617 50.9123396, 4.7097578 50.9128711)",1,,,,,
4401,16274573,2,Aarschotsesteenweg,primary,50,False,19.006,N19,"LINESTRING (4.7069055 50.8900988, 4.7069009 50.8899279)",,,,,,
4402,16274573,2,Aarschotsesteenweg,primary,50,False,219.433,N19,"LINESTRING (4.7069055 50.8900988, 4.7069376 50.8920721)",,,,,,
4403,13883888,1,Dijledreef,residential,,False,9.582,,"LINESTRING (4.7069055 50.8900988, 4.7069401 50.8900985, 4.7070421 50.8900976)",,,,,,
4404,53085699,2,Wijgmaalsesteenweg,tertiary,,False,191.374,,"LINESTRING (4.7067687 50.909787, 4.7063689 50.9114895)",,,,,,
4405,80829606,,Armand Meyswijk,residential,,False,14.789,,"LINESTRING (4.7067687 50.909787, 4.7069779 50.909804)",,,,destination,,
4406,116454404,,,cycleway,,False,3.325,,"LINESTRING (4.7067687 50.909787, 4.7067216 50.9097835)",,,,,,
4407,53085699,2,Wijgmaalsesteenweg,tertiary,,False,318.335,,"LINESTRING (4.7067687 50.909787, 4.7068072 50.9096247, 4.7070035 50.9087973, 4.707118 50.9083985, 4.7071972 50.90796, 4.7071876 50.9069445)",,,,,,
4408,37713149,2,Aarschotsesteenweg,primary,50,False,17.842,N19,"LINESTRING (4.7156719 50.9142821, 4.7155913 50.9141299)",4,,,,,
4409,25648596,,Vuntpad,path,,False,130.856,,"LINESTRING (4.7156719 50.9142821, 4.7155391 50.9143293, 4.7153894 50.914583, 4.715098 50.9153719)",1,,,,,
4410,631979428,2,Aarschotsesteenweg,primary,50,False,35.287,N19,"LINESTRING (4.7156719 50.9142821, 4.7156899 50.9143135, 4.7158432 50.9145805)",4,,,,,
4411,25648597,,,path,,False,81.588,,"LINESTRING (4.7090232 50.9103531, 4.7101529 50.9101771)",,,,,,
4412,25933101,,Armand Meyswijk,residential,,False,22.775,,"LINESTRING (4.7090232 50.9103531, 4.708936 50.9101558)",,,,,,
4413,25933101,,Armand Meyswijk,residential,,False,63.176,,"LINESTRING (4.7090232 50.9103531, 4.7092385 50.9109048)",,,,,,
